Date,Item,Total Quantity,Supplier
06/05/2024,Socks @375,0,BLAZE
06/05/2024,Sublimation Shirt,7,CENTRAL SEMINARY
06/05/2024,OAT Tote Bag (Phased Out),0,JUC
06/05/2024,UST College ID Lace,0,JUC
06/05/2024,UST OAT Hoodie Jacket,1,JUC
06/05/2024,UST OAT MUG (W inside),1,JUC
06/05/2024,UST OAT MUG (Y/B inside),2,JUC
06/05/2024,UST Santo Tomas Script T-Shirt,0,JUC
06/05/2024,UST T-Shirt (College Shirt),0,JUC
06/05/2024,UST T-Shirt Happy Tiger,2,JUC
06/05/2024,UST T-Shirt Sporty,5,JUC
06/05/2024,UST T-Shirt Tiger Pattern,0,JUC
06/05/2024,GT 375,0,JYL ATHLETICA
06/05/2024,Jacket @1900,3,JYL ATHLETICA
06/05/2024,Poloshirt 123456 @860,1,JYL ATHLETICA
06/05/2024,Poloshirt 3 Colors @800,0,JYL ATHLETICA
06/05/2024,VB Jersey with Sig. @1800,0,JYL ATHLETICA
06/05/2024,VB Jersey with Sig. @2800,0,JYL ATHLETICA
06/05/2024,VB Jersey without Sig @1000,0,JYL ATHLETICA
06/05/2024,VB Jersey without Sig @1500,0,JYL ATHLETICA
06/05/2024,VB Jersey without Sig @2000,0,JYL ATHLETICA
06/05/2024,Retractable @25,0,MITSUI
06/05/2024,Stylus pen @45,0,MITSUI
06/05/2024,Back pack,0,NAPOLIZ ENTERPRISES
06/05/2024,Cane Umbrella,0,NAPOLIZ ENTERPRISES
06/05/2024,Hoodies Breaker,3,NAPOLIZ ENTERPRISES
06/05/2024,Laptop Bag,0,NAPOLIZ ENTERPRISES
06/05/2024,Shirts,1,NAPOLIZ ENTERPRISES
06/05/2024,Sling Bag,0,NAPOLIZ ENTERPRISES
06/05/2024,Tote Bag Black,0,NAPOLIZ ENTERPRISES
06/05/2024,Tote Bag White,2,NAPOLIZ ENTERPRISES
06/05/2024,Arch @320,0,TET AND DARS
06/05/2024,Eco Bag @ 130,0,TET AND DARS
06/05/2024,Eco Bag @80,0,TET AND DARS
06/05/2024,Keychain @160,0,TET AND DARS
06/05/2024,Main Building,0,TET AND DARS
06/05/2024,Mug @170,0,TET AND DARS
06/05/2024,Notebook @220,0,TET AND DARS
06/05/2024,Pen @ 50,0,TET AND DARS
06/05/2024,Pen @25,0,TET AND DARS
06/05/2024,Sticker @ 115,2,TET AND DARS
06/05/2024,Sticker @20,0,TET AND DARS
06/05/2024,Auto Umbrella,0,USTORE
06/05/2024,Bag,0,USTORE
06/05/2024,Eco Bag CGEEE!,0,USTORE
06/05/2024,Keychain,2,USTORE
06/05/2024,Kit Set,0,USTORE
06/05/2024,Lanyard @180,6,USTORE
06/05/2024,Lanyard @190,4,USTORE
06/05/2024,NB @100,2,USTORE
06/05/2024,NB @75,0,USTORE
06/05/2024,Sash Big,0,USTORE
06/05/2024,Sash Small,0,USTORE
06/05/2024,Shabby Hat,3,USTORE
06/05/2024,Tiger Stuff Toy Small Grad,4,USTORE
06/05/2024,Tote (One For UST),0,USTORE
06/05/2024,Tote Bag Canvas White,3,USTORE
06/05/2024,Tote Bag CGEEE!,0,USTORE
06/05/2024,Tubler @150,0,USTORE
06/05/2024,Umb (One For UST),0,USTORE
06/05/2024,Umb Old,0,USTORE
06/05/2024,Umb. Cane,0,USTORE
06/05/2024,Utensil,0,USTORE
06/05/2024,Baller,0,VARSITY LIFE STYLE
06/05/2024,Caps,0,VARSITY LIFE STYLE
06/05/2024,Hoodie,0,VARSITY LIFE STYLE
06/05/2024,Keychain,0,VARSITY LIFE STYLE
06/05/2024,Lanyard,0,VARSITY LIFE STYLE
06/05/2024,Long Sticker,0,VARSITY LIFE STYLE
06/05/2024,Oversized Sweatshirt,0,VARSITY LIFE STYLE
06/05/2024,Scarves,0,VARSITY LIFE STYLE
06/05/2024,Shirts,0,VARSITY LIFE STYLE
06/05/2024,Sticker Pack,0,VARSITY LIFE STYLE
06/05/2024,Varsity Jacket,0,VARSITY LIFE STYLE
07/05/2024,Crew Neck Shirt @475,0,BLAZE
07/05/2024,Polo Shirt @800,0,BLAZE
07/05/2024,Socks @375,0,BLAZE
07/05/2024,Sublimation Shirt,1,CENTRAL SEMINARY
07/05/2024,OAT Tote Bag (Phased Out),0,JUC
07/05/2024,UST College ID Lace,0,JUC
07/05/2024,UST OAT Hoodie Jacket,3,JUC
07/05/2024,UST OAT MUG (W inside),7,JUC
07/05/2024,UST OAT MUG (Y/B inside),13,JUC
07/05/2024,UST Santo Tomas Script T-Shirt,0,JUC
07/05/2024,UST T-Shirt (College Shirt),1,JUC
07/05/2024,UST T-Shirt Happy Tiger,2,JUC
07/05/2024,UST T-Shirt Sporty,4,JUC
07/05/2024,UST T-Shirt Tiger Pattern,4,JUC
07/05/2024,GT 375,0,JYL ATHLETICA
07/05/2024,Jacket @1900,2,JYL ATHLETICA
07/05/2024,Poloshirt 123456 @860,0,JYL ATHLETICA
07/05/2024,Poloshirt 3 Colors @800,0,JYL ATHLETICA
07/05/2024,VB Jersey with Sig. @1800,0,JYL ATHLETICA
07/05/2024,VB Jersey with Sig. @2800,0,JYL ATHLETICA
07/05/2024,VB Jersey without Sig @1000,0,JYL ATHLETICA
07/05/2024,VB Jersey without Sig @1500,0,JYL ATHLETICA
07/05/2024,VB Jersey without Sig @2000,0,JYL ATHLETICA
07/05/2024,Retractable @25,0,MITSUI
07/05/2024,Stylus pen @45,0,MITSUI
07/05/2024,Back pack,1,NAPOLIZ ENTERPRISES
07/05/2024,Cane Umbrella,0,NAPOLIZ ENTERPRISES
07/05/2024,Hoodies Breaker,2,NAPOLIZ ENTERPRISES
07/05/2024,Laptop Bag,0,NAPOLIZ ENTERPRISES
07/05/2024,Shirts,2,NAPOLIZ ENTERPRISES
07/05/2024,Sling Bag,0,NAPOLIZ ENTERPRISES
07/05/2024,Tote Bag Black,0,NAPOLIZ ENTERPRISES
07/05/2024,Tote Bag White,0,NAPOLIZ ENTERPRISES
07/05/2024,Arch @320,12,TET AND DARS
07/05/2024,Eco Bag @ 130,0,TET AND DARS
07/05/2024,Eco Bag @80,0,TET AND DARS
07/05/2024,Keychain @160,0,TET AND DARS
07/05/2024,Main Building,0,TET AND DARS
07/05/2024,Mug @170,0,TET AND DARS
07/05/2024,Notebook @220,0,TET AND DARS
07/05/2024,Pen @ 50,0,TET AND DARS
07/05/2024,Pen @25,0,TET AND DARS
07/05/2024,Sticker @ 115,0,TET AND DARS
07/05/2024,Sticker @20,0,TET AND DARS
07/05/2024,Auto Umbrella,0,USTORE
07/05/2024,Bag,26,USTORE
07/05/2024,Eco Bag CGEEE!,0,USTORE
07/05/2024,Keychain,6,USTORE
07/05/2024,Kit Set,0,USTORE
07/05/2024,Lanyard @180,1,USTORE
07/05/2024,Lanyard @190,1,USTORE
07/05/2024,NB @100,0,USTORE
07/05/2024,NB @75,0,USTORE
07/05/2024,Sash Big,0,USTORE
07/05/2024,Sash Small,26,USTORE
07/05/2024,Shabby Hat,1,USTORE
07/05/2024,Tiger Stuff Toy Small Grad,2,USTORE
07/05/2024,Tote (One For UST),4,USTORE
07/05/2024,Tote Bag Canvas White,1,USTORE
07/05/2024,Tote Bag CGEEE!,0,USTORE
07/05/2024,Tubler @150,0,USTORE
07/05/2024,Umb (One For UST),2,USTORE
07/05/2024,Umb Old,41,USTORE
07/05/2024,Umb. Cane,0,USTORE
07/05/2024,Utensil,0,USTORE
07/05/2024,Baller,0,VARSITY LIFE STYLE
07/05/2024,Caps,1,VARSITY LIFE STYLE
07/05/2024,Hoodie,0,VARSITY LIFE STYLE
07/05/2024,Keychain,0,VARSITY LIFE STYLE
07/05/2024,Lanyard,1,VARSITY LIFE STYLE
07/05/2024,Long Sticker,0,VARSITY LIFE STYLE
07/05/2024,Oversized Sweatshirt,0,VARSITY LIFE STYLE
07/05/2024,Scarves,0,VARSITY LIFE STYLE
07/05/2024,Shirts,0,VARSITY LIFE STYLE
07/05/2024,Sticker Pack,0,VARSITY LIFE STYLE
07/05/2024,Varsity Jacket,0,VARSITY LIFE STYLE
08/05/2024,Crew Neck Shirt @475,0,BLAZE
08/05/2024,Polo Shirt @800,1,BLAZE
08/05/2024,Socks @375,0,BLAZE
08/05/2024,Sublimation Shirt,8,CENTRAL SEMINARY
08/05/2024,OAT Tote Bag (Phased Out),0,JUC
08/05/2024,UST College ID Lace,0,JUC
08/05/2024,UST OAT Hoodie Jacket,0,JUC
08/05/2024,UST OAT MUG (W inside),1,JUC
08/05/2024,UST OAT MUG (Y/B inside),2,JUC
08/05/2024,UST Santo Tomas Script T-Shirt,0,JUC
08/05/2024,UST T-Shirt (College Shirt),2,JUC
08/05/2024,UST T-Shirt Happy Tiger,11,JUC
08/05/2024,UST T-Shirt Sporty,17,JUC
08/05/2024,UST T-Shirt Tiger Pattern,14,JUC
08/05/2024,GT 375,0,JYL ATHLETICA
08/05/2024,Jacket @1900,1,JYL ATHLETICA
08/05/2024,Poloshirt 123456 @860,0,JYL ATHLETICA
08/05/2024,Poloshirt 3 Colors @800,0,JYL ATHLETICA
08/05/2024,VB Jersey with Sig. @1800,0,JYL ATHLETICA
08/05/2024,VB Jersey with Sig. @2800,0,JYL ATHLETICA
08/05/2024,VB Jersey without Sig @1000,0,JYL ATHLETICA
08/05/2024,VB Jersey without Sig @1500,0,JYL ATHLETICA
08/05/2024,VB Jersey without Sig @2000,0,JYL ATHLETICA
08/05/2024,Retractable @25,0,MITSUI
08/05/2024,Stylus pen @45,0,MITSUI
08/05/2024,Back pack,0,NAPOLIZ ENTERPRISES
08/05/2024,Cane Umbrella,0,NAPOLIZ ENTERPRISES
08/05/2024,Hoodies Breaker,7,NAPOLIZ ENTERPRISES
08/05/2024,Laptop Bag,0,NAPOLIZ ENTERPRISES
08/05/2024,Shirts,18,NAPOLIZ ENTERPRISES
