Date,Item,Total Quantity,Supplier,imputation_flag,weight
23/05/2024,UST T-Shirt Sports,3,JUC,0,1
23/05/2024,UST T-Shirt Tiger Pattern,1,JUC,0,1
23/05/2024,Yellow Happy Tiger,1,JUC,1,0.5
23/05/2024,VB Jersey w/o sig.,1,JYL,0,1
23/05/2024,University of Santo Tomas (B),2,NAPOLIZ,0,1
23/05/2024,Wind Breaker,1,NAPOLIZ,0,1
23/05/2024,Black Lanyard,5,USTORE,1,0.5
23/05/2024,New Keychain,7,USTORE,1,0.5
23/05/2024,Sash Small,1,USTORE,0,1
23/05/2024,Tiger Stuff Toy Small Grad,7,USTORE,0,1
23/05/2024,Tote (One For UST),2,USTORE,0,1
23/05/2024,Varsity Lanyard,1,USTORE,1,0.5
23/05/2024,Baller,1,VARSITY LIFE STYLE,0,1
23/05/2024,Hoodie,1,VARSITY LIFE STYLE,0,1
23/05/2024,Sticker Pack,1,VARSITY LIFE STYLE,0,1
24/05/2024,3 Color Polo Shirt,2,BLAZE,1,0.5
24/05/2024,Subli. Shirt,4,CENTRAL SEMINARY,0,1
24/05/2024,Black Happy Tiger,2,JUC,1,0.5
24/05/2024,UST OAT Hoodie Jacket,2,JUC,0,1
24/05/2024,UST OAT T-Shirt Colleges,15,JUC,0,1
24/05/2024,UST T-Shirt Sports,2,JUC,0,1
24/05/2024,UST T-Shirt Tiger Pattern,1,JUC,0,1
24/05/2024,Yellow Happy Tiger,1,JUC,1,0.5
24/05/2024,Jacket,2,JYL,0,1
24/05/2024,Poloshirt 3 Colors,1,JYL,0,1
24/05/2024,VB Jersey w/o sig.,1,JYL,0,1
24/05/2024,Side Tiger Hoodie,1,NAPOLIZ,0,1
24/05/2024,University of Santo Tomas (B),2,NAPOLIZ,0,1
24/05/2024,Arch,1,TET AND DARS,0,1
24/05/2024,Eco Bag,1,TET AND DARS,0,1
24/05/2024,Mug,5,TET AND DARS,0,1
24/05/2024,Black Lanyard,4,USTORE,1,0.5
24/05/2024,Eco Bag CGEEE!,1,USTORE,0,1
24/05/2024,New Keychain,18,USTORE,1,0.5
24/05/2024,Sash Small,80,USTORE,0,1
24/05/2024,Tiger Stuff Toy Small Grad,4,USTORE,0,1
24/05/2024,Tote Bag Canvas White,1,USTORE,0,1
24/05/2024,Umb (One For UST),1,USTORE,0,1
24/05/2024,Varsity Lanyard,1,USTORE,1,0.5
24/05/2024,Baller,2,VARSITY LIFE STYLE,0,1
24/05/2024,Caps,1,VARSITY LIFE STYLE,0,1
24/05/2024,Oversized Sweatshirt,1,VARSITY LIFE STYLE,0,1
27/05/2024,3 Color Polo Shirt,3,BLAZE,1,0.5
27/05/2024,White Blaze Polo Shirt,1,BLAZE,1,0.5
27/05/2024,Subli. Shirt,3,CENTRAL SEMINARY,0,1
27/05/2024,Black Happy Tiger,3,JUC,1,0.5
27/05/2024,UST OAT Hoodie Jacket,4,JUC,0,1
27/05/2024,UST T-Shirt Sports,7,JUC,0,1
27/05/2024,UST T-Shirt Tiger Pattern,4,JUC,0,1
27/05/2024,Yellow Happy Tiger,3,JUC,1,0.5
27/05/2024,Jacket,3,JYL,0,1
27/05/2024,VB Jersey w/o sig.,2,JYL,0,1
27/05/2024,University of Santo Tomas (B),2,NAPOLIZ,0,1
27/05/2024,UST Tiger Front and Back Graphic (W),1,NAPOLIZ,0,1
27/05/2024,White Tote Bag,1,NAPOLIZ,0,1
27/05/2024,Arch,1,TET AND DARS,0,1
27/05/2024,Eco Bag,2,TET AND DARS,0,1
27/05/2024,Mug,1,TET AND DARS,0,1
27/05/2024,New Keychain,1,TET AND DARS,1,0.5
27/05/2024,Sticker,6,TET AND DARS,0,1
27/05/2024,Black Lanyard,4,USTORE,1,0.5
27/05/2024,New Keychain,10,USTORE,1,0.5
27/05/2024,Sash Small,1,USTORE,0,1
27/05/2024,Tiger Stuff Toy Small Grad,15,USTORE,0,1
27/05/2024,Baller,1,VARSITY LIFE STYLE,0,1
27/05/2024,New Keychain,2,VARSITY LIFE STYLE,1,0.5
27/05/2024,Scarves,1,VARSITY LIFE STYLE,0,1
27/05/2024,Shirts,1,VARSITY LIFE STYLE,0,1
27/05/2024,Sticker Pack,1,VARSITY LIFE STYLE,0,1
27/05/2024,UST Long Sticker,1,VARSITY LIFE STYLE,1,0.5
27/05/2024,Varsity Long Sticker,1,VARSITY LIFE STYLE,1,0.5
28/05/2024,Subli. Shirt,2,CENTRAL SEMINARY,0,1
28/05/2024,Black Happy Tiger,1,JUC,1,0.5
28/05/2024,UST T-Shirt Sports,5,JUC,0,1
28/05/2024,UST T-Shirt Tiger Pattern,1,JUC,0,1
28/05/2024,Yellow Happy Tiger,1,JUC,1,0.5
28/05/2024,GT Shirt,1,JYL,0,1
28/05/2024,Jacket,3,JYL,0,1
28/05/2024,Poloshirt 123456,1,JYL,0,1
28/05/2024,Front Tiger Hoodie,1,NAPOLIZ,0,1
28/05/2024,University of Santo Tomas (B),2,NAPOLIZ,0,1
28/05/2024,UST Tiger Front and Back Graphic (W),2,NAPOLIZ,0,1
28/05/2024,Wind Breaker,1,NAPOLIZ,0,1
28/05/2024,Arch,3,TET AND DARS,0,1
28/05/2024,Eco Bag,2,TET AND DARS,0,1
28/05/2024,New Keychain,4,TET AND DARS,1,0.5
28/05/2024,Sticker,5,TET AND DARS,0,1
28/05/2024,Black Lanyard,5,USTORE,1,0.5
28/05/2024,New Keychain,8,USTORE,1,0.5
28/05/2024,Sash Small,4,USTORE,0,1
28/05/2024,Tiger Stuff Toy Small Grad,14,USTORE,0,1
28/05/2024,Tote (One For UST),1,USTORE,0,1
28/05/2024,Tote Bag Canvas White,1,USTORE,0,1
28/05/2024,Umb (One For UST),3,USTORE,0,1
28/05/2024,Varsity Lanyard,1,USTORE,1,0.5
28/05/2024,Black Lanyard,1,VARSITY LIFE STYLE,1,0.5
28/05/2024,New Keychain,1,VARSITY LIFE STYLE,1,0.5
28/05/2024,Sticker Pack,1,VARSITY LIFE STYLE,0,1
29/05/2024,Black Happy Tiger,2,JUC,1,0.5
29/05/2024,UST T-Shirt Sports,3,JUC,0,1
29/05/2024,Yellow Happy Tiger,1,JUC,1,0.5
29/05/2024,Jacket,1,JYL,0,1
29/05/2024,Poloshirt 3 Color,1,JYL,0,1
29/05/2024,University of Santo Tomas (B),2,NAPOLIZ,0,1
29/05/2024,Wind Breaker,4,NAPOLIZ,0,1
29/05/2024,Eco Bag,1,TET AND DARS,0,1
29/05/2024,Sticker,290,TET AND DARS,0,1
29/05/2024,Black Lanyard,1,USTORE,1,0.5
29/05/2024,New Keychain,3,USTORE,1,0.5
29/05/2024,Shabby Hat,1,USTORE,0,1
29/05/2024,Tiger Stuff Toy Small Grad,5,USTORE,0,1
29/05/2024,Tote Bag Canvas White,290,USTORE,0,1
29/05/2024,Caps,1,VARSITY LIFE STYLE,0,1
30/05/2024,Subli. Shirt,1,CENTRAL SEMINARY,0,1
30/05/2024,UST OAT Hoodie Jacket,1,JUC,0,1
30/05/2024,UST OAT T-Shirt Colleges,3,JUC,0,1
30/05/2024,UST T-Shirt Happy Tiger,5,JUC,0,1
30/05/2024,UST T-Shirt Sports,5,JUC,0,1
30/05/2024,UST T-Shirt Tiger Pattern,1,JUC,0,1
30/05/2024,Jacket,1,JYL,0,1
30/05/2024,Script Santo Tomas with Tiger Back (B),2,NAPOLIZ,0,1
30/05/2024,University of Santo Tomas (B),3,NAPOLIZ,0,1
30/05/2024,Wind Breaker,2,NAPOLIZ,0,1
30/05/2024,Arch,4,TET AND DARS,0,1
30/05/2024,New Keychain,2,TET AND DARS,1,0.5
30/05/2024,Black Lanyard,1,USTORE,1,0.5
30/05/2024,New Keychain,5,USTORE,1,0.5
30/05/2024,Sash Small,4,USTORE,0,1
30/05/2024,Shabby Hat,1,USTORE,0,1
30/05/2024,Tiger Stuff Toy Small Grad,24,USTORE,0,1
30/05/2024,Tote (One For UST),2,USTORE,0,1
30/05/2024,Umb (One For UST),3,USTORE,0,1
30/05/2024,New Keychain,2,VARSITY LIFE STYLE,1,0.5
30/05/2024,Sticker Pack,1,VARSITY LIFE STYLE,0,1
31/05/2024,3 Color Polo Shirt,1,BLAZE,1,0.5
31/05/2024,Subli. Shirt,6,CENTRAL SEMINARY,0,1
31/05/2024,UST OAT Hoodie Jacket,1,JUC,0,1
31/05/2024,UST OAT T-Shirt,14,JUC,0,1
31/05/2024,UST T-Shirt Happy Tiger,3,JUC,0,1
31/05/2024,UST T-Shirt Sports,5,JUC,0,1
31/05/2024,UST T-Shirt STS,1,JUC,0,1
31/05/2024,UST T-Shirt Tiger Pattern,1,JUC,0,1
31/05/2024,Jacket,2,JYL,0,1
31/05/2024,Poloshirt 123455,1,JYL,0,1
31/05/2024,Poloshirt 3 Colors,3,JYL,0,1
31/05/2024,VB Jersey w/o sig.,2,JYL,0,1
31/05/2024,Script Santo Tomas with Tiger Back (B),2,NAPOLIZ,0,1
31/05/2024,University of Santo Tomas (B),4,NAPOLIZ,0,1
31/05/2024,UST Tiger Front and Back Graphic (W),1,NAPOLIZ,0,1
31/05/2024,Wind Breaker,1,NAPOLIZ,0,1
31/05/2024,Arch,2,TET AND DARS,0,1
31/05/2024,Eco Bag,1,TET AND DARS,0,1
31/05/2024,New Keychain,6,TET AND DARS,1,0.5
31/05/2024,Sticker,3,TET AND DARS,0,1
31/05/2024,Black Lanyard,3,USTORE,1,0.5
31/05/2024,New Keychain,10,USTORE,1,0.5
31/05/2024,Sash Small,4,USTORE,0,1
31/05/2024,Shabby Hat,1,USTORE,0,1
31/05/2024,Tiger Stuff Toy Small Grad,27,USTORE,0,1
31/05/2024,Tote (One For UST),2,USTORE,0,1
31/05/2024,Tote Bag Canvas White,1,USTORE,0,1
31/05/2024,Umb (One For UST),3,USTORE,0,1
31/05/2024,Baller,10,VARSITY LIFE STYLE,0,1
31/05/2024,New Keychain,1,VARSITY LIFE STYLE,1,0.5
31/05/2024,Sticker Pack,3,VARSITY LIFE STYLE,0,1
31/05/2024,UST Long Sticker,1,VARSITY LIFE STYLE,1,0.5
31/05/2024,Varsity Long Sticker,1,VARSITY LIFE STYLE,1,0.5
06/08/2024,UST College ID Lace,8,JUC,0,1
06/08/2024,UST OAT Hoodie Jacket,2,JUC,0,1
06/08/2024,UST OAT T-Shirt Y/B/COLLEGE,12,JUC,0,1
06/08/2024,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,26,JUC,0,1
06/08/2024,UST T-Shirt Sporty,12,JUC,0,1
06/08/2024,Jacket,2,JYL ATHLETICA,0,1
06/08/2024,Poloshirt 123456 @860,2,JYL ATHLETICA,0,1
06/08/2024,VB Jersey without Sig @1500,2,JYL ATHLETICA,0,1
06/08/2024,Artic Back Pack,1,NAPOLIZ ENTERPRISES,1,0.5
06/08/2024,Hoodies Breaker,1,NAPOLIZ ENTERPRISES,0,1
06/08/2024,Pure Black Laptop Bag,1,NAPOLIZ ENTERPRISES,1,0.5
06/08/2024,Shirts,23,NAPOLIZ ENTERPRISES,0,1
06/08/2024,New Keychain,1,NEW TRENDS,1,0.5
06/08/2024,Shirts,7,NEW TRENDS,0,1
06/08/2024,UST Long Sticker,3,NEW TRENDS,1,0.5
06/08/2024,Varsity Long Sticker,2,NEW TRENDS,1,0.5
06/08/2024,Eco Bag @80,1,TET AND DARS,0,1
06/08/2024,Pen @ 50,4,TET AND DARS,0,1
06/08/2024,Sticker @20,3,TET AND DARS,0,1
06/08/2024,C. Keychain,11,USTORE,0,1
06/08/2024,Eco Bag CGEEE!,4,USTORE,0,1
06/08/2024,Lanyard @180,3,USTORE,0,1
06/08/2024,Lanyard @190,7,USTORE,0,1
06/08/2024,New Tiger Plushie Big,2,USTORE,0,1
06/08/2024,New Tiger Plushie Small,1,USTORE,0,1
06/08/2024,Sash Small,2,USTORE,0,1
06/08/2024,Tote (One For UST),5,USTORE,0,1
06/08/2024,Tote Bag Canvas White,1,USTORE,0,1
06/08/2024,Umb (One For UST),1,USTORE,0,1
09/08/2024,Polo Shirt @800,1,BLAZE,0,1
09/08/2024,UST College ID Lace,2,JUC,0,1
09/08/2024,UST OAT T-Shirt Y/B/COLLEGE,3,JUC,0,1
09/08/2024,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,5,JUC,0,1
09/08/2024,Jacket,6,JYL ATHLETICA,0,1
09/08/2024,Hoodies Breaker,2,NAPOLIZ ENTERPRISES,0,1
09/08/2024,Shirts,1,NAPOLIZ ENTERPRISES,0,1
09/08/2024,Varsity Jacket,1,NEW TRENDS,0,1
09/08/2024,C. Keychain,2,USTORE,0,1
09/08/2024,Eco Bag CGEEE!,6,USTORE,0,1
09/08/2024,Tumbler,6,USTORE,0,1
09/08/2024,Umb (One For UST),2,USTORE,0,1
13/08/2024,Polo Shirt @800,6,BLAZE,0,1
13/08/2024,IPEA Shirt,3,IPEA,0,1
13/08/2024,UST College ID Lace,19,JUC,0,1
13/08/2024,UST OAT Hoodie Jacket,5,JUC,0,1
13/08/2024,UST OAT T-Shirt Y/B/COLLEGE,36,JUC,0,1
13/08/2024,UST Sweatshirt Sporty,1,JUC,0,1
13/08/2024,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,27,JUC,0,1
13/08/2024,UST T-Shirt Sporty,9,JUC,0,1
13/08/2024,BASE BALL SHIRT,3,JYL ATHLETICA,0,1
13/08/2024,Corp Jacket v.2,3,JYL ATHLETICA,1,0.5
13/08/2024,Corp Jacket v.3,3,JYL ATHLETICA,1,0.5
13/08/2024,Jacket,5,JYL ATHLETICA,0,1
13/08/2024,Poloshirt 123456 @860,5,JYL ATHLETICA,0,1
13/08/2024,VB Jersey without Sig @1500,3,JYL ATHLETICA,0,1
13/08/2024,Hoodies Breaker,8,NAPOLIZ ENTERPRISES,0,1
13/08/2024,Shirts,13,NAPOLIZ ENTERPRISES,0,1
13/08/2024,Shirts,1,NEW TRENDS,0,1
13/08/2024,UST Long Sticker,2,NEW TRENDS,1,0.5
13/08/2024,Varsity Jacket,3,NEW TRENDS,0,1
13/08/2024,Varsity Long Sticker,1,NEW TRENDS,1,0.5
13/08/2024,Eco Bag @80,1,TET AND DARS,0,1
13/08/2024,Pen @ 50,5,TET AND DARS,0,1
13/08/2024,Pen @30,1,TET AND DARS,0,1
13/08/2024,Sticker @20,2,TET AND DARS,0,1
13/08/2024,C. Keychain,16,USTORE,0,1
13/08/2024,Lanyard @180,1,USTORE,0,1
13/08/2024,Lanyard @190,4,USTORE,0,1
13/08/2024,New Tiger Plushie Small,4,USTORE,0,1
13/08/2024,Sash Small,1,USTORE,0,1
13/08/2024,Tote (One For UST),4,USTORE,0,1
13/08/2024,Umb (One For UST),1,USTORE,0,1
13/08/2024,Utensil,1,USTORE,0,1
16/08/2024,Polo Shirt @800,4,BLAZE,0,1
16/08/2024,UST College ID Lace,16,JUC,0,1
16/08/2024,UST OAT Hoodie Jacket,1,JUC,0,1
16/08/2024,UST OAT T-Shirt Y/B/COLLEGE,28,JUC,0,1
16/08/2024,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,23,JUC,0,1
16/08/2024,GT 375,1,JYL ATHLETICA,0,1
16/08/2024,Poloshirt 123456 @860,1,JYL ATHLETICA,0,1
16/08/2024,Poloshirt @800,2,JYL ATHLETICA,0,1
16/08/2024,Hoodies Breaker,5,NAPOLIZ ENTERPRISES,0,1
16/08/2024,Shirts,4,NAPOLIZ ENTERPRISES,0,1
16/08/2024,Caps,1,NEW TRENDS,0,1
16/08/2024,Shirts,7,NEW TRENDS,0,1
16/08/2024,UST Long Sticker,2,NEW TRENDS,1,0.5
16/08/2024,Varsity Long Sticker,2,NEW TRENDS,1,0.5
16/08/2024,Keychain @160,9,TET AND DARS,0,1
16/08/2024,Mug @170,2,TET AND DARS,0,1
16/08/2024,C. Keychain,23,USTORE,0,1
16/08/2024,Lanyard @180,4,USTORE,0,1
16/08/2024,Lanyard @190,2,USTORE,0,1
16/08/2024,Sash Small,1,USTORE,0,1
16/08/2024,Shabby Hat,1,USTORE,0,1
16/08/2024,Tote (One For UST),4,USTORE,0,1
16/08/2024,Umb (One For UST),1,USTORE,0,1
22/08/2024,UST College ID Lace,3,JUC,0,1
22/08/2024,UST OAT T-Shirt Y/B/COLLEGE,1,JUC,0,1
22/08/2024,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,1,JUC,0,1
22/08/2024,BASE BALL SHIRT,1,JYL ATHLETICA,0,1
22/08/2024,Jacket,1,JYL ATHLETICA,0,1
22/08/2024,Hoodies Breaker,1,NAPOLIZ ENTERPRISES,0,1
22/08/2024,Keychain @160,1,TET AND DARS,0,1
22/08/2024,C. Keychain,1,USTORE,0,1
22/08/2024,New Tiger Plushie Big,1,USTORE,0,1
22/08/2024,New Tiger Plushie Small,2,USTORE,0,1
22/08/2024,Tote (One For UST),3,USTORE,0,1
22/08/2024,Tote Bag Canvas White,1,USTORE,0,1
17/09/2024,Bomber Jacket,1,JUC,0,1
17/09/2024,UST College ID Lace,4,JUC,0,1
17/09/2024,UST OAT T-Shirt Y/B/COLLEGE,6,JUC,0,1
17/09/2024,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,9,JUC,0,1
17/09/2024,UST T-Shirt Sporty,3,JUC,0,1
17/09/2024,Hoodies Breaker,2,NAPOLIZ ENTERPRISES,0,1
17/09/2024,Shirts,2,NAPOLIZ ENTERPRISES,0,1
17/09/2024,C. Keychain,1,USTORE,0,1
17/09/2024,Lanyard @180,10,USTORE,0,1
17/09/2024,Lanyard @190,2,USTORE,0,1
17/09/2024,New Tiger Plushie Big,1,USTORE,0,1
17/09/2024,Sash Small,2,USTORE,0,1
17/09/2024,Tote (One For UST),2,USTORE,0,1
17/09/2024,Umb (One For UST),1,USTORE,0,1
18/09/2024,Polo Shirt @800,6,BLAZE,0,1
18/09/2024,Bomber Jacket,1,JUC,0,1
18/09/2024,UST College ID Lace,5,JUC,0,1
18/09/2024,UST OAT T-Shirt Y/B/COLLEGE,6,JUC,0,1
18/09/2024,UST Sweatshirt Sporty,4,JUC,0,1
18/09/2024,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,10,JUC,0,1
18/09/2024,UST T-Shirt Sporty,10,JUC,0,1
18/09/2024,Corp Jacket v.2,1,JYL ATHLETICA,1,0.5
18/09/2024,Corp Jacket v.3,1,JYL ATHLETICA,1,0.5
18/09/2024,VB Jersey without Sig @1500,1,JYL ATHLETICA,0,1
18/09/2024,Cane Umbrella,1,NAPOLIZ ENTERPRISES,0,1
18/09/2024,Hoodies Breaker,4,NAPOLIZ ENTERPRISES,0,1
18/09/2024,Arch @320,1,TET AND DARS,0,1
18/09/2024,Eco Bag @80,1,TET AND DARS,0,1
18/09/2024,Keychain @160,4,TET AND DARS,0,1
18/09/2024,Mug @170,35,TET AND DARS,0,1
18/09/2024,Mug @220,1,TET AND DARS,0,1
18/09/2024,Pen @ 50,1,TET AND DARS,0,1
18/09/2024,Sticker @ 120,1,TET AND DARS,0,1
18/09/2024,Sticker @20,1,TET AND DARS,0,1
18/09/2024,Auto Umbrella,3,USTORE,0,1
18/09/2024,C. Keychain,3,USTORE,0,1
18/09/2024,Lanyard @180,11,USTORE,0,1
18/09/2024,Lanyard @190,6,USTORE,0,1
18/09/2024,New Tiger Plushie Big,3,USTORE,0,1
18/09/2024,New Tiger Plushie Small,3,USTORE,0,1
18/09/2024,Tote (One For UST),2,USTORE,0,1
18/09/2024,Tote Bag Canvas White,1,USTORE,0,1
18/09/2024,Umb (One For UST),5,USTORE,0,1
19/09/2024,Polo Shirt @800,1,BLAZE,0,1
19/09/2024,Bomber Jacket,1,JUC,0,1
19/09/2024,UST College ID Lace,9,JUC,0,1
19/09/2024,UST OAT Hoodie Jacket,1,JUC,0,1
19/09/2024,UST OAT T-Shirt Y/B/COLLEGE,9,JUC,0,1
19/09/2024,UST Sweatshirt Sporty,4,JUC,0,1
19/09/2024,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,5,JUC,0,1
19/09/2024,BASE BALL SHIRT,3,JYL ATHLETICA,0,1
19/09/2024,Corp Jacket v.3,1,JYL ATHLETICA,1,0.5
19/09/2024,Jacket,1,JYL ATHLETICA,0,1
19/09/2024,Poloshirt @800,3,JYL ATHLETICA,0,1
19/09/2024,Baller,1,NEW TRENDS,0,1
19/09/2024,Shirts,2,NEW TRENDS,0,1
19/09/2024,Keychain @160,1,TET AND DARS,0,1
19/09/2024,Sticker @20,1,TET AND DARS,0,1
19/09/2024,Auto Umbrella,4,USTORE,0,1
19/09/2024,C. Keychain,9,USTORE,0,1
19/09/2024,Lanyard @180,22,USTORE,0,1
19/09/2024,Lanyard @190,1,USTORE,0,1
19/09/2024,New Tiger Plushie Big,2,USTORE,0,1
19/09/2024,Sash Small,1,USTORE,0,1
19/09/2024,Umb Old @250,6,USTORE,0,1
01/10/2024,Polo Shirt @800,1,BLAZE,0,1
01/10/2024,Bomber Jacket,2,JUC,0,1
01/10/2024,UST College ID Lace,9,JUC,0,1
01/10/2024,UST OAT Hoodie Jacket,6,JUC,0,1
01/10/2024,UST OAT T-Shirt Y/B/COLLEGE,14,JUC,0,1
01/10/2024,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,16,JUC,0,1
01/10/2024,Jacket,3,JYL ATHLETICA,0,1
01/10/2024,Poloshirt 123456 @860,1,JYL ATHLETICA,0,1
01/10/2024,VB Jersey without Sig @1500,1,JYL ATHLETICA,0,1
01/10/2024,Black Double Canopy Umbrella,1,NAPOLIZ ENTERPRISES,1,0.5
01/10/2024,Hoodies Breaker,2,NAPOLIZ ENTERPRISES,0,1
01/10/2024,Pure Black Laptop Bag,1,NAPOLIZ ENTERPRISES,1,0.5
01/10/2024,Shirts,2,NAPOLIZ ENTERPRISES,0,1
01/10/2024,UST-Pen W/Box,1,NEW TRENDS,0,1
01/10/2024,Arch @320,1,TET AND DARS,0,1
01/10/2024,Eco Bag @80,1,TET AND DARS,0,1
01/10/2024,Keychain @160,4,TET AND DARS,0,1
01/10/2024,Mug @170,4,TET AND DARS,0,1
01/10/2024,Pen @30,6,TET AND DARS,0,1
01/10/2024,Sticker @ 120,1,TET AND DARS,0,1
01/10/2024,Sticker @20,2,TET AND DARS,0,1
01/10/2024,Auto Umbrella,1,USTORE,0,1
01/10/2024,C. Keychain,1,USTORE,0,1
01/10/2024,Lanyard @180,28,USTORE,0,1
01/10/2024,Lanyard @190,4,USTORE,0,1
01/10/2024,New Tiger Plushie Big,2,USTORE,0,1
01/10/2024,New Tiger Plushie Small,2,USTORE,0,1
01/10/2024,Sash Small,3,USTORE,0,1
01/10/2024,Tote (One For UST),1,USTORE,0,1
01/10/2024,Umb (One For UST),3,USTORE,0,1
02/10/2024,IPEA Shirt,1,IPEA,0,1
02/10/2024,Bomber Jacket,1,JUC,0,1
02/10/2024,UST College ID Lace,8,JUC,0,1
02/10/2024,UST OAT Hoodie Jacket,2,JUC,0,1
02/10/2024,UST OAT MUG (W inside),4,JUC,0,1
02/10/2024,UST OAT T-Shirt Y/B/COLLEGE,5,JUC,0,1
02/10/2024,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,12,JUC,0,1
02/10/2024,BASE BALL SHIRT,3,JYL ATHLETICA,0,1
02/10/2024,Jacket,3,JYL ATHLETICA,0,1
02/10/2024,Poloshirt 123456 @860,1,JYL ATHLETICA,0,1
02/10/2024,Poloshirt @800,2,JYL ATHLETICA,0,1
02/10/2024,VB Jersey without Sig @2000,1,JYL ATHLETICA,0,1
02/10/2024,Hoodies Breaker,8,NAPOLIZ ENTERPRISES,0,1
02/10/2024,Sling Bag,1,NAPOLIZ ENTERPRISES,0,1
02/10/2024,Keychain @160,3,TET AND DARS,0,1
02/10/2024,Mug @170,3,TET AND DARS,0,1
02/10/2024,Pen @30,2,TET AND DARS,0,1
02/10/2024,Sticker @ 120,2,TET AND DARS,0,1
02/10/2024,Sticker @20,2,TET AND DARS,0,1
02/10/2024,Auto Umbrella,2,USTORE,0,1
02/10/2024,C. Keychain,7,USTORE,0,1
02/10/2024,Lanyard @180,15,USTORE,0,1
02/10/2024,Lanyard @190,5,USTORE,0,1
02/10/2024,New Tiger Plushie Big,2,USTORE,0,1
02/10/2024,Sash Small,2,USTORE,0,1
02/10/2024,Tote (One For UST),1,USTORE,0,1
02/10/2024,Tote Bag Canvas White,1,USTORE,0,1
02/10/2024,Umb (One For UST),7,USTORE,0,1
03/10/2024,Polo Shirt @800,4,BLAZE,0,1
03/10/2024,UST College ID Lace,9,JUC,0,1
03/10/2024,UST OAT Hoodie Jacket,3,JUC,0,1
03/10/2024,UST OAT T-Shirt Y/B/COLLEGE,5,JUC,0,1
03/10/2024,UST Sweatshirt Sporty,1,JUC,0,1
03/10/2024,UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,20,JUC,0,1
03/10/2024,UST T-Shirt Sporty,10,JUC,0,1
03/10/2024,BASE BALL SHIRT,5,JYL ATHLETICA,0,1
03/10/2024,Corp Jacket v.2,1,JYL ATHLETICA,1,0.5
03/10/2024,Corp Jacket v.3,2,JYL ATHLETICA,1,0.5
03/10/2024,Poloshirt 123456 @860,4,JYL ATHLETICA,0,1
03/10/2024,Poloshirt @800,2,JYL ATHLETICA,0,1
03/10/2024,Black Double Canopy Umbrella,1,NAPOLIZ ENTERPRISES,1,0.5
03/10/2024,Hoodies Breaker,6,NAPOLIZ ENTERPRISES,0,1
03/10/2024,Varsity Jacket,1,NEW TRENDS,0,1
03/10/2024,Eco Bag @80,2,TET AND DARS,0,1
03/10/2024,Keychain @160,8,TET AND DARS,0,1
03/10/2024,Pen @30,5,TET AND DARS,0,1
03/10/2024,Sticker @ 120,12,TET AND DARS,0,1
03/10/2024,Sticker @20,1,TET AND DARS,0,1
03/10/2024,Auto Umbrella,3,USTORE,0,1
03/10/2024,C. Keychain,13,USTORE,0,1
03/10/2024,Lanyard @180,41,USTORE,0,1
03/10/2024,Lanyard @190,4,USTORE,0,1
03/10/2024,New Tiger Plushie Big,3,USTORE,0,1
03/10/2024,New Tiger Plushie Small,2,USTORE,0,1
03/10/2024,Shabby Hat,2,USTORE,0,1
03/10/2024,Tote (One For UST),1,USTORE,0,1
03/10/2024,Tote Bag Canvas White,3,USTORE,0,1
03/10/2024,Umb (One For UST),7,USTORE,0,1
04/10/2024,Polo Shirt @800,1,BLAZE,0,1
04/10/2024,UST OAT Hoodie Jacket,1,JUC,0,1
04/10/2024,UST OAT T-Shirt Y/B/COLLEGE,1,JUC,0,1
04/10/2024,UST Sweatshirt Sporty,3,JUC,0,1
04/10/2024,UST T-Shirt Sporty,4,JUC,0,1
04/10/2024,BASE BALL SHIRT,2,JYL ATHLETICA,0,1
04/10/2024,Jacket,3,JYL ATHLETICA,0,1
04/10/2024,Poloshirt 123456 @860,3,JYL ATHLETICA,0,1
04/10/2024,Hoodies Breaker,1,NAPOLIZ ENTERPRISES,0,1
04/10/2024,C. Keychain,2,USTORE,0,1
04/10/2024,Lanyard @180,1,USTORE,0,1
04/10/2024,Lanyard @190,2,USTORE,0,1
04/10/2024,New Tiger Plushie Small,4,USTORE,0,1
04/10/2024,Sash Small,2,USTORE,0,1
04/10/2024,Shabby Hat,3,USTORE,0,1
04/10/2024,Umb (One For UST),1,USTORE,0,1
07/10/2024,UST College ID Lace,4,JUC,0,1
07/10/2024,UST OAT T-Shirt Y/B/COLLEGE,8,JUC,0,1
07/10/2024,UST Sweatshirt Sporty,3,JUC,0,1
