raw_name,canonical_item_name,merged,row_count,source,revisit_with_store
V. Basketball Sticker Pack (B2),V. Basketball Sticker Pack (B2),no,10,inventory,
V. Volleyball Sticker,V. Volleyball Sticker,no,1,inventory,
V. Volleyball Sticker (V1),V. Volleyball Sticker (V1),no,10,inventory,
V. Volleyball Sticker (V2),V. Volleyball Sticker (V2),no,7,inventory,
VB Jersey w/o sig.,VB Jersey w/o sig.,no,12,sales,
VB Jersey without Sig @1500,VB Jersey without Sig @1500,no,32,sales,
VB Jersey without Sig @2000,VB Jersey without Sig @2000,no,1,sales,
VL Keychain,VL Keychain,no,23,sales,
VL Lanyard,VL Lanyard,no,10,sales,
VL Sticker Pack,VL Sticker Pack,no,132,sales,
Vanilla Embro Oversized Shirt,Vanilla Embro Oversized Shirt,no,48,inventory,
Vanilla Hoodie Embro,Vanilla Hoodie Embro,no,112,inventory,
Vanilla Keep Growling Oversized Shirt,Vanilla Keep Growling Oversized Shirt,no,40,inventory,
Varsity Classic Yellow Shirt,Varsity Classic Yellow Shirt,no,140,inventory,
Varsity Hoodie,Varsity Hoodie,no,76,inventory,DEFERRED pass2: possible match to 'Hoodie' - Differs by: varsity
Varsity Jacket,Varsity Jacket,no,17,sales,
Varsity Jacket Embro,Varsity Jacket Embro,no,37,sales,
Varsity Lanyard,Varsity Lanyard,no,3,inventory,PRICE-GROUPED: sales logs generic 'Lanyard' - handle in proportional allocation
Varsity Lanyard V1,Varsity Lanyard V1,no,7,inventory,
Varsity Lanyard V2,Varsity Lanyard V2,no,7,inventory,
Varsity Long Sticker,Varsity Long Sticker,no,10,inventory,PRICE-GROUPED: sales logs generic 'Long Sticker' - handle in proportional allocation
Varsity Retro Shirt,Varsity Retro Shirt,no,140,inventory,
Varsity Sticker,Varsity Sticker,no,4,inventory,DEFERRED pass2: possible match to 'Sticker' - Differs by: varsity
Varsity Sweatshirt,Varsity Sweatshirt,no,114,inventory,
Varsity UST Baseball Shirt,Varsity UST Baseball Shirt,no,88,inventory,
Varsity UST  Keychain,Varsity UST Keychain,yes,4,inventory,
Varsity UST Keychain,Varsity UST Keychain,no,7,inventory,PRICE-GROUPED: sales logs generic 'UST 3D Keychain' - handle in proportional allocation
Viva Tote Bag,Viva Tote Bag,no,1,inventory,DEFERRED pass2: possible match to 'Tote (Viva)' - Differs by: bag
Volleyball Athletic V.1,Volleyball Athletic V.1,no,70,inventory,
Volleyball Jersey,Volleyball Jersey,no,30,inventory,
Wearable Blanket,Wearable Blanket,no,47,sales,
White - Yellow Inside Mug,White - Yellow Inside Mug,no,13,inventory,
White Baseball Shirt,White Baseball Shirt,no,180,inventory,"PRICE-GROUPED: sales logs generic 'Baseball Shirt (Y,W)' - handle in proportional allocation"
White Big Clock,White Big Clock,no,10,inventory,
White Blaze Polo Shirt,White Blaze Polo Shirt,no,179,inventory,PRICE-GROUPED: sales logs generic 'Polo Shirt' - handle in proportional allocation
White Clock,White Clock,no,2,inventory,
White Embro,White Embro,no,93,sales,
White Hoodie (black tiger head design),White Hoodie (black tiger head design),no,3,inventory,
White Hoodie (gold tigers lettering),White Hoodie w/ Gold TIgers Lettering,yes,1,inventory,
White Hoodie w/ Gold TIgers  Lettering,White Hoodie w/ Gold TIgers Lettering,yes,39,inventory,
White Hoodie w/ black tiger head,White Hoodie w/ black tiger head,no,177,inventory,
White Hoodie w/ gold tiger head,White Hoodie w/ gold tiger head,no,105,inventory,
White Oat Mug,White Oat Mug,no,5,inventory,PRICE-GROUPED: sales logs generic 'UST OAT MUG' - handle in proportional allocation
White  Pen 1 lines,White Pen 1 lines,yes,4,inventory,
White  Pen 2 lines,White Pen 2 lines,yes,4,inventory,
White Polo Shirt w/ black scratch,White Polo Shirt w/ black scratch,no,175,inventory,
White Shirt (script lettering),White Shirt (script lettering),no,7,inventory,
White Shirt (tiger picture),White Shirt (tiger picture),no,14,inventory,
White Small Clock,White Small Clock,no,10,inventory,
White Tote Bag,White Tote Bag,no,24,sales+inventory,
White UAAP Subli Polo Shirt,White UAAP Subli Polo Shirt,no,30,inventory,
Wind Breaker,Wind Breaker,no,20,sales,
Windbreaker,Windbreaker,no,252,inventory,PRICE-GROUPED: sales logs generic 'Corp Windbreaker' - handle in proportional allocation
Woven Sling Bag (LARGE),Woven Sling Bag (LARGE),no,3,sales,
Woven Sling Bag (SMALL),Woven Sling Bag (SMALL),no,5,sales,
Woven Tote Bag (BIG),Woven Tote Bag (BIG),no,1,sales,
Woven Tote Bag (SMALL),Woven Tote Bag (SMALL),no,5,sales,
"Y,B VL UST","Y,B VL UST",no,87,sales,
Yellow Aquaflask (display included),Yellow Aquaflask (display included),no,16,inventory,
Yellow Baseball Shirt,Yellow Baseball Shirt,no,4,inventory,"PRICE-GROUPED: sales logs generic 'Baseball Shirt (Y,W)' - handle in proportional allocation"
Yellow Big Clock,Yellow Big Clock,no,10,inventory,
Yellow Click Pen,Yellow Click Pen,no,12,inventory,
Yellow Clock,Yellow Clock,no,2,inventory,
Yellow Double Canopy Umbrella,Yellow Double Canopy Umbrella,no,2,inventory,PRICE-GROUPED: sales logs generic 'Double Canopy' - handle in proportional allocation
Yellow Gold Umbrella,Yellow Gold Umbrella,no,10,inventory,
Yellow Golden Tigresses,Yellow Golden Tigresses,no,36,inventory,
Yellow Golf Umbrella,Yellow Golf Umbrella,no,1,inventory,
Yellow Happy Tiger,Yellow Happy Tiger,no,215,inventory,PRICE-GROUPED: sales logs generic 'UST Happy Tiger' - handle in proportional allocation
Yellow Hoodie Embro,Yellow Hoodie Embro,no,112,inventory,
Yellow Hoodie w/ Tigers Lettering,Yellow Hoodie w/ Tigers Lettering,no,19,inventory,
Yellow Hoodie w/ black tiger head,Yellow Hoodie w/ black tiger head,no,14,inventory,
Yellow Id Lanyard,Yellow Id Lanyard,no,8,inventory,PRICE-GROUPED: sales logs generic 'Yellow Lanyard' - handle in proportional allocation
Yellow Lanyard,Yellow Lanyard,no,97,sales+inventory,
Yellow Laptop Bag,Yellow Laptop Bag,no,1,inventory,PRICE-GROUPED: sales logs generic 'Laptop Bag' - handle in proportional allocation
Yellow Notebook,Yellow Notebook,no,83,sales+inventory,
Yellow Oat Mug,Yellow Oat Mug,no,15,inventory,PRICE-GROUPED: sales logs generic 'UST OAT MUG' - handle in proportional allocation
Yellow Oat Shirt,Yellow Oat Shirt,no,216,inventory,
Yellow Pen 1 line,Yellow Pen 1 line,no,12,inventory,
Yellow Pen 2 lines,Yellow Pen 2 lines,no,12,inventory,
Yellow Polo Shirt w/ black scratch,Yellow Polo Shirt w/ black scratch,no,172,inventory,
Yellow Quina Two Toned,Yellow Quina Two Toned,no,48,inventory,
Yellow Script Shirt,Yellow Script Shirt,no,275,inventory,
Yellow Shirt (tiger head print in middle),Yellow Shirt (tiger head print in middle),no,32,inventory,
Yellow Shirt (tiger head print infront),Yellow Shirt (tiger head print infront),no,6,inventory,
Yellow Shirt Volleyball,Yellow Shirt Volleyball,no,175,inventory,
Yellow Small Clock,Yellow Small Clock,no,10,inventory,
Yellow Sporty Shirt,Yellow Sporty Shirt,no,215,inventory,
Yellow UST Scarves,Yellow UST Scarves,no,12,inventory,
Yellow Wearable Blanket,Yellow Wearable Blanket,no,4,inventory,PRICE-GROUPED: sales logs generic 'Wearable Blanket' - handle in proportional allocation
Yellow/Black Lanyard,Yellow/Black Lanyard,no,8,inventory,PRICE-GROUPED: sales logs generic 'Yellow Lanyard' - handle in proportional allocation
Yelow Laptop Bag,Yelow Laptop Bag,no,18,inventory,PRICE-GROUPED: sales logs generic 'Laptop Bag' - handle in proportional allocation
Yelow Tiger Pattern,Yelow Tiger Pattern,no,298,inventory,
w/ black collar,w/ black collar,no,35,inventory,
0.50L B1T1 Tumbler (MCY-A050) Screw Lid,0.50L B1T1 Tumbler (MCY-A050) screw lid,yes,0,sales,Pass5 (zero-fill rebuild): merged into '0.50L B1T1 Tumbler (MCY-A050) screw lid'
0.8 B1T1 Tumbler 2 way lid,0.8L B1T1 Tumbler 2 way lid,yes,0,sales,Pass5 (zero-fill rebuild): merged into '0.8L B1T1 Tumbler 2 way lid'
Sublimation Shirt,Subli. Shirt,yes,22,sales,Pass5 (zero-fill rebuild): merged into 'Subli. Shirt'
Tote Bag White,White Tote Bag,yes,5,sales,Pass5 (zero-fill rebuild): merged into 'White Tote Bag'
Poloshirt 3 Colors @800,Poloshirt 3 Colors,yes,6,sales,Pass5 (zero-fill rebuild): merged into 'Poloshirt 3 Colors'
UST OAT MUG (Pure Black) PHASED OUT,UST OAT MUG (Pure Black),yes,0,sales,Pass5 (zero-fill rebuild): merged into 'UST OAT MUG (Pure Black)'
Pen @50,Pen @ 50,yes,0,sales,Pass5 (zero-fill rebuild): merged into 'Pen @ 50'
Umb Old,Umb Old @250,yes,1,sales,Pass5 (zero-fill rebuild): merged into 'Umb Old @250'
Tote Bag CGEEE!,Eco Bag CGEEE!,yes,0,sales,Pass5 (zero-fill rebuild): merged into 'Eco Bag CGEEE!'
Jacket @1900,Jacket,yes,17,sales,Pass5 (zero-fill rebuild): merged into 'Jacket'
Main @430,Main Building,yes,0,sales,Pass5 (zero-fill rebuild): merged into 'Main Building'
Tubler @150,Tumbler,yes,7,sales,Pass5 (zero-fill rebuild): merged into 'Tumbler'
Crew Neck Shirt @475,Crew Neck Shirt @475,no,0,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
Embro Cap,Embro Cap,no,0,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
GROWLING HOODIE,GROWLING HOODIE,no,0,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
NB @100,NB @100,no,4,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
NB @75,NB @75,no,0,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
Notebook @220,Notebook @220,no,0,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
OAT Tote Bag (Phased Out),OAT Tote Bag (Phased Out),no,0,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
Pen @25,Pen @25,no,0,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
Retractable @25,Retractable @25,no,0,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
SM Tiger Plushie Big V2,SM Tiger Plushie Big V2,no,2,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
SM Tiger Plushie Small V2,SM Tiger Plushie Small V2,no,0,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
Socks @375,Socks @375,no,0,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
Sticker @ 115,Sticker @ 115,no,10,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
Stylus pen @45,Stylus pen @45,no,0,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
Tote Bag Black,Tote Bag Black,no,2,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
UST Santo Tomas Script T-Shirt,UST Santo Tomas Script T-Shirt,no,1,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
UST T-Shirt (College Shirt),UST T-Shirt (College Shirt),no,8,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
UST Toddler Hoodie,UST Toddler Hoodie,no,1,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
VB Jersey with Sig. @1800,VB Jersey with Sig. @1800,no,0,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
VB Jersey with Sig. @2800,VB Jersey with Sig. @2800,no,0,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
VB Jersey without Sig @1000,VB Jersey without Sig @1000,no,0,sales,"Pass5 (zero-fill rebuild): new item, no confident existing match found"
