Category,Date,No,Item,Size,Location,Classification,Price,Quantity,OPEX,Notes
APPAREL,01/02/2025,51,Subli 2 Color Polo Shirt (big tiger face infront),XS,OUTSIDE,,860,0,,
APPAREL,01/02/2025,51,Subli 2 Color Polo Shirt (big tiger face infront),Small,INSIDE,,860,31,,
APPAREL,01/02/2025,51,Subli 2 Color Polo Shirt (big tiger face infront),Small,OUTSIDE,,860,0,,
APPAREL,01/02/2025,51,Subli 2 Color Polo Shirt (big tiger face infront),Medium,INSIDE,,860,51,,
APPAREL,01/02/2025,51,Subli 2 Color Polo Shirt (big tiger face infront),Medium,OUTSIDE,,860,0,,
APPAREL,01/02/2025,51,Subli 2 Color Polo Shirt (big tiger face infront),Large,INSIDE,,860,25,,
APPAREL,01/02/2025,51,Subli 2 Color Polo Shirt (big tiger face infront),Large,OUTSIDE,,860,0,,
APPAREL,01/02/2025,51,Subli 2 Color Polo Shirt (big tiger face infront),XL,INSIDE,,860,0,,
APPAREL,01/02/2025,51,Subli 2 Color Polo Shirt (big tiger face infront),XL,OUTSIDE,,860,0,,
APPAREL,01/02/2025,52,Subli 2 Color Polo Shirt (yellow/black w/white line),Medium,INSIDE,,860,0,,
APPAREL,01/02/2025,52,Subli 2 Color Polo Shirt (yellow/black w/white line),Medium,OUTSIDE,,860,0,,
APPAREL,01/02/2025,52,Subli 2 Color Polo Shirt (yellow/black w/white line),Large,INSIDE,,860,0,,
APPAREL,01/02/2025,52,Subli 2 Color Polo Shirt (yellow/black w/white line),Large,OUTSIDE,,860,1,,
APPAREL,01/02/2025,52,Subli 2 Color Polo Shirt (yellow/black w/white line),XL,INSIDE,,860,0,,
APPAREL,01/02/2025,52,Subli 2 Color Polo Shirt (yellow/black w/white line),XL,OUTSIDE,,860,3,,
APPAREL,01/02/2025,53,Subli 2 Color Polo Shirt (w/black line),Medium,INSIDE,,860,0,,
APPAREL,01/02/2025,53,Subli 2 Color Polo Shirt (w/black line),Medium,OUTSIDE,,860,10,,
APPAREL,01/02/2025,53,Subli 2 Color Polo Shirt (w/black line),Large,INSIDE,,860,0,,
APPAREL,01/02/2025,53,Subli 2 Color Polo Shirt (w/black line),Large,OUTSIDE,,860,11,,
APPAREL,01/02/2025,53,Subli 2 Color Polo Shirt (w/black line),XL,INSIDE,,860,0,,
APPAREL,01/02/2025,53,Subli 2 Color Polo Shirt (w/black line),XL,OUTSIDE,,860,16,,
APPAREL,01/02/2025,54,Subli Polo Shirt,Medium,INSIDE,,860,0,,
APPAREL,01/02/2025,54,Subli Polo Shirt,Medium,OUTSIDE,,860,3,,
APPAREL,01/02/2025,,(white/black/yellow line design),Large,INSIDE,,,0,,
APPAREL,01/02/2025,,(white/black/yellow line design),Large,OUTSIDE,,,13,,
APPAREL,01/02/2025,,w/ black collar,XL,INSIDE,,,0,,
APPAREL,01/02/2025,,w/ black collar,XL,OUTSIDE,,,8,,
APPAREL,01/02/2025,55,Subli Yellow/White Shirt w/ Black Sleeves,XL,INSIDE,,860,0,,
APPAREL,01/02/2025,55,Subli Yellow/White Shirt w/ Black Sleeves,XL,OUTSIDE,,860,0,,
APPAREL,01/02/2025,56,Subli Yellow/Black w/ Yellow Collar,Medium,INSIDE,,860,0,,
APPAREL,01/02/2025,56,Subli Yellow/Black w/ Yellow Collar,Medium,OUTSIDE,,860,11,,
APPAREL,01/02/2025,56,Subli Yellow/Black w/ Yellow Collar,Large,INSIDE,,860,0,,
APPAREL,01/02/2025,56,Subli Yellow/Black w/ Yellow Collar,Large,OUTSIDE,,860,7,,
APPAREL,01/02/2025,56,Subli Yellow/Black w/ Yellow Collar,XL,INSIDE,,860,0,,
APPAREL,01/02/2025,56,Subli Yellow/Black w/ Yellow Collar,XL,OUTSIDE,,860,10,,
APPAREL,01/02/2025,57,New Yellow Growling Shirt,Medium,INSIDE,,900,0,,
APPAREL,01/02/2025,57,New Yellow Growling Shirt,Medium,OUTSIDE,,900,0,,
APPAREL,01/02/2025,57,New Yellow Growling Shirt,Large,INSIDE,,900,0,,
APPAREL,01/02/2025,57,New Yellow Growling Shirt,Large,OUTSIDE,,900,0,,
APPAREL,01/02/2025,57,New Yellow Growling Shirt,XL,INSIDE,,900,1,,
APPAREL,01/02/2025,57,New Yellow Growling Shirt,XL,OUTSIDE,,900,0,,
APPAREL,01/02/2025,57,New Yellow Growling Shirt,3XL,INSIDE,,900,2,,
APPAREL,01/02/2025,57,New Yellow Growling Shirt,3XL,OUTSIDE,,900,0,,
APPAREL,01/02/2025,58,New Yellow Growling Shirt (basketball),XS,INSIDE,,900,3,,
APPAREL,01/02/2025,58,New Yellow Growling Shirt (basketball),XS,OUTSIDE,,900,0,,
APPAREL,01/02/2025,58,New Yellow Growling Shirt (basketball),Small,INSIDE,,900,1,,
APPAREL,01/02/2025,58,New Yellow Growling Shirt (basketball),Small,OUTSIDE,,900,0,,
APPAREL,01/02/2025,58,New Yellow Growling Shirt (basketball),Medium,INSIDE,,900,6,,
APPAREL,01/02/2025,58,New Yellow Growling Shirt (basketball),Medium,OUTSIDE,,900,0,,
APPAREL,01/02/2025,58,New Yellow Growling Shirt (basketball),Large,INSIDE,,900,7,,
APPAREL,01/02/2025,58,New Yellow Growling Shirt (basketball),Large,OUTSIDE,,900,0,,
APPAREL,01/02/2025,58,New Yellow Growling Shirt (basketball),XL,INSIDE,,900,11,,
APPAREL,01/02/2025,58,New Yellow Growling Shirt (basketball),XL,OUTSIDE,,900,0,,
APPAREL,01/02/2025,58,New Yellow Growling Shirt (basketball),2XL,INSIDE,,900,2,,
APPAREL,01/02/2025,58,New Yellow Growling Shirt (basketball),2XL,OUTSIDE,,900,0,,
APPAREL,01/02/2025,58,New Yellow Growling Shirt (basketball),3XL,INSIDE,,900,1,,
APPAREL,01/02/2025,58,New Yellow Growling Shirt (basketball),3XL,OUTSIDE,,900,0,,
APPAREL,01/02/2025,59,New Yellow 1611 Growling Shirt,Small,INSIDE,,900,6,,
APPAREL,01/02/2025,59,New Yellow 1611 Growling Shirt,Small,OUTSIDE,,900,0,,
APPAREL,01/02/2025,59,New Yellow 1611 Growling Shirt,Medium,INSIDE,,900,3,,
APPAREL,01/02/2025,59,New Yellow 1611 Growling Shirt,Medium,OUTSIDE,,900,0,,
APPAREL,01/02/2025,59,New Yellow 1611 Growling Shirt,Large,INSIDE,,900,6,,
APPAREL,01/02/2025,59,New Yellow 1611 Growling Shirt,Large,OUTSIDE,,900,0,,
APPAREL,01/02/2025,59,New Yellow 1611 Growling Shirt,XL,INSIDE,,900,8,,
APPAREL,01/02/2025,59,New Yellow 1611 Growling Shirt,XL,OUTSIDE,,900,0,,
APPAREL,01/02/2025,59,New Yellow 1611 Growling Shirt,2XL,INSIDE,,900,4,,
APPAREL,01/02/2025,59,New Yellow 1611 Growling Shirt,2XL,OUTSIDE,,900,0,,
APPAREL,01/02/2025,59,New Yellow 1611 Growling Shirt,3XL,INSIDE,,900,2,,
APPAREL,01/02/2025,59,New Yellow 1611 Growling Shirt,3XL,OUTSIDE,,900,0,,
APPAREL,01/02/2025,60,New Yellow 1611 Oat Shirt,Medium,INSIDE,,900,0,,
APPAREL,01/02/2025,60,New Yellow 1611 Oat Shirt,Medium,OUTSIDE,,900,1,,
APPAREL,01/02/2025,60,New Yellow 1611 Oat Shirt,Large,INSIDE,,900,0,,
APPAREL,01/02/2025,60,New Yellow 1611 Oat Shirt,Large,OUTSIDE,,900,0,,
APPAREL,01/02/2025,60,New Yellow 1611 Oat Shirt,XL,INSIDE,,900,0,,
APPAREL,01/02/2025,60,New Yellow 1611 Oat Shirt,XL,OUTSIDE,,900,1,,
APPAREL,01/02/2025,60,New Yellow 1611 Oat Shirt,2XL,INSIDE,,900,0,,
APPAREL,01/02/2025,60,New Yellow 1611 Oat Shirt,2XL,OUTSIDE,,900,6,,
APPAREL,01/02/2025,60,New Yellow 1611 Oat Shirt,3XL,INSIDE,,900,0,,
APPAREL,01/02/2025,60,New Yellow 1611 Oat Shirt,3XL,OUTSIDE,,900,2,,
APPAREL,01/02/2025,61,Black Volleyball Shirt,XS,INSIDE,,900,3,,
APPAREL,01/02/2025,61,Black Volleyball Shirt,XS,OUTSIDE,,900,0,,
APPAREL,01/02/2025,61,Black Volleyball Shirt,Small,INSIDE,,900,9,,
APPAREL,01/02/2025,61,Black Volleyball Shirt,Small,OUTSIDE,,900,0,,
APPAREL,01/02/2025,61,Black Volleyball Shirt,Medium,INSIDE,,900,12,,
APPAREL,01/02/2025,61,Black Volleyball Shirt,Medium,OUTSIDE,,900,0,,
APPAREL,01/02/2025,61,Black Volleyball Shirt,Large,INSIDE,,900,8,1,
APPAREL,01/02/2025,61,Black Volleyball Shirt,Large,OUTSIDE,,900,0,1,
APPAREL,01/02/2025,61,Black Volleyball Shirt,XL,INSIDE,,900,10,,
APPAREL,01/02/2025,61,Black Volleyball Shirt,XL,OUTSIDE,,900,0,,
APPAREL,01/02/2025,61,Black Volleyball Shirt,2XL,INSIDE,,900,13,,
APPAREL,01/02/2025,61,Black Volleyball Shirt,2XL,OUTSIDE,,900,0,,
APPAREL,01/02/2025,61,Black Volleyball Shirt,3XL,INSIDE,,900,10,,
APPAREL,01/02/2025,61,Black Volleyball Shirt,3XL,OUTSIDE,,900,0,,
APPAREL,01/02/2025,62,JUC Corp Jacket,Small,INSIDE,,1900,4,,
APPAREL,01/02/2025,62,JUC Corp Jacket,Small,OUTSIDE,,1900,0,,
APPAREL,01/02/2025,62,JUC Corp Jacket,Medium,INSIDE,,1900,2,,
APPAREL,01/02/2025,62,JUC Corp Jacket,Medium,OUTSIDE,,1900,0,,
APPAREL,01/02/2025,62,JUC Corp Jacket,Large,INSIDE,,1900,9,,
APPAREL,01/02/2025,62,JUC Corp Jacket,Large,OUTSIDE,,1900,0,,
APPAREL,01/02/2025,62,JUC Corp Jacket,XL,INSIDE,,1900,23,,
APPAREL,01/02/2025,62,JUC Corp Jacket,XL,OUTSIDE,,1900,0,,
APPAREL,01/02/2025,62,JUC Corp Jacket,2Xl,INSIDE,,1900,4,,
APPAREL,01/02/2025,62,JUC Corp Jacket,2Xl,OUTSIDE,,1900,0,,
APPAREL,01/02/2025,63,JUC Bomber Jacket,Medium,INSIDE,,1900,0,,
APPAREL,01/02/2025,63,JUC Bomber Jacket,Medium,OUTSIDE,,1900,0,,
APPAREL,01/02/2025,63,JUC Bomber Jacket,Large,INSIDE,,1900,0,,
APPAREL,01/02/2025,63,JUC Bomber Jacket,Large,OUTSIDE,,1900,7,,
APPAREL,01/02/2025,63,JUC Bomber Jacket,XL,INSIDE,,1900,0,,
APPAREL,01/02/2025,63,JUC Bomber Jacket,XL,OUTSIDE,,1900,14,,
APPAREL,01/02/2025,63,JUC Bomber Jacket,2XL,INSIDE,,1900,0,,
APPAREL,01/02/2025,63,JUC Bomber Jacket,2XL,OUTSIDE,,1900,11,,
APPAREL,01/02/2025,63,JUC Bomber Jacket,3XL,INSIDE,,1900,0,,
APPAREL,01/02/2025,63,JUC Bomber Jacket,3XL,OUTSIDE,,1900,5,,
APPAREL,01/02/2025,64,JUC Black Jacket w/ red inside,Large,INSIDE,,1900,40,,
APPAREL,01/02/2025,64,JUC Black Jacket w/ red inside,Large,OUTSIDE,,1900,0,,
APPAREL,01/02/2025,65,Yellow Shirt (tiger head print in middle),XS,INSIDE,,700,0,,
APPAREL,01/02/2025,65,Yellow Shirt (tiger head print in middle),XS,OUTSIDE,,700,0,,
APPAREL,01/02/2025,65,Yellow Shirt (tiger head print in middle),XL,INSIDE,,700,2,,
APPAREL,01/02/2025,65,Yellow Shirt (tiger head print in middle),XL,OUTSIDE,,700,0,,
APPAREL,01/02/2025,66,Yellow Shirt Volleyball,XS,INSIDE,,700,0,,
APPAREL,01/02/2025,66,Yellow Shirt Volleyball,XS,OUTSIDE,,700,1,,
APPAREL,01/02/2025,66,Yellow Shirt Volleyball,Small,INSIDE,,700,0,,
APPAREL,01/02/2025,66,Yellow Shirt Volleyball,Small,OUTSIDE,,700,1,,
APPAREL,01/02/2025,66,Yellow Shirt Volleyball,Medium,INSIDE,,700,0,,
APPAREL,01/02/2025,66,Yellow Shirt Volleyball,Medium,OUTSIDE,,700,0,,
APPAREL,01/02/2025,66,Yellow Shirt Volleyball,Large,INSIDE,,700,0,,
APPAREL,01/02/2025,66,Yellow Shirt Volleyball,Large,OUTSIDE,,700,0,,
APPAREL,01/02/2025,66,Yellow Shirt Volleyball,XL,INSIDE,,700,0,,
APPAREL,01/02/2025,66,Yellow Shirt Volleyball,XL,OUTSIDE,,700,4,,
APPAREL,01/02/2025,66,Yellow Shirt Volleyball,2XL,INSIDE,,700,0,,
APPAREL,01/02/2025,66,Yellow Shirt Volleyball,2XL,OUTSIDE,,700,2,,
APPAREL,01/02/2025,66,Yellow Shirt Volleyball,3XL,INSIDE,,700,0,,
APPAREL,01/02/2025,66,Yellow Shirt Volleyball,3XL,OUTSIDE,,700,1,,
APPAREL,01/02/2025,68,IPEA Yellow Shirt Big Tiger Print Infront,Small,INSIDE,,500,0,,
APPAREL,01/02/2025,68,IPEA Yellow Shirt Big Tiger Print Infront,Small,OUTSIDE,,500,0,,
APPAREL,01/02/2025,68,IPEA Yellow Shirt Big Tiger Print Infront,Medium,INSIDE,,500,0,,
APPAREL,01/02/2025,68,IPEA Yellow Shirt Big Tiger Print Infront,Medium,OUTSIDE,,500,0,,
APPAREL,01/02/2025,68,IPEA Yellow Shirt Big Tiger Print Infront,Large,INSIDE,,500,0,,
APPAREL,01/02/2025,68,IPEA Yellow Shirt Big Tiger Print Infront,Large,OUTSIDE,,500,9,,
APPAREL,01/02/2025,68,IPEA Yellow Shirt Big Tiger Print Infront,XL,INSIDE,,500,0,,
APPAREL,01/02/2025,68,IPEA Yellow Shirt Big Tiger Print Infront,XL,OUTSIDE,,500,4,,
APPAREL,01/02/2025,68,IPEA Yellow Shirt Big Tiger Print Infront,2XL,INSIDE,,500,0,,
APPAREL,01/02/2025,68,IPEA Yellow Shirt Big Tiger Print Infront,2XL,OUTSIDE,,500,3,,
APPAREL,01/02/2025,69,White Shirt (script lettering),3XL,INSIDE,,500,1,,
APPAREL,01/02/2025,69,White Shirt (script lettering),3XL,OUTSIDE,,500,0,,
APPAREL,01/02/2025,70,White Shirt (tiger picture),2XL,INSIDE,,500,0,,
APPAREL,01/02/2025,70,White Shirt (tiger picture),2XL,OUTSIDE,,500,0,,
APPAREL,01/02/2025,70,White Shirt (tiger picture),3XL,INSIDE,,500,1,,
APPAREL,01/02/2025,70,White Shirt (tiger picture),3XL,OUTSIDE,,500,0,,
APPAREL,01/02/2025,71,Dry Fit N ew Shirt Yellow,XS,INSIDE,,700,10,,
APPAREL,01/02/2025,71,Dry Fit N ew Shirt Yellow,XS,OUTSIDE,,700,10,,
APPAREL,01/02/2025,71,Dry Fit N ew Shirt Yellow,Small,INSIDE,,700,10,,
APPAREL,01/02/2025,71,Dry Fit N ew Shirt Yellow,Small,OUTSIDE,,700,10,,
APPAREL,01/02/2025,71,Dry Fit N ew Shirt Yellow,Medium,INSIDE,,700,30,,
APPAREL,01/02/2025,71,Dry Fit N ew Shirt Yellow,Medium,OUTSIDE,,700,11,,
APPAREL,01/02/2025,71,Dry Fit N ew Shirt Yellow,Large,INSIDE,,700,40,,
APPAREL,01/02/2025,71,Dry Fit N ew Shirt Yellow,Large,OUTSIDE,,700,10,,
APPAREL,01/02/2025,71,Dry Fit N ew Shirt Yellow,XL,INSIDE,,700,31,,
APPAREL,01/02/2025,71,Dry Fit N ew Shirt Yellow,XL,OUTSIDE,,700,10,,
APPAREL,01/02/2025,71,Dry Fit N ew Shirt Yellow,2XL,INSIDE,,700,20,,
APPAREL,01/02/2025,71,Dry Fit N ew Shirt Yellow,2XL,OUTSIDE,,700,12,,
APPAREL,01/02/2025,,Dry Fit N ew Shirt Black,XS,INSIDE,,,10,,
APPAREL,01/02/2025,,Dry Fit N ew Shirt Black,XS,OUTSIDE,,,10,,
APPAREL,01/02/2025,,Dry Fit N ew Shirt Black,Small,INSIDE,,,10,,
APPAREL,01/02/2025,,Dry Fit N ew Shirt Black,Small,OUTSIDE,,,9,,
APPAREL,01/02/2025,,Dry Fit N ew Shirt Black,Medium,INSIDE,,,30,,
APPAREL,01/02/2025,,Dry Fit N ew Shirt Black,Medium,OUTSIDE,,,7,,
APPAREL,01/02/2025,,Dry Fit N ew Shirt Black,Large,INSIDE,,,35,,
APPAREL,01/02/2025,,Dry Fit N ew Shirt Black,Large,OUTSIDE,,,5,,
APPAREL,01/02/2025,,Dry Fit N ew Shirt Black,XL,INSIDE,,,35,1,
APPAREL,01/02/2025,,Dry Fit N ew Shirt Black,XL,OUTSIDE,,,12,1,
APPAREL,01/02/2025,,Dry Fit N ew Shirt Black,2XL,INSIDE,,,21,,
APPAREL,01/02/2025,,Dry Fit N ew Shirt Black,2XL,OUTSIDE,,,8,,
APPAREL,01/02/2025,72,Volleyball Jersey,Medium,INSIDE,,1500,0,,
APPAREL,01/02/2025,72,Volleyball Jersey,Medium,OUTSIDE,,1500,0,,
APPAREL,01/02/2025,,Hernandez,Large,INSIDE,,,0,,
APPAREL,01/02/2025,,Hernandez,Large,OUTSIDE,,,7,,
APPAREL,01/02/2025,,Hernandez,XL,INSIDE,,,0,,
APPAREL,01/02/2025,,Hernandez,XL,OUTSIDE,,,7,,
APPAREL,01/02/2025,,Hernandez,2XL,INSIDE,,,0,,
APPAREL,01/02/2025,,Hernandez,2XL,OUTSIDE,,,2,,
APPAREL,01/02/2025,,Alessandrini,Medium,INSIDE,,,0,,
APPAREL,01/02/2025,,Alessandrini,Medium,OUTSIDE,,,0,,
APPAREL,01/02/2025,,Alessandrini,Large,INSIDE,,,0,,
APPAREL,01/02/2025,,Alessandrini,Large,OUTSIDE,,,0,,
APPAREL,01/02/2025,73,Cotton Brush Bomber Jacket,Medium,INSIDE,,1900,0,,
APPAREL,01/02/2025,73,Cotton Brush Bomber Jacket,Medium,OUTSIDE,,1900,0,,
APPAREL,01/02/2025,73,Cotton Brush Bomber Jacket,Large,INSIDE,,1900,8,,
APPAREL,01/02/2025,73,Cotton Brush Bomber Jacket,Large,OUTSIDE,,1900,3,,
APPAREL,01/02/2025,73,Cotton Brush Bomber Jacket,XL,INSIDE,,1900,12,,
APPAREL,01/02/2025,73,Cotton Brush Bomber Jacket,XL,OUTSIDE,,1900,6,,
APPAREL,01/02/2025,73,Cotton Brush Bomber Jacket,2XL,INSIDE,,1900,2,,
APPAREL,01/02/2025,73,Cotton Brush Bomber Jacket,2XL,OUTSIDE,,1900,2,,
APPAREL,01/02/2025,74,Corp Black Windbreaker,Small,INSIDE,,1900,0,,
APPAREL,01/02/2025,74,Corp Black Windbreaker,Small,OUTSIDE,,1900,0,,
APPAREL,01/02/2025,74,Corp Black Windbreaker,Medium,INSIDE,,1900,0,,
APPAREL,01/02/2025,74,Corp Black Windbreaker,Medium,OUTSIDE,,1900,6,,
APPAREL,01/02/2025,74,Corp Black Windbreaker,Large,INSIDE,,1900,26,,
APPAREL,01/02/2025,74,Corp Black Windbreaker,Large,OUTSIDE,,1900,0,,
APPAREL,01/02/2025,74,Corp Black Windbreaker,XL,INSIDE,,1900,20,,
APPAREL,01/02/2025,74,Corp Black Windbreaker,XL,OUTSIDE,,1900,5,,
APPAREL,01/02/2025,74,Corp Black Windbreaker,2XL,INSIDE,,1900,4,,
APPAREL,01/02/2025,74,Corp Black Windbreaker,2XL,OUTSIDE,,1900,1,,
APPAREL,01/02/2025,74,Corp Black Windbreaker,3XL,INSIDE,,1900,0,,
APPAREL,01/02/2025,74,Corp Black Windbreaker,3XL,OUTSIDE,,1900,3,,
APPAREL,01/02/2025,75,Quiana Black Subli Shirt,XS,INSIDE,,800,19,,
APPAREL,01/02/2025,75,Quiana Black Subli Shirt,XS,OUTSIDE,,800,6,,
APPAREL,01/02/2025,75,Quiana Black Subli Shirt,Small,INSIDE,,800,11,,
APPAREL,01/02/2025,75,Quiana Black Subli Shirt,Small,OUTSIDE,,800,7,,
APPAREL,01/02/2025,75,Quiana Black Subli Shirt,Medum,INSIDE,,800,5,,
APPAREL,01/02/2025,75,Quiana Black Subli Shirt,Medium,OUTSIDE,,800,5,,
APPAREL,01/02/2025,75,Quiana Black Subli Shirt,Large,INSIDE,,800,1,,
APPAREL,01/02/2025,75,Quiana Black Subli Shirt,Large,OUTSIDE,,800,1,,
APPAREL,01/02/2025,75,Quiana Black Subli Shirt,XL,INSIDE,,800,15,,
APPAREL,01/02/2025,75,Quiana Black Subli Shirt,XL,OUTSIDE,,800,1,,
APPAREL,01/02/2025,75,Quiana Black Subli Shirt,2XL,INSIDE,,800,23,,
APPAREL,01/02/2025,75,Quiana Black Subli Shirt,2XL,OUTSIDE,,800,1,,
APPAREL,01/02/2025,75,Quiana Black Subli Shirt,3XL,INSIDE,,800,27,,
APPAREL,01/02/2025,75,Quiana Black Subli Shirt,3XL,OUTSIDE,,800,2,,
APPAREL,01/02/2025,75,Quiana Black Subli Shirt,4XL,INSIDE,,800,26,,
APPAREL,01/02/2025,75,Quiana Black Subli Shirt,4XL,OUTSIDE,,800,3,,
APPAREL,01/02/2025,76,Quiana Yelloow Subli Shirt,XS,INSIDE,,800,20,,
APPAREL,01/02/2025,76,Quiana Yelloow Subli Shirt,XS,OUTSIDE,,800,6,,
APPAREL,01/02/2025,76,Quiana Yelloow Subli Shirt,Small,INSIDE,,800,19,,
APPAREL,01/02/2025,76,Quiana Yelloow Subli Shirt,Small,OUTSIDE,,800,7,,
APPAREL,01/02/2025,76,Quiana Yelloow Subli Shirt,Medium,INSIDE,,800,13,,
APPAREL,01/02/2025,76,Quiana Yelloow Subli Shirt,Medium,OUTSIDE,,800,4,,
APPAREL,01/02/2025,76,Quiana Yelloow Subli Shirt,Large,INSIDE,,800,10,,
APPAREL,01/02/2025,76,Quiana Yelloow Subli Shirt,Large,OUTSIDE,,800,4,,
APPAREL,01/02/2025,76,Quiana Yelloow Subli Shirt,XL,INSIDE,,800,13,,
APPAREL,01/02/2025,76,Quiana Yelloow Subli Shirt,XL,OUTSIDE,,800,9,,
APPAREL,01/02/2025,76,Quiana Yelloow Subli Shirt,2XL,INSIDE,,800,18,,
APPAREL,01/02/2025,76,Quiana Yelloow Subli Shirt,2XL,OUTSIDE,,800,9,,
APPAREL,01/02/2025,76,Quiana Yelloow Subli Shirt,3XL,INSIDE,,800,19,,
APPAREL,01/02/2025,76,Quiana Yelloow Subli Shirt,3XL,OUTSIDE,,800,10,,
APPAREL,01/02/2025,76,Quiana Yelloow Subli Shirt,4XL,INSIDE,,800,27,,
APPAREL,01/02/2025,76,Quiana Yelloow Subli Shirt,4XL,OUTSIDE,,800,2,,
APPAREL,01/02/2025,77,Old  Yellow Growling Shirt (basketball),XS,INSIDE,,700,1,,
APPAREL,01/02/2025,77,Old  Yellow Growling Shirt (basketball),XS,OUTSIDE,,700,0,,
APPAREL,01/02/2025,77,Old  Yellow Growling Shirt (basketball),M,INSIDE,,700,1,,
APPAREL,01/02/2025,77,Old  Yellow Growling Shirt (basketball),M,OUTSIDE,,700,0,,
APPAREL,01/02/2025,77,Old  Yellow Growling Shirt (basketball),XL,INSIDE,,700,2,,
APPAREL,01/02/2025,77,Old  Yellow Growling Shirt (basketball),XL,OUTSIDE,,700,0,,
APPAREL,01/02/2025,78,Emboidery White Shirt,Medium,INSIDE,,450,,,
APPAREL,01/02/2025,78,Emboidery White Shirt,Medium,OUTSIDE,,450,0,,
APPAREL,01/02/2025,78,Emboidery White Shirt,Large,INSIDE,,450,,,
APPAREL,01/02/2025,78,Emboidery White Shirt,Large,OUTSIDE,,450,0,,
APPAREL,01/02/2025,78,Emboidery White Shirt,XL,INSIDE,,450,,,
APPAREL,01/02/2025,78,Emboidery White Shirt,XL,OUTSIDE,,450,0,,
APPAREL,01/02/2025,79,ABSC College Shirt (60th),XS,INSIDE,,350,30,,
APPAREL,01/02/2025,79,ABSC College Shirt (60th),XS,OUTSIDE,,350,0,,
APPAREL,01/02/2025,79,ABSC College Shirt (60th),Small,INSIDE,,350,30,,
APPAREL,01/02/2025,79,ABSC College Shirt (60th),Small,OUTSIDE,,350,0,,
APPAREL,01/02/2025,79,ABSC College Shirt (60th),Medium,INSIDE,,350,50,,
APPAREL,01/02/2025,79,ABSC College Shirt (60th),Medium,OUTSIDE,,350,0,,
APPAREL,01/02/2025,79,ABSC College Shirt (60th),Large,INSIDE,,350,50,,
APPAREL,01/02/2025,79,ABSC College Shirt (60th),Large,OUTSIDE,,350,0,,
APPAREL,01/02/2025,79,ABSC College Shirt (60th),XL,INSIDE,,350,30,,
APPAREL,01/02/2025,79,ABSC College Shirt (60th),XL,OUTSIDE,,350,0,,
APPAREL,01/02/2025,79,ABSC College Shirt (60th),2XL,INSIDE,,350,20,,
APPAREL,01/02/2025,79,ABSC College Shirt (60th),2XL,OUTSIDE,,350,0,,
APPAREL,01/02/2025,79,ABSC College Shirt (60th),3Xl,INSIDE,,350,20,,
APPAREL,01/02/2025,79,ABSC College Shirt (60th),3Xl,OUTSIDE,,350,0,,
NON-APPAREL,01/02/2025,1,Power Bank (display included),,,Small White,2000,7,,
NON-APPAREL,01/02/2025,2,Power Bank (display included),,,Small Black,2000,5,,
NON-APPAREL,01/02/2025,3,Power Bank (display included),,,Big White,2000,10,,
NON-APPAREL,01/02/2025,4,Power Bank (display included),,,Big Black,2000,5,,
NON-APPAREL,01/02/2025,5,Charger (display included),,,TA U15 C-L SET,1200,25,,
NON-APPAREL,01/02/2025,6,Charger (display included),,,TA U15 C-C SET,1200,24,,
NON-APPAREL,01/02/2025,7,Charger (display included),,,TA U206 PRO SET (TYPE C),1200,24,,
NON-APPAREL,01/02/2025,8,Charger (display included),,,TA U206 PRO SET (IPHONE),1000,25,,
NON-APPAREL,01/02/2025,9,Charger (display included),,,TA UI SET A-C (TYPE C),600,24,,
NON-APPAREL,01/02/2025,10,Charger (display included),,,TA UI SET (MICRO),700,24,,
NON-APPAREL,01/02/2025,11,Charger (display included),,,TA UI SET A-L (IPHONE),600,25,,
NON-APPAREL,01/02/2025,12,Charger (display included),,,TA U2 SET BLACK,700,23,,
NON-APPAREL,01/02/2025,13,Charger (display included),,,TA U2 SET PINK,700,25,,
NON-APPAREL,01/02/2025,14,Varsity Sticker,,,,150,3,,
NON-APPAREL,01/02/2025,15,Ballpen (display included),,,,30,174,1,
NON-APPAREL,01/02/2025,16,New Freshman Kit,,,,850,43,5,
NON-APPAREL,01/02/2025,17,Yellow Aquaflask (display included),,,,1200,23,,
NON-APPAREL,01/02/2025,18,Black  Aquaflask (display included),,,,1200,38,,
NON-APPAREL,01/02/2025,19,Black Laptop Bag,,,,1450,11,,
NON-APPAREL,01/02/2025,20,Yelow Laptop Bag,,,,1450,7,,
NON-APPAREL,01/02/2025,21,Artic Back Pack,,,,1750,3,,
NON-APPAREL,01/02/2025,22,Forward Back Pack,,,,1750,13,,
NON-APPAREL,01/02/2025,23,New Umbrella,,,,350,58,12,
NON-APPAREL,01/02/2025,24,Black UST Tote Bag,,,,350,25,,
NON-APPAREL,01/02/2025,25,Utensils ( display included),,,,250,114,12,
NON-APPAREL,01/02/2025,26,New Baller,,,,150,0,,
NON-APPAREL,01/02/2025,27,New UST Keychain,,,,150,0,,
NON-APPAREL,01/02/2025,28,Old Scarves (UNIVERSITY OF STO.TOMAS),,,,500,27,,
NON-APPAREL,01/02/2025,29,New Scarves (GO USTE),,,,500,44,,
NON-APPAREL,01/02/2025,30,UST College Lanyard (display included),,,,140,262,,
NON-APPAREL,01/02/2025,31,Ust Generic Lanyard (display included),,,,140,293,,
NON-APPAREL,01/02/2025,32,Ballpen w/ Box,,,,350,221,1,
NON-APPAREL,01/02/2025,33,Bucket Hat (display included),,,,200,116,,
