Category,Date,No,Item,Size,Location,Classification,Price,Quantity,OPEX,Notes
APPAREL,01/03/2026,82,Go Fight Black Shirt,Large,INSIDE,,500,0,,
APPAREL,01/03/2026,82,Go Fight Black Shirt,Large,OUTSIDE,,500,9,,
APPAREL,01/03/2026,82,Go Fight Black Shirt,XL,INSIDE,,500,0,,
APPAREL,01/03/2026,82,Go Fight Black Shirt,XL,OUTSIDE,,500,11,,
APPAREL,01/03/2026,82,Go Fight Black Shirt,2XL,INSIDE,,500,0,,
APPAREL,01/03/2026,82,Go Fight Black Shirt,2XL,OUTSIDE,,500,12,,
APPAREL,01/03/2026,82,Go Fight Black Shirt,3XL,INSIDE,,500,0,,
APPAREL,01/03/2026,82,Go Fight Black Shirt,3XL,OUTSIDE,,500,11,,
APPAREL,01/03/2026,82,Go Fight Black Shirt,4XL,INSIDE,,500,0,,
APPAREL,01/03/2026,82,Go Fight Black Shirt,4XL,OUTSIDE,,500,13,,
APPAREL,01/03/2026,83,White UAAP Subli Polo Shirt,Small,INSIDE,,860,0,,
APPAREL,01/03/2026,83,White UAAP Subli Polo Shirt,Small,OUTSIDE,,860,10,,
APPAREL,01/03/2026,83,White UAAP Subli Polo Shirt,Medium,INSIDE,,860,0,,
APPAREL,01/03/2026,83,White UAAP Subli Polo Shirt,Medium,OUTSIDE,,860,10,,
APPAREL,01/03/2026,83,White UAAP Subli Polo Shirt,Large,INSIDE,,860,0,,
APPAREL,01/03/2026,83,White UAAP Subli Polo Shirt,Large,OUTSIDE,,860,10,,
APPAREL,01/03/2026,83,White UAAP Subli Polo Shirt,XL,INSIDE,,860,0,,
APPAREL,01/03/2026,83,White UAAP Subli Polo Shirt,XL,OUTSIDE,,860,10,,
APPAREL,01/03/2026,83,White UAAP Subli Polo Shirt,2XL,INSIDE,,860,0,,
APPAREL,01/03/2026,83,White UAAP Subli Polo Shirt,2XL,OUTSIDE,,860,10,,
APPAREL,01/03/2026,84,Black UAAP Subli Polo Shirt,Small,INSIDE,,860,0,,
APPAREL,01/03/2026,84,Black UAAP Subli Polo Shirt,Small,OUTSIDE,,860,10,,
APPAREL,01/03/2026,84,Black UAAP Subli Polo Shirt,Medium,INSIDE,,860,0,,
APPAREL,01/03/2026,84,Black UAAP Subli Polo Shirt,Medium,OUTSIDE,,860,10,,
APPAREL,01/03/2026,84,Black UAAP Subli Polo Shirt,Large,INSIDE,,860,0,,
APPAREL,01/03/2026,84,Black UAAP Subli Polo Shirt,Large,OUTSIDE,,860,10,,
APPAREL,01/03/2026,84,Black UAAP Subli Polo Shirt,XL,INSIDE,,860,0,,
APPAREL,01/03/2026,84,Black UAAP Subli Polo Shirt,XL,OUTSIDE,,860,10,,
APPAREL,01/03/2026,84,Black UAAP Subli Polo Shirt,2XL,INSIDE,,860,0,,
APPAREL,01/03/2026,84,Black UAAP Subli Polo Shirt,2XL,OUTSIDE,,860,10,,
APPAREL,01/03/2026,85,Corp Jacket v.2,Medium,INSIDE,,1650,0,,
APPAREL,01/03/2026,85,Corp Jacket v.2,Medium,OUTSIDE,,1650,51,,
APPAREL,01/03/2026,85,Corp Jacket v.2,Large,INSIDE,,1650,0,,
APPAREL,01/03/2026,85,Corp Jacket v.2,Large,OUTSIDE,,1650,51,,
APPAREL,01/03/2026,85,Corp Jacket v.2,XL,INSIDE,,1650,0,,
APPAREL,01/03/2026,85,Corp Jacket v.2,XL,OUTSIDE,,1650,96,,
APPAREL,01/03/2026,85,Corp Jacket v.2,2XL,INSIDE,,1650,0,,
APPAREL,01/03/2026,85,Corp Jacket v.2,2XL,OUTSIDE,,1650,95,,
APPAREL,01/03/2026,85,Corp Jacket v.2,3XL,INSIDE,,1650,0,,
APPAREL,01/03/2026,85,Corp Jacket v.2,3XL,OUTSIDE,,1650,50,,
APPAREL,01/03/2026,85,Corp Jacket v.2,4XL,INSIDE,,1650,0,,
APPAREL,01/03/2026,85,Corp Jacket v.2,4XL,OUTSIDE,,1650,45,,
APPAREL,01/03/2026,85,Corp Jacket v.2,5XL,INSIDE,,1650,0,,
APPAREL,01/03/2026,85,Corp Jacket v.2,5XL,OUTSIDE,,1650,49,,
APPAREL,01/03/2026,85,Corp Jacket v.2,6XL,INSIDE,,1650,0,,
APPAREL,01/03/2026,85,Corp Jacket v.2,6XL,OUTSIDE,,1650,43,,
APPAREL,01/03/2026,85,Corp Jacket v.2,7Xl,INSIDE,,1650,0,,
APPAREL,01/03/2026,85,Corp Jacket v.2,7XL,OUTSIDE,,1650,19,,
APPAREL,01/03/2026,86,Tiger Custome,S-80,INSIDE,,1100,0,,
APPAREL,01/03/2026,86,Tiger Custome,S-80,OUTSIDE,,1100,1,,
APPAREL,01/03/2026,86,Tiger Custome,S-90,INSIDE,,1100,0,,
APPAREL,01/03/2026,86,Tiger Custome,S-90,OUTSIDE,,1100,4,,
APPAREL,01/03/2026,86,Tiger Custome,S-100,INSIDE,,1100,0,,
APPAREL,01/03/2026,86,Tiger Custome,S-100,OUTSIDE,,1100,0,,
APPAREL,01/03/2026,86,Tiger Custome,S110,INSIDE,,1100,0,,
APPAREL,01/03/2026,86,Tiger Custome,S110,OUTSIDE,,1100,5,,
APPAREL,01/03/2026,86,Tiger Custome,S120,INSIDE,,1100,0,,
APPAREL,01/03/2026,86,Tiger Custome,S120,OUTSIDE,,1100,0,,
APPAREL,01/03/2026,87,Black Hoodie Embro,XS,INSIDE,,1900,16,,
APPAREL,01/03/2026,87,Black Hoodie Embro,XS,OUTSIDE,,1900,7,,
APPAREL,01/03/2026,87,Black Hoodie Embro,Small,INSIDE,,1900,9,,
APPAREL,01/03/2026,87,Black Hoodie Embro,Small,OUTSIDE,,1900,11,,
APPAREL,01/03/2026,87,Black Hoodie Embro,Medium,INSIDE,,1900,16,,
APPAREL,01/03/2026,87,Black Hoodie Embro,Medium,OUTSIDE,,1900,2,,
APPAREL,01/03/2026,87,Black Hoodie Embro,Large,INSIDE,,1900,14,,
APPAREL,01/03/2026,87,Black Hoodie Embro,Large,OUTSIDE,,1900,7,,
APPAREL,01/03/2026,87,Black Hoodie Embro,XL,INSIDE,,1900,19,,
APPAREL,01/03/2026,87,Black Hoodie Embro,XL,OUTSIDE,,1900,2,,
APPAREL,01/03/2026,87,Black Hoodie Embro,2XL,INSIDE,,1900,11,,
APPAREL,01/03/2026,87,Black Hoodie Embro,2XL,OUTSIDE,,1900,5,,
APPAREL,01/03/2026,87,Black Hoodie Embro,3XL,INSIDE,,1900,8,,
APPAREL,01/03/2026,87,Black Hoodie Embro,3XL,OUTSIDE,,1900,6,,
APPAREL,01/03/2026,88,Yellow Hoodie Embro,XS,INSIDE,,1900,20,,
APPAREL,01/03/2026,88,Yellow Hoodie Embro,XS,OUTSIDE,,1900,1,,
APPAREL,01/03/2026,88,Yellow Hoodie Embro,Small,INSIDE,,1900,27,,
APPAREL,01/03/2026,88,Yellow Hoodie Embro,Small,OUTSIDE,,1900,4,,
APPAREL,01/03/2026,88,Yellow Hoodie Embro,Medium,INSIDE,,1900,28,,
APPAREL,01/03/2026,88,Yellow Hoodie Embro,Medium,OUTSIDE,,1900,2,,
APPAREL,01/03/2026,88,Yellow Hoodie Embro,Large,INSIDE,,1900,24,,
APPAREL,01/03/2026,88,Yellow Hoodie Embro,Large,OUTSIDE,,1900,3,,
APPAREL,01/03/2026,88,Yellow Hoodie Embro,XL,INSIDE,,1900,22,,
APPAREL,01/03/2026,88,Yellow Hoodie Embro,XL,OUTSIDE,,1900,3,,
APPAREL,01/03/2026,88,Yellow Hoodie Embro,2XL,INSIDE,,1900,17,,
APPAREL,01/03/2026,88,Yellow Hoodie Embro,2XL,OUTSIDE,,1900,3,,
APPAREL,01/03/2026,88,Yellow Hoodie Embro,3XL,INSIDE,,1900,20,,
APPAREL,01/03/2026,88,Yellow Hoodie Embro,3XL,OUTSIDE,,1900,2,,
APPAREL,01/03/2026,89,Vanilla Hoodie Embro,XS,INSIDE,,1900,13,,
APPAREL,01/03/2026,89,Vanilla Hoodie Embro,XS,OUTSIDE,,1900,7,,
APPAREL,01/03/2026,89,Vanilla Hoodie Embro,Small,INSIDE,,1900,11,,
APPAREL,01/03/2026,89,Vanilla Hoodie Embro,Small,OUTSIDE,,1900,16,,
APPAREL,01/03/2026,89,Vanilla Hoodie Embro,Medium,INSIDE,,1900,6,,
APPAREL,01/03/2026,89,Vanilla Hoodie Embro,Medium,OUTSIDE,,1900,24,,
APPAREL,01/03/2026,89,Vanilla Hoodie Embro,Large,INSIDE,,1900,2,1,
APPAREL,01/03/2026,89,Vanilla Hoodie Embro,Large,OUTSIDE,,1900,26,1,
APPAREL,01/03/2026,89,Vanilla Hoodie Embro,XL,INSIDE,,1900,3,,
APPAREL,01/03/2026,89,Vanilla Hoodie Embro,XL,OUTSIDE,,1900,17,,
APPAREL,01/03/2026,89,Vanilla Hoodie Embro,2XL,INSIDE,,1900,1,,
APPAREL,01/03/2026,89,Vanilla Hoodie Embro,2XL,OUTSIDE,,1900,15,,
APPAREL,01/03/2026,89,Vanilla Hoodie Embro,3XL,INSIDE,,1900,12,,
APPAREL,01/03/2026,89,Vanilla Hoodie Embro,3XL,OUTSIDE,,1900,14,,
APPAREL,01/03/2026,90,Gray Hoodie Embro,XS,INSIDE,,1900,20,,
APPAREL,01/03/2026,90,Gray Hoodie Embro,XS,OUTSIDE,,1900,3,,
APPAREL,01/03/2026,90,Gray Hoodie Embro,Small,INSIDE,,1900,17,,
APPAREL,01/03/2026,90,Gray Hoodie Embro,Small,OUTSIDE,,1900,4,,
APPAREL,01/03/2026,90,Gray Hoodie Embro,Medium,INSIDE,,1900,24,,
APPAREL,01/03/2026,90,Gray Hoodie Embro,Medium,OUTSIDE,,1900,1,,
APPAREL,01/03/2026,90,Gray Hoodie Embro,Large,INSIDE,,1900,23,,
APPAREL,01/03/2026,90,Gray Hoodie Embro,Large,OUTSIDE,,1900,0,,
APPAREL,01/03/2026,90,Gray Hoodie Embro,XL,INSIDE,,1900,5,,
APPAREL,01/03/2026,90,Gray Hoodie Embro,XL,OUTSIDE,,1900,22,,
APPAREL,01/03/2026,90,Gray Hoodie Embro,2XL,INSIDE,,1900,21,,
APPAREL,01/03/2026,90,Gray Hoodie Embro,2XL,OUTSIDE,,1900,2,,
APPAREL,01/03/2026,90,Gray Hoodie Embro,3XL,INSIDE,,1900,23,,
APPAREL,01/03/2026,90,Gray Hoodie Embro,3XL,OUTSIDE,,1900,3,,
APPAREL,01/03/2026,91,Go Uste Yellow Shirt,XS,INSIDE,,450,15,,
APPAREL,01/03/2026,91,Go Uste Yellow Shirt,XS,OUTSIDE,,450,5,,
APPAREL,01/03/2026,91,Go Uste Yellow Shirt,Small,INSIDE,,450,9,,
APPAREL,01/03/2026,91,Go Uste Yellow Shirt,Small,OUTSIDE,,450,10,,
APPAREL,01/03/2026,91,Go Uste Yellow Shirt,Medium,INSIDE,,450,20,1,
APPAREL,01/03/2026,91,Go Uste Yellow Shirt,Medium,OUTSIDE,,450,0,1,
APPAREL,01/03/2026,91,Go Uste Yellow Shirt,Large,INSIDE,,450,0,,
APPAREL,01/03/2026,91,Go Uste Yellow Shirt,Large,OUTSIDE,,450,10,,
APPAREL,01/03/2026,91,Go Uste Yellow Shirt,XL,INSIDE,,450,21,,
APPAREL,01/03/2026,91,Go Uste Yellow Shirt,XL,OUTSIDE,,450,13,,
APPAREL,01/03/2026,91,Go Uste Yellow Shirt,2XL,INSIDE,,450,5,,
APPAREL,01/03/2026,91,Go Uste Yellow Shirt,2XL,OUTSIDE,,450,11,,
APPAREL,01/03/2026,91,Go Uste Yellow Shirt,3XL,INSIDE,,450,5,,
APPAREL,01/03/2026,91,Go Uste Yellow Shirt,3XL,OUTSIDE,,450,8,,
APPAREL,01/03/2026,92,Go Uste Black Shirt,XS,INSIDE,,450,15,,
APPAREL,01/03/2026,92,Go Uste Black Shirt,XS,OUTSIDE,,450,1,,
APPAREL,01/03/2026,92,Go Uste Black Shirt,Small,INSIDE,,450,20,,
APPAREL,01/03/2026,92,Go Uste Black Shirt,Small,OUTSIDE,,450,1,,
APPAREL,01/03/2026,92,Go Uste Black Shirt,Medium,INSIDE,,450,20,,
APPAREL,01/03/2026,92,Go Uste Black Shirt,Medium,OUTSIDE,,450,0,,
APPAREL,01/03/2026,92,Go Uste Black Shirt,Large,INSIDE,,450,0,,
APPAREL,01/03/2026,92,Go Uste Black Shirt,Large,OUTSIDE,,450,1,,
APPAREL,01/03/2026,92,Go Uste Black Shirt,XL,INSIDE,,450,25,,
APPAREL,01/03/2026,92,Go Uste Black Shirt,XL,OUTSIDE,,450,2,,
APPAREL,01/03/2026,92,Go Uste Black Shirt,2XL,INSIDE,,450,10,,
APPAREL,01/03/2026,92,Go Uste Black Shirt,2XL,OUTSIDE,,450,8,,
APPAREL,01/03/2026,92,Go Uste Black Shirt,3XL,INSIDE,,450,0,,
APPAREL,01/03/2026,92,Go Uste Black Shirt,3XL,OUTSIDE,,450,0,,
APPAREL,01/03/2026,93,Go Uste White Shirt,XS,INSIDE,,450,0,,
APPAREL,01/03/2026,93,Go Uste White Shirt,XS,OUTSIDE,,450,6,,
APPAREL,01/03/2026,93,Go Uste White Shirt,Small,INSIDE,,450,0,,
APPAREL,01/03/2026,93,Go Uste White Shirt,Small,OUTSIDE,,450,1,,
APPAREL,01/03/2026,93,Go Uste White Shirt,Medium,INSIDE,,450,0,,
APPAREL,01/03/2026,93,Go Uste White Shirt,Medium,OUTSIDE,,450,1,,
APPAREL,01/03/2026,93,Go Uste White Shirt,Large,INSIDE,,450,0,,
APPAREL,01/03/2026,93,Go Uste White Shirt,Large,OUTSIDE,,450,2,,
APPAREL,01/03/2026,93,Go Uste White Shirt,XL,INSIDE,,450,0,,
APPAREL,01/03/2026,93,Go Uste White Shirt,XL,OUTSIDE,,450,2,,
APPAREL,01/03/2026,93,Go Uste White Shirt,2XL,INSIDE,,450,0,,
APPAREL,01/03/2026,93,Go Uste White Shirt,2XL,OUTSIDE,,450,4,,
APPAREL,01/03/2026,93,Go Uste White Shirt,3XL,INSIDE,,450,0,,
APPAREL,01/03/2026,93,Go Uste White Shirt,3XL,OUTSIDE,,450,4,,
APPAREL,01/03/2026,94,UST Tigers Oversize Black Shirt,XS,INSIDE,,650,10,,
APPAREL,01/03/2026,94,UST Tigers Oversize Black Shirt,XS,OUTSIDE,,650,19,,
APPAREL,01/03/2026,94,UST Tigers Oversize Black Shirt,Small,INSIDE,,650,10,,
APPAREL,01/03/2026,94,UST Tigers Oversize Black Shirt,Small,OUTSIDE,,650,14,,
APPAREL,01/03/2026,94,UST Tigers Oversize Black Shirt,Medium,INSIDE,,650,3,,
APPAREL,01/03/2026,94,UST Tigers Oversize Black Shirt,Medium,OUTSIDE,,650,13,,
APPAREL,01/03/2026,94,UST Tigers Oversize Black Shirt,Large,INSIDE,,650,13,,
APPAREL,01/03/2026,94,UST Tigers Oversize Black Shirt,Large,OUTSIDE,,650,3,,
APPAREL,01/03/2026,94,UST Tigers Oversize Black Shirt,XL,INSIDE,,650,10,,
APPAREL,01/03/2026,94,UST Tigers Oversize Black Shirt,XL,OUTSIDE,,650,20,,
APPAREL,01/03/2026,94,UST Tigers Oversize Black Shirt,2XL,INSIDE,,650,5,,
APPAREL,01/03/2026,94,UST Tigers Oversize Black Shirt,2XL,OUTSIDE,,650,6,,
APPAREL,01/03/2026,94,UST Tigers Oversize Black Shirt,3XL,INSIDE,,650,0,,
APPAREL,01/03/2026,94,UST Tigers Oversize Black Shirt,3XL,OUTSIDE,,650,0,,
APPAREL,01/03/2026,95,UST Tigers Oversize Vanilla Shirt,XS,INSIDE,,650,6,,
APPAREL,01/03/2026,95,UST Tigers Oversize Vanilla Shirt,XS,OUTSIDE,,650,0,,
APPAREL,01/03/2026,95,UST Tigers Oversize Vanilla Shirt,Small,INSIDE,,650,1,,
APPAREL,01/03/2026,95,UST Tigers Oversize Vanilla Shirt,Small,OUTSIDE,,650,0,,
APPAREL,01/03/2026,95,UST Tigers Oversize Vanilla Shirt,Medium,INSIDE,,650,12,1,
APPAREL,01/03/2026,95,UST Tigers Oversize Vanilla Shirt,Medium,OUTSIDE,,650,0,1,
APPAREL,01/03/2026,95,UST Tigers Oversize Vanilla Shirt,Large,INSIDE,,650,13,,
APPAREL,01/03/2026,95,UST Tigers Oversize Vanilla Shirt,Large,OUTSIDE,,650,0,,
APPAREL,01/03/2026,95,UST Tigers Oversize Vanilla Shirt,XL,INSIDE,,650,13,1,
APPAREL,01/03/2026,95,UST Tigers Oversize Vanilla Shirt,XL,OUTSIDE,,650,7,1,
APPAREL,01/03/2026,95,UST Tigers Oversize Vanilla Shirt,2XL,INSIDE,,650,5,,
APPAREL,01/03/2026,95,UST Tigers Oversize Vanilla Shirt,2XL,OUTSIDE,,650,4,,
APPAREL,01/03/2026,95,UST Tigers Oversize Vanilla Shirt,3XL,INSIDE,,650,0,,
APPAREL,01/03/2026,95,UST Tigers Oversize Vanilla Shirt,3XL,OUTSIDE,,650,6,,
APPAREL,01/03/2026,96,Black Keep Growling Oversized Shirt,Small,INSIDE,,650,0,,
APPAREL,01/03/2026,96,Black Keep Growling Oversized Shirt,Small,OUTSIDE,,650,5,,
APPAREL,01/03/2026,96,Black Keep Growling Oversized Shirt,Medium,INSIDE,,650,0,,
APPAREL,01/03/2026,96,Black Keep Growling Oversized Shirt,Medium,OUTSIDE,,650,1,,
APPAREL,01/03/2026,96,Black Keep Growling Oversized Shirt,Large,INSIDE,,650,0,,
APPAREL,01/03/2026,96,Black Keep Growling Oversized Shirt,Large,OUTSIDE,,650,6,,
APPAREL,01/03/2026,96,Black Keep Growling Oversized Shirt,XL,INSIDE,,650,0,,
APPAREL,01/03/2026,96,Black Keep Growling Oversized Shirt,XL,OUTSIDE,,650,10,,
APPAREL,01/03/2026,96,Black Keep Growling Oversized Shirt,2XL,INSIDE,,650,0,,
APPAREL,01/03/2026,96,Black Keep Growling Oversized Shirt,2XL,OUTSIDE,,650,8,,
APPAREL,01/03/2026,97,Vanilla Keep Growling Oversized Shirt,Small,INSIDE,,650,0,,
APPAREL,01/03/2026,97,Vanilla Keep Growling Oversized Shirt,Small,OUTSIDE,,650,0,,
APPAREL,01/03/2026,97,Vanilla Keep Growling Oversized Shirt,Medium,INSIDE,,650,0,,
APPAREL,01/03/2026,97,Vanilla Keep Growling Oversized Shirt,Medium,OUTSIDE,,650,0,,
APPAREL,01/03/2026,97,Vanilla Keep Growling Oversized Shirt,Large,INSIDE,,650,0,,
APPAREL,01/03/2026,97,Vanilla Keep Growling Oversized Shirt,Large,OUTSIDE,,650,4,,
APPAREL,01/03/2026,97,Vanilla Keep Growling Oversized Shirt,XL,INSIDE,,650,0,2,
APPAREL,01/03/2026,97,Vanilla Keep Growling Oversized Shirt,XL,OUTSIDE,,650,5,2,
APPAREL,01/03/2026,97,Vanilla Keep Growling Oversized Shirt,2XL,INSIDE,,650,0,,
APPAREL,01/03/2026,97,Vanilla Keep Growling Oversized Shirt,2XL,OUTSIDE,,650,9,,
APPAREL,01/03/2026,98,Black Embro Oversized Shirt,XS,INSIDE,,700,17,2,
APPAREL,01/03/2026,98,Black Embro Oversized Shirt,XS,OUTSIDE,,700,0,2,
APPAREL,01/03/2026,98,Black Embro Oversized Shirt,Small,INSIDE,,700,17,,
APPAREL,01/03/2026,98,Black Embro Oversized Shirt,Small,OUTSIDE,,700,2,,
APPAREL,01/03/2026,98,Black Embro Oversized Shirt,Medium,INSIDE,,700,17,,
APPAREL,01/03/2026,98,Black Embro Oversized Shirt,Medium,OUTSIDE,,700,0,,
APPAREL,01/03/2026,98,Black Embro Oversized Shirt,Large,INSIDE,,700,17,,
APPAREL,01/03/2026,98,Black Embro Oversized Shirt,Large,OUTSIDE,,700,0,,
APPAREL,01/03/2026,98,Black Embro Oversized Shirt,XL,INSIDE,,700,17,,
APPAREL,01/03/2026,98,Black Embro Oversized Shirt,XL,OUTSIDE,,700,0,,
APPAREL,01/03/2026,98,Black Embro Oversized Shirt,2XL,INSIDE,,700,15,,
APPAREL,01/03/2026,98,Black Embro Oversized Shirt,2XL,OUTSIDE,,700,1,,
APPAREL,01/03/2026,99,Vanilla Embro Oversized Shirt,XS,INSIDE,,700,17,3,
APPAREL,01/03/2026,99,Vanilla Embro Oversized Shirt,XS,OUTSIDE,,700,0,3,
APPAREL,01/03/2026,99,Vanilla Embro Oversized Shirt,Small,INSIDE,,700,17,,
APPAREL,01/03/2026,99,Vanilla Embro Oversized Shirt,Small,OUTSIDE,,700,0,,
APPAREL,01/03/2026,99,Vanilla Embro Oversized Shirt,Medium,INSIDE,,700,17,,
APPAREL,01/03/2026,99,Vanilla Embro Oversized Shirt,Medium,OUTSIDE,,700,0,,
APPAREL,01/03/2026,99,Vanilla Embro Oversized Shirt,Large,INSIDE,,700,17,,
APPAREL,01/03/2026,99,Vanilla Embro Oversized Shirt,Large,OUTSIDE,,700,0,,
APPAREL,01/03/2026,99,Vanilla Embro Oversized Shirt,XL,INSIDE,,700,17,,
APPAREL,01/03/2026,99,Vanilla Embro Oversized Shirt,XL,OUTSIDE,,700,0,,
APPAREL,01/03/2026,99,Vanilla Embro Oversized Shirt,2XL,INSIDE,,700,15,,
APPAREL,01/03/2026,99,Vanilla Embro Oversized Shirt,2XL,OUTSIDE,,700,0,,
APPAREL,01/03/2026,100,Two toned Windbreaker,XS,INSIDE,,1800,47,,
APPAREL,01/03/2026,100,Two toned Windbreaker,XS,OUTSIDE,,1800,20,,
APPAREL,01/03/2026,100,Two toned Windbreaker,Small,INSIDE,,1800,52,,
APPAREL,01/03/2026,100,Two toned Windbreaker,Small,OUTSIDE,,1800,14,,
APPAREL,01/03/2026,100,Two toned Windbreaker,Medium,INSIDE,,1800,89,,
APPAREL,01/03/2026,100,Two toned Windbreaker,Medium,OUTSIDE,,1800,7,,
APPAREL,01/03/2026,100,Two toned Windbreaker,Large,INSIDE,,1800,47,,
APPAREL,01/03/2026,100,Two toned Windbreaker,Large,OUTSIDE,,1800,10,,
APPAREL,01/03/2026,100,Two toned Windbreaker,XL,INSIDE,,1800,54,,
APPAREL,01/03/2026,100,Two toned Windbreaker,XL,OUTSIDE,,1800,11,,
APPAREL,01/03/2026,100,Two toned Windbreaker,2XL,INSIDE,,1800,50,,
APPAREL,01/03/2026,100,Two toned Windbreaker,2XL,OUTSIDE,,1800,12,,
APPAREL,01/03/2026,100,Two toned Windbreaker,3XL,INSIDE,,1800,37,,
APPAREL,01/03/2026,100,Two toned Windbreaker,3XL,OUTSIDE,,1800,20,,
APPAREL,01/03/2026,101,Black Embro Varsity Jacket,Small,INSIDE,,1900,0,,
APPAREL,01/03/2026,101,Black Embro Varsity Jacket,Small,OUTSIDE,,1900,5,,
APPAREL,01/03/2026,101,Black Embro Varsity Jacket,Medium,INSIDE,,1900,0,,
APPAREL,01/03/2026,101,Black Embro Varsity Jacket,Medium,OUTSIDE,,1900,12,,
APPAREL,01/03/2026,101,Black Embro Varsity Jacket,Large,INSIDE,,1900,0,,
APPAREL,01/03/2026,101,Black Embro Varsity Jacket,Large,OUTSIDE,,1900,13,,
APPAREL,01/03/2026,101,Black Embro Varsity Jacket,XL,INSIDE,,1900,0,,
APPAREL,01/03/2026,101,Black Embro Varsity Jacket,XL,OUTSIDE,,1900,11,,
APPAREL,01/03/2026,101,Black Embro Varsity Jacket,2XL,INSIDE,,1900,0,,
APPAREL,01/03/2026,101,Black Embro Varsity Jacket,2XL,OUTSIDE,,1900,5,,
APPAREL,01/03/2026,101,Black Embro Varsity Jacket,3XL,INSIDE,,1900,0,,
APPAREL,01/03/2026,101,Black Embro Varsity Jacket,3XL,OUTSIDE,,1900,3,,
NON-APPAREL,01/03/2026,1,Charger,,,TA U15 C-L SET,1200,24,,
NON-APPAREL,01/03/2026,2,Charger,,,TA U15 C-C SET,1200,21,,
NON-APPAREL,01/03/2026,3,Charger,,,TA U206 PRO SET (TYPE C),1200,24,,
NON-APPAREL,01/03/2026,4,Charger,,,TA U206 PRO SET (IPHONE),1000,24,,
NON-APPAREL,01/03/2026,5,Charger,,,TA UI SET A-C (TYPE C),600,24,,
NON-APPAREL,01/03/2026,6,Charger,,,TA UI SET (MICRO),700,24,,
NON-APPAREL,01/03/2026,7,Charger,,,TA UI SET A-L (IPHONE),600,22,,
NON-APPAREL,01/03/2026,8,Charger,,,TA U2 SET BLACK,700,4,,
NON-APPAREL,01/03/2026,9,Charger,,,TA U2 SET PINK,700,10,,
NON-APPAREL,01/03/2026,10,480ml Tumbler (MKA-KO48)Push Botton Lid Anti Bacterial,,,KK,1940,0,,
NON-APPAREL,01/03/2026,11,480ml Tumbler (MKA-KO48)Push Botton Lid Anti Bacterial,,,GK,1940,0,,
NON-APPAREL,01/03/2026,12,480ml Tumbler (MKA-KO48)Push Botton Lid Anti Bacterial,,,AK,1940,1,,
NON-APPAREL,01/03/2026,13,480ml Tumbler (MKA-KO48)Push Botton Lid Anti Bacterial,,,RK,1940,2,,
NON-APPAREL,01/03/2026,14,480ml Tumbler (MKA-KO48)Push Botton Lid Anti Bacterial,,,CK,1940,1,,
NON-APPAREL,01/03/2026,15,480ml Tumbler (MKA-KO48)Push Botton Lid Anti Bacterial,,,WK,1940,0,,
NON-APPAREL,01/03/2026,16,500ml Tumbler (MTA-T050) for Carbonated drinks,,,KS,1820,2,,
NON-APPAREL,01/03/2026,17,500ml Tumbler (MTA-T050) for Carbonated drinks,,,DC,1820,2,,
NON-APPAREL,01/03/2026,18,500ml Tumbler (MTA-T050) for Carbonated drinks,,,GE,1820,1,,
NON-APPAREL,01/03/2026,19,800ml Tumbler (MTA-T080) for Carbonated drinks,,,AL,1940,2,,
NON-APPAREL,01/03/2026,20,800ml Tumbler (MTA-T080) for Carbonated drinks,,,KS,1940,2,,
NON-APPAREL,01/03/2026,21,800ml Tumbler (MTA-T080) for Carbonated drinks,,,WK,1940,2,,
NON-APPAREL,01/03/2026,22,800ml Tumbler (MTA-T080) for Carbonated drinks,,,DC,1940,2,,
NON-APPAREL,01/03/2026,23,800ml Tumbler (MTA-T080) for Carbonated drinks,,,GE,1940,2,,
NON-APPAREL,01/03/2026,24,1.2L Tumbler (MTA-T120) for Carbonated drinks,,,AL,2000,1,,
NON-APPAREL,01/03/2026,25,1.2L Tumbler (MTA-T120) for Carbonated drinks,,,KS,2000,1,,
NON-APPAREL,01/03/2026,26,1.2L Tumbler (MTA-T120) for Carbonated drinks,,,WK,2000,1,,
NON-APPAREL,01/03/2026,27,1.2L Tumbler (MTA-T120) for Carbonated drinks,,,DC,2000,2,,
NON-APPAREL,01/03/2026,28,1.2L Tumbler (MTA-T120) for Carbonated drinks,,,GE,2000,2,,
NON-APPAREL,01/03/2026,29,1.5L Tumbler (MTA-T150) for Carbonated drinks,,,AL,2140,2,,
NON-APPAREL,01/03/2026,30,1.5L Tumbler (MTA-T150) for Carbonated drinks,,,KS,2140,2,,
NON-APPAREL,01/03/2026,31,1.5L Tumbler (MTA-T150) for Carbonated drinks,,,WK,2140,2,,
NON-APPAREL,01/03/2026,32,1.5L Tumbler (MTA-T150) for Carbonated drinks,,,DC,2140,2,,
NON-APPAREL,01/03/2026,33,1.5L Tumbler (MTA-T150) for Carbonated drinks,,,GE,2140,0,,
NON-APPAREL,01/03/2026,34,800ml Sports Tumbler (MCZ-S080) screw lid antibacterial,,,CZ,2500,2,,
NON-APPAREL,01/03/2026,35,800ml Sports Tumbler (MCZ-S080) screw lid antibacterial,,,XZ,2500,2,,
NON-APPAREL,01/03/2026,36,800ml Sports Tumbler (MCZ-S080) screw lid antibacterial,,,GZ,2500,2,,
NON-APPAREL,01/03/2026,37,800ml Sports Tumbler (MCZ-S040) screw lid antibacterial,,,YE,,5,,
