category,n_folds,unsplit_mase,split_mase,delta_mase,pct_improvement,split_beats_naive,unsplit_beats_naive
Shirts & Tops,12,1.3569450882584186,1.3444084313593712,-0.012536656899047482,0.9238882993517261,False,False
Lanyards & IDs,12,1.5533561836574432,1.3634451646778738,-0.1899110189795694,12.225851416280832,False,False
Home & Novelty,10,1.3581274660041278,3.0659342525741313,1.7078067865700035,-125.74716507241396,False,False
Uncategorised,12,1.2285967199932655,1.5107274003800313,0.2821306803867658,-22.963652417069152,False,False
