mae,mase_mean,mase_median,mase_trimmed,mase_weighted,mase_global,rmsse_mean,rmsse_median,pct_mase_from_worst10,n_skus,method,subset,mean_density
27.93729116239765,2.5501042525262916,1.4134130344622993,2.387988562384831,3.800373526868014,1.7120677373531026,1.3840824478987706,1.1573192416152889,49.60806071563301,55,logistic_hurdle_pooled_cat,regular (10-25%),14.629609124128006
79.18781765358634,1.289432890825901,1.0865375415586263,1.2700307147070735,1.7119687084887125,1.584516466340546,1.1104562639412234,1.0987392129224338,82.30238534560756,14,logistic_hurdle_pooled_cat,frequent (>25%),35.42717939794676
34.24404761904762,8.726847083107078,2.532640513401724,6.269508867659026,9.612640998487123,3.917761315289774,4.672940907500587,2.0342043516906294,25.138668509901915,262,naive,ALL,7.250006868572161
104.19396551724138,8.519731148610758,2.7956768130441647,5.867860287310667,9.208912176197193,4.10240012698489,4.940167562106284,2.2965083967868614,65.29189433505788,58,naive,fast movers (F),13.96530723675921
14.738782051282051,8.78573298605211,2.5046525413587553,6.426843597889613,10.53233337808492,3.5984641839144897,4.596964701779361,1.9810764369103582,28.646193932495407,204,naive,slow movers (S),5.377471188981541
1.6172480620155043,7.998327572920741,1.3397605855313308,4.9159948808446385,14.13299223764003,0.8614747801765098,3.5184175087647738,1.1960273739402,63.87431256349481,82,naive,almost never (<2%),0.6769962892672011
6.647540983606557,10.356337014169375,2.470122314750771,8.25270450404176,13.842076859242852,2.0283924542697576,4.386214319590213,2.0398056226824903,62.6089390263113,61,naive,rare (2-5%),3.4164653261716027
35.17166666666667,12.142580114721902,5.178302205525677,9.027126155315624,19.05887203552437,4.794051360610491,7.177063291874864,4.144022288997455,61.35468518318452,50,naive,occasional (5-10%),7.2253349573690615
64.09545454545454,6.174791052928893,2.552852576414853,5.400911662543111,9.044872266279441,3.9279312801075874,4.60759878753753,2.2454557736122265,55.44999655438547,55,naive,regular (10-25%),14.629609124128006
234.32142857142853,3.720857377359837,3.3480567273680686,3.5817152433078028,5.2346948510900155,4.688677791476596,3.997865045938018,3.0787479514797904,86.29940944929115,14,naive,frequent (>25%),35.42717939794676
