item_name,n_sale_days,total_units,mean_units,log_mean_units,cv,active_rate,p90_share,weekday_gini,break_ratio,exam_ratio,log_price,cluster,semantic_category,cluster_label
Thomasian Kit,27,83.0,3.074074074074074,1.4046434997880872,1.8620058183784858,0.05389221556886228,0.5542168674698795,0.6265060240963856,0.32307692307692304,1.2923076923076922,5.860786223465865,1,Uncategorised,c1-steady-bursty-budget-termonly
Thomasian Kit Set,11,34.0,3.090909090909091,1.4087672169719492,1.345310964682702,0.021956087824351298,0.5882352941176471,0.5630252100840336,1.0,1.0,6.7464121285733745,1,Uncategorised,c1-steady-bursty-budget-termonly
Tiger BUNDLE,26,63.0,2.423076923076923,1.2305398317106577,1.70429185680803,0.05189620758483034,0.49206349206349204,0.5487528344671202,1.0,3.6184210526315788,6.803505257608338,4,Uncategorised,c4-steady-bursty-mid-exampeak
Tiger Claw,47,91.0,1.9361702127659575,1.0771060834471462,0.8971924225501092,0.09381237524950099,0.32967032967032966,0.304552590266876,1.5925925925925926,1.0617283950617284,7.0909098220799835,2,Uncategorised,c2-slow-even-mid
Tiger Claw Keychain @375,24,153.0,6.375,1.9980959022258835,1.6956656752267882,0.04790419161676647,0.6143790849673203,0.4407096171802054,1.0,1.0,5.929589143389895,1,Keychains & Charms,c1-steady-bursty-budget-termonly
Tiger Costume,28,45.0,1.6071428571428572,0.9582549309731873,1.0621647108077121,0.05588822355289421,0.3111111111111111,0.3746031746031746,0.7666666666666666,2.683333333333333,6.68586094706836,2,Uncategorised,c2-slow-even-mid
Tiger Headband (2 Designs),55,309.0,5.618181818181818,1.8898206824042698,2.856225833196055,0.10978043912175649,0.7508090614886731,0.6361534905224225,0.22959183673469388,0.22959183673469388,5.198497031265826,1,Apparel Accessories,c1-steady-bursty-budget-termonly
Tiger Paw Keychain @375,95,906.0,9.536842105263158,2.3548778877146797,2.4557147335835103,0.18962075848303392,0.609271523178808,0.36928413749605804,1.9762461059190033,0.7632398753894082,5.929589143389895,1,Keychains & Charms,c1-steady-bursty-budget-termonly
Tiger Plushie Big,38,368.0,9.68421052631579,2.368766999875347,1.3173855113057273,0.07584830339321358,0.41847826086956524,0.2127329192546584,1.6453125,0.5976562500000001,6.7464121285733745,0,Plush & Souvenirs,c0-steady-bursty-mid
Tiger Plushie Small,90,480.0,5.333333333333333,1.8458266904983307,1.2877379239092703,0.17964071856287425,0.3875,0.19226190476190477,0.779746835443038,0.7443037974683544,6.621405651764134,0,Plush & Souvenirs,c0-steady-bursty-mid
Tiger w/ Box,68,433.0,6.367647058823529,1.997098395908758,1.7648801542679475,0.13572854291417166,0.5334872979214781,0.2652589904322006,5.0,1.2795171633345908,6.68586094706836,3,Plush & Souvenirs,c3-steady-bursty-mid-breakpeak
Tote (One For UST),135,583.0,4.318518518518519,1.6711947906097948,1.9225844520150548,0.2694610778443114,0.5506003430531733,0.2793432982112227,0.5403005464480876,1.0724762726488353,5.860786223465865,0,Bags,c0-steady-bursty-mid
Tote (Viva),153,832.0,5.437908496732026,1.8622037197796535,2.3615829762399008,0.30538922155688625,0.49158653846153844,0.3447802197802198,0.9025641025641026,3.06606334841629,5.860786223465865,4,Bags,c4-steady-bursty-mid-exampeak
Tote Bag Canvas White,185,2203.0,11.908108108108108,2.5578556494341678,4.480082963331588,0.36926147704590817,0.8007262823422605,0.41968743920627716,0.22378606615059818,1.6397891279923946,5.081404364984463,1,Bags,c1-steady-bursty-budget-termonly
Tote Viva Santo Tomas,110,719.0,6.536363636363636,2.0197397893428786,1.7757947342255738,0.21956087824351297,0.545201668984701,0.17961454400953705,0.5240963855421686,1.0305760858560293,5.860786223465865,0,Bags,c0-steady-bursty-mid
Travel Mug,87,412.0,4.735632183908046,1.7466979770969349,1.6656625497834718,0.17365269461077845,0.49029126213592233,0.33703190013869627,0.4362068965517241,2.200862068965517,6.2166061010848646,0,Drinkware,c0-steady-bursty-mid
Triple Black Embro,77,177.0,2.2987012987012987,1.1935288451648527,1.6232303335857172,0.1536926147704591,0.423728813559322,0.31799838579499595,4.306640625,0.6890625,5.860786223465865,3,Shirts & Tops,c3-steady-bursty-mid-breakpeak
Triple White Embro,11,24.0,2.1818181818181817,1.157452788691043,0.6086757027441715,0.021956087824351298,0.375,0.44047619047619047,0.4347826086956522,1.0,5.860786223465865,2,Shirts & Tops,c2-slow-even-mid
Trucker Cap,19,23.0,1.2105263157894737,0.7932306391169278,0.34600975032792236,0.03792415169660679,0.17391304347826086,0.3105590062111801,1.1454545454545453,0.8181818181818181,6.478509642208569,2,Umbrellas & Gear,c2-slow-even-mid
Two-toned windbreaker @1700,84,223.0,2.6547619047619047,1.2960309487438835,1.3793695556369756,0.16766467065868262,0.4304932735426009,0.2395900064061499,0.5508196721311476,0.6885245901639344,7.496097345175956,2,Outerwear,c2-slow-even-mid
"UST 1611 Embro Shirt (B,V)",41,121.0,2.951219512195122,1.3740242685280764,0.7574911047118918,0.08183632734530938,0.30578512396694213,0.33766233766233766,1.0432098765432098,0.7878787878787878,6.175867270105761,2,Shirts & Tops,c2-slow-even-mid
UST 3D Keychain,39,147.0,3.769230769230769,1.5621850275835547,1.7739539088378473,0.07784431137724551,0.46938775510204084,0.39844509232264336,0.4642857142857143,0.6964285714285715,4.394449154672439,1,Keychains & Charms,c1-steady-bursty-budget-termonly
UST Arch Clicker,26,54.0,2.076923076923077,1.1239300966523995,0.9427508416967287,0.05189620758483034,0.35185185185185186,0.2328042328042328,0.7407407407407408,0.5925925925925926,5.081404364984463,2,Keychains & Charms,c2-slow-even-mid
UST College ID Lace,330,3030.0,9.181818181818182,2.320603598496724,1.4525697314023522,0.6586826347305389,0.402970297029703,0.16416784535596418,0.424878231547396,0.7136738308525494,4.61512051684126,0,Lanyards & IDs,c0-steady-bursty-mid
UST College ID Lace / GENERIC Lace,12,61.0,5.083333333333333,1.8055527913603908,0.6734565826997373,0.023952095808383235,0.32786885245901637,0.4309133489461358,1.0,1.3541666666666667,4.948759890378168,2,Lanyards & IDs,c2-slow-even-mid
"UST Embro OS (B,V)",68,286.0,4.205882352941177,1.6497892079576677,1.299396788784226,0.13572854291417166,0.3811188811188811,0.24575424575424576,1.241150442477876,0.6596324029952347,6.186208623900494,0,Shirts & Tops,c0-steady-bursty-mid
UST Keyboard Clicker (Fidget),52,406.0,7.8076923076923075,2.1756254655327574,0.6491433618143929,0.10379241516966067,0.26108374384236455,0.23293455313159747,1.5472727272727274,1.0396694214876034,4.795790545596741,0,Keychains & Charms,c0-steady-bursty-mid
UST Logo Clicker,11,18.0,1.6363636363636365,0.9694005571881035,0.6275564998419083,0.021956087824351298,0.3888888888888889,0.4603174603174603,1.0,0.7619047619047619,5.638354669333745,2,Keychains & Charms,c2-slow-even-mid
UST Logo Embro Polo Shirt (XS-XL),24,43.0,1.7916666666666667,1.0266387890430206,0.46491401061964127,0.04790419161676647,0.20930232558139536,0.3654485049833887,0.8571428571428571,1.1428571428571428,6.478509642208569,2,Shirts & Tops,c2-slow-even-mid
UST OAT Hoodie Jacket,252,720.0,2.857142857142857,1.349926716949016,0.9483682778532013,0.5029940119760479,0.33194444444444443,0.09404761904761905,1.3064028994261552,0.8996124031007753,7.280008252884188,0,Outerwear,c0-steady-bursty-mid
UST OAT MUG (B),43,301.0,7.0,2.0794415416798357,2.1595719980523045,0.08582834331337326,0.6578073089700996,0.4186046511627907,1.0,1.2768240343347639,5.017279836814924,1,Drinkware,c1-steady-bursty-budget-termonly
UST OAT MUG (Pure Black),12,69.0,5.75,1.9095425048844386,1.6333439132313328,0.023952095808383235,0.6521739130434783,0.6459627329192547,5.0,1.0,5.017279836814924,3,Drinkware,c3-steady-bursty-mid-breakpeak
UST OAT MUG (W inside),66,303.0,4.590909090909091,1.7211419020141017,1.1557523359716895,0.1317365269461078,0.38283828382838286,0.3290900518623291,0.8627450980392156,0.9705882352941175,5.017279836814924,0,Drinkware,c0-steady-bursty-mid
"UST OAT MUG (Y,W)",51,306.0,6.0,1.9459101490553132,1.5613384571507158,0.10179640718562874,0.5196078431372549,0.26330532212885155,1.0,1.1147098515519567,4.795790545596741,0,Drinkware,c0-steady-bursty-mid
"UST OAT MUG (Y,W,B)",99,747.0,7.545454545454546,2.1453995094716336,1.6114392913886553,0.19760479041916168,0.42570281124497994,0.3419391853126793,2.462068965517241,1.1875862068965515,4.795790545596741,0,Drinkware,c0-steady-bursty-mid
UST OAT MUG (Y/B inside),62,504.0,8.129032258064516,2.2114596931580914,1.3615788268802838,0.12375249500998003,0.44841269841269843,0.36904761904761907,1.0250696378830084,1.1926290979215772,4.61512051684126,0,Drinkware,c0-steady-bursty-mid
UST OAT T-Shirt Y/B/COLLEGE,317,3859.0,12.173501577287066,2.578207355685194,1.2489113234248674,0.6327345309381237,0.40502720912153406,0.16717876577943952,0.6199644549763034,0.9565165876777252,5.638354669333745,0,Shirts & Tops,c0-steady-bursty-mid
UST OAT T-Shirt Y/B/COLLEGE (XS-2XL),55,517.0,9.4,2.341805806147327,1.3728794123023471,0.10978043912175649,0.38104448742746616,0.33379386570875935,0.8873720136518771,2.0887372013651877,5.638354669333745,0,Shirts & Tops,c0-steady-bursty-mid
UST Sweatshirt Sporty,252,573.0,2.2738095238095237,1.1859542988232576,0.8699383828271773,0.5029940119760479,0.3193717277486911,0.12515582149090002,0.9403590040532714,0.8846798524974857,6.803505257608338,0,Outerwear,c0-steady-bursty-mid
UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY,324,6539.0,20.182098765432098,3.0531564271163054,1.401356482405066,0.6467065868263473,0.44532803180914515,0.13593166277062899,0.5112868110461786,0.7590237194912342,5.802118375377063,0,Shirts & Tops,c0-steady-bursty-mid
UST T-Shirt Santo Tomas Shirt/UST T-Shirt Tiger Pattern/HAPPY/Script,56,706.0,12.607142857142858,2.610594864951497,0.7912776058977528,0.11177644710578842,0.29745042492917845,0.24767300687980576,1.4808126410835214,1.485737738559409,5.802118375377063,0,Shirts & Tops,c0-steady-bursty-mid
UST T-Shirt Sporty,329,2309.0,7.018237082066869,2.081718582511888,1.564457458747363,0.656686626746507,0.45864010394110005,0.20837715770587142,0.4952993567540821,0.7328897638624232,6.066108090103747,0,Shirts & Tops,c0-steady-bursty-mid
UST T-Shirt Sporty UPSIZE (3XL-5XL),40,55.0,1.375,0.8649974374866045,0.5126085597166792,0.07984031936127745,0.21818181818181817,0.2753246753246753,1.5263157894736843,1.049342105263158,5.802118375377063,2,Shirts & Tops,c2-slow-even-mid
"UST TIGERS Oversized shirt (V,B) @650",36,63.0,1.75,1.0116009116784799,0.674396393545237,0.0718562874251497,0.25396825396825395,0.3310657596371882,1.2857142857142856,1.5267857142857142,6.478509642208569,2,Shirts & Tops,c2-slow-even-mid
UST-Pen W/Box,75,319.0,4.253333333333333,1.6588627957616233,1.680394856121132,0.1497005988023952,0.5109717868338558,0.4317062248096731,0.21283783783783783,0.4469594594594595,5.860786223465865,1,Stationery,c1-steady-bursty-budget-termonly
USTORE Voucher (1000),9,39.0,4.333333333333333,1.6739764335716716,0.9722480507511184,0.017964071856287425,0.3076923076923077,0.40293040293040294,1.0,0.29166666666666663,6.90875477931522,2,Uncategorised,c2-slow-even-mid
USTWBT Championship Shirt 2025,17,22.0,1.2941176470588236,0.8303483020734304,0.4542612748024246,0.033932135728542916,0.22727272727272727,0.5714285714285714,0.8666666666666667,1.7333333333333334,6.478509642208569,2,Shirts & Tops,c2-slow-even-mid
Umb (One For UST),223,1609.0,7.2152466367713,2.105991773773957,1.972963601762537,0.44510978043912175,0.48228713486637664,0.1889372280919826,0.4914351851851852,0.7843106995884774,5.860786223465865,0,Umbrellas & Gear,c0-steady-bursty-mid
Utensil,84,561.0,6.678571428571429,2.038433517952459,2.7036088169626336,0.16766467065868262,0.6381461675579323,0.4649859943977591,1.0164835164835164,4.336996336996337,5.5254529391317835,4,Home & Novelty,c4-steady-bursty-mid-exampeak
VB Jersey without Sig @1500,31,40.0,1.2903225806451613,0.8286926725561692,0.4560244876465883,0.06187624750499002,0.25,0.3357142857142857,1.0,0.75,7.313886831633462,2,Shirts & Tops,c2-slow-even-mid
VL Keychain,22,108.0,4.909090909090909,1.7764919970972666,1.697231014081765,0.043912175648702596,0.5925925925925926,0.4947089947089947,1.0,3.8000000000000003,4.51085950651685,4,Keychains & Charms,c4-steady-bursty-mid-exampeak
VL Lanyard,9,16.0,1.7777777777777777,1.0216512475319812,0.6147598616533126,0.017964071856287425,0.25,0.5178571428571429,1.0,1.0,5.303304908059076,2,Lanyards & IDs,c2-slow-even-mid
VL Sticker Pack,129,391.0,3.0310077519379846,1.394016407213801,2.061994884751877,0.25748502994011974,0.5294117647058824,0.37486298867373036,0.6436781609195402,0.8505747126436781,4.875197323201151,1,Stationery,c1-steady-bursty-budget-termonly
Varsity Jacket,14,14.0,1.0,0.6931471805599453,0.0,0.027944111776447105,0.14285714285714285,0.2857142857142857,1.0,1.0,7.650168700845001,2,Outerwear,c2-slow-even-mid
Varsity Jacket Embro,40,92.0,2.3,1.1939224684724346,0.7950211020240077,0.07984031936127745,0.2826086956521739,0.18012422360248448,0.6642857142857143,1.2020408163265306,7.313886831633462,2,Outerwear,c2-slow-even-mid
Wearable Blanket,47,77.0,1.6382978723404256,0.9701339638949783,0.9215409479794895,0.09381237524950099,0.33766233766233766,0.23747680890538034,1.1037735849056602,2.5754716981132075,6.621405651764134,2,Uncategorised,c2-slow-even-mid
White Embro,91,192.0,2.10989010989011,1.1345873911263875,0.8038700638009283,0.18163672654690619,0.3177083333333333,0.2425595238095238,0.5103448275862069,1.6039408866995073,5.860786223465865,2,Shirts & Tops,c2-slow-even-mid
"Y,B VL UST",89,316.0,3.550561797752809,1.5152506973743993,1.7475705970233657,0.17764471057884232,0.4651898734177215,0.22875226039783003,0.9811827956989246,0.47968936678614094,6.2166061010848646,0,Uncategorised,c0-steady-bursty-mid
Yellow Lanyard,96,719.0,7.489583333333333,2.1388399217730263,2.0663758497096416,0.19161676646706588,0.5980528511821975,0.2483608185972581,0.2002164502164502,0.6982548701298701,5.198497031265826,1,Lanyards & IDs,c1-steady-bursty-budget-termonly
Yellow Notebook,74,410.0,5.54054054054054,1.878019813512462,1.7422754847116515,0.14770459081836326,0.5682926829268292,0.2759581881533101,0.35593220338983056,1.1122881355932204,4.61512051684126,1,Stationery,c1-steady-bursty-budget-termonly
