sku,method,fold,origin,n_train,horizon,actual_30d,pred_30d,abs_error,naive_scale
229,weekly_hurdle_12w,7,671,671,30,46.0,64.2857142857143,18.285714285714306,55.57142857142857
229,weekly_hurdle_12w,8,701,701,30,47.0,69.99999999999999,22.999999999999986,54.18181818181818
229,weekly_hurdle_12w,9,731,731,30,88.0,54.64285714285713,33.35714285714287,51.869565217391305
229,weekly_hurdle_12w,10,761,761,30,124.0,62.85714285714286,61.14285714285714,51.416666666666664
229,weekly_hurdle_12w,11,791,791,30,16.0,87.50000000000003,71.50000000000003,50.8
231,weekly_hurdle_12w,0,461,461,30,0.0,0.0,0.0,0.0
231,weekly_hurdle_12w,1,491,491,30,17.0,0.0,17.0,0.0
231,weekly_hurdle_12w,2,521,521,30,15.0,6.071428571428572,8.928571428571427,1.0625
231,weekly_hurdle_12w,3,551,551,30,18.0,11.42857142857143,6.571428571428569,1.1176470588235294
231,weekly_hurdle_12w,4,581,581,30,20.0,17.142857142857142,2.8571428571428577,1.2222222222222223
231,weekly_hurdle_12w,5,611,611,30,10.0,17.142857142857142,7.142857142857142,1.263157894736842
231,weekly_hurdle_12w,6,641,641,30,10.0,16.071428571428577,6.0714285714285765,1.7
231,weekly_hurdle_12w,7,671,671,30,11.0,11.071428571428568,0.07142857142856762,1.619047619047619
231,weekly_hurdle_12w,8,701,701,30,8.0,10.357142857142856,2.357142857142856,1.5909090909090908
231,weekly_hurdle_12w,9,731,731,30,3.0,9.642857142857142,6.642857142857142,1.6521739130434783
231,weekly_hurdle_12w,10,761,761,30,13.0,7.142857142857143,5.857142857142857,1.7916666666666667
231,weekly_hurdle_12w,11,791,791,30,0.0,8.214285714285714,8.214285714285714,2.12
233,weekly_hurdle_12w,0,461,461,30,0.0,0.0,0.0,1.1428571428571428
233,weekly_hurdle_12w,1,491,491,30,0.0,0.0,0.0,1.0666666666666667
233,weekly_hurdle_12w,2,521,521,30,0.0,0.0,0.0,1.0
233,weekly_hurdle_12w,3,551,551,30,0.0,0.0,0.0,0.9411764705882353
233,weekly_hurdle_12w,4,581,581,30,0.0,0.0,0.0,0.8888888888888888
233,weekly_hurdle_12w,5,611,611,30,0.0,0.0,0.0,0.8421052631578947
233,weekly_hurdle_12w,6,641,641,30,0.0,0.0,0.0,0.8
233,weekly_hurdle_12w,7,671,671,30,0.0,0.0,0.0,0.7619047619047619
233,weekly_hurdle_12w,8,701,701,30,0.0,0.0,0.0,0.7272727272727273
233,weekly_hurdle_12w,9,731,731,30,0.0,0.0,0.0,0.6956521739130435
233,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,0.6666666666666666
233,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,0.64
235,weekly_hurdle_12w,0,461,461,30,0.0,0.0,0.0,8.571428571428571
235,weekly_hurdle_12w,1,491,491,30,0.0,0.0,0.0,8.0
235,weekly_hurdle_12w,2,521,521,30,0.0,0.0,0.0,7.5
235,weekly_hurdle_12w,3,551,551,30,0.0,0.0,0.0,7.0588235294117645
235,weekly_hurdle_12w,4,581,581,30,0.0,0.0,0.0,6.666666666666667
235,weekly_hurdle_12w,5,611,611,30,0.0,0.0,0.0,6.315789473684211
235,weekly_hurdle_12w,6,641,641,30,0.0,0.0,0.0,6.0
235,weekly_hurdle_12w,7,671,671,30,0.0,0.0,0.0,5.714285714285714
235,weekly_hurdle_12w,8,701,701,30,0.0,0.0,0.0,5.454545454545454
235,weekly_hurdle_12w,9,731,731,30,0.0,0.0,0.0,5.217391304347826
235,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,5.0
235,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,4.8
236,weekly_hurdle_12w,0,461,461,30,0.0,0.0,0.0,0.14285714285714285
236,weekly_hurdle_12w,1,491,491,30,0.0,0.0,0.0,0.13333333333333333
236,weekly_hurdle_12w,2,521,521,30,0.0,0.0,0.0,0.125
236,weekly_hurdle_12w,3,551,551,30,0.0,0.0,0.0,0.11764705882352941
236,weekly_hurdle_12w,4,581,581,30,0.0,0.0,0.0,0.1111111111111111
236,weekly_hurdle_12w,5,611,611,30,0.0,0.0,0.0,0.10526315789473684
236,weekly_hurdle_12w,6,641,641,30,0.0,0.0,0.0,0.1
236,weekly_hurdle_12w,7,671,671,30,0.0,0.0,0.0,0.09523809523809523
236,weekly_hurdle_12w,8,701,701,30,0.0,0.0,0.0,0.09090909090909091
236,weekly_hurdle_12w,9,731,731,30,0.0,0.0,0.0,0.08695652173913043
236,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,0.08333333333333333
236,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,0.08
237,weekly_hurdle_12w,0,461,461,30,0.0,0.0,0.0,0.0
237,weekly_hurdle_12w,1,491,491,30,0.0,0.0,0.0,0.0
237,weekly_hurdle_12w,2,521,521,30,0.0,0.0,0.0,0.0
237,weekly_hurdle_12w,3,551,551,30,0.0,0.0,0.0,0.0
237,weekly_hurdle_12w,4,581,581,30,0.0,0.0,0.0,0.0
237,weekly_hurdle_12w,5,611,611,30,0.0,0.0,0.0,0.0
237,weekly_hurdle_12w,6,641,641,30,0.0,0.0,0.0,0.0
237,weekly_hurdle_12w,7,671,671,30,0.0,0.0,0.0,0.0
237,weekly_hurdle_12w,8,701,701,30,0.0,0.0,0.0,0.0
237,weekly_hurdle_12w,9,731,731,30,0.0,0.0,0.0,0.0
237,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,0.0
237,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,0.0
242,weekly_hurdle_12w,0,461,461,30,0.0,0.0,0.0,133.57142857142858
242,weekly_hurdle_12w,1,491,491,30,0.0,0.0,0.0,124.66666666666667
242,weekly_hurdle_12w,2,521,521,30,0.0,0.0,0.0,116.875
242,weekly_hurdle_12w,3,551,551,30,0.0,0.0,0.0,110.0
242,weekly_hurdle_12w,4,581,581,30,0.0,0.0,0.0,103.88888888888889
242,weekly_hurdle_12w,5,611,611,30,0.0,0.0,0.0,98.42105263157895
242,weekly_hurdle_12w,6,641,641,30,0.0,0.0,0.0,93.5
242,weekly_hurdle_12w,7,671,671,30,0.0,0.0,0.0,89.04761904761905
242,weekly_hurdle_12w,8,701,701,30,0.0,0.0,0.0,85.0
242,weekly_hurdle_12w,9,731,731,30,0.0,0.0,0.0,81.30434782608695
242,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,77.91666666666667
242,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,74.8
244,weekly_hurdle_12w,0,461,461,30,65.0,19.642857142857146,45.357142857142854,3.9285714285714284
244,weekly_hurdle_12w,1,491,491,30,44.0,36.071428571428555,7.928571428571445,6.2
244,weekly_hurdle_12w,2,521,521,30,7.0,48.214285714285694,41.214285714285694,7.125
244,weekly_hurdle_12w,3,551,551,30,6.0,33.92857142857142,27.928571428571423,8.882352941176471
244,weekly_hurdle_12w,4,581,581,30,35.0,17.142857142857142,17.857142857142858,8.444444444444445
244,weekly_hurdle_12w,5,611,611,30,17.0,16.78571428571429,0.21428571428571175,9.526315789473685
244,weekly_hurdle_12w,6,641,641,30,16.0,20.357142857142847,4.357142857142847,9.95
244,weekly_hurdle_12w,7,671,671,30,6.0,17.857142857142854,11.857142857142854,9.523809523809524
244,weekly_hurdle_12w,8,701,701,30,14.0,13.214285714285712,0.7857142857142883,9.545454545454545
244,weekly_hurdle_12w,9,731,731,30,23.0,12.142857142857146,10.857142857142854,9.478260869565217
244,weekly_hurdle_12w,10,761,761,30,19.0,15.357142857142865,3.6428571428571352,9.458333333333334
244,weekly_hurdle_12w,11,791,791,30,5.0,18.571428571428573,13.571428571428573,9.24
246,weekly_hurdle_12w,0,461,461,30,0.0,10.357142857142856,10.357142857142856,18.714285714285715
246,weekly_hurdle_12w,1,491,491,30,0.0,1.7857142857142858,1.7857142857142858,17.533333333333335
246,weekly_hurdle_12w,2,521,521,30,17.0,0.3571428571428572,16.642857142857142,16.4375
246,weekly_hurdle_12w,3,551,551,30,49.0,6.071428571428573,42.92857142857143,16.470588235294116
246,weekly_hurdle_12w,4,581,581,30,62.0,23.57142857142857,38.42857142857143,17.333333333333332
246,weekly_hurdle_12w,5,611,611,30,143.0,45.71428571428572,97.28571428571428,17.105263157894736
246,weekly_hurdle_12w,6,641,641,30,19.0,82.85714285714283,63.85714285714283,20.3
246,weekly_hurdle_12w,7,671,671,30,0.0,62.500000000000014,62.500000000000014,25.238095238095237
246,weekly_hurdle_12w,8,701,701,30,0.0,54.28571428571429,54.28571428571429,24.954545454545453
246,weekly_hurdle_12w,9,731,731,30,0.0,6.071428571428573,6.071428571428573,23.869565217391305
246,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,22.875
246,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,21.96
247,weekly_hurdle_12w,0,461,461,30,0.0,0.0,0.0,3.0
247,weekly_hurdle_12w,1,491,491,30,0.0,0.0,0.0,2.8
247,weekly_hurdle_12w,2,521,521,30,0.0,0.0,0.0,2.625
247,weekly_hurdle_12w,3,551,551,30,0.0,0.0,0.0,2.4705882352941178
247,weekly_hurdle_12w,4,581,581,30,0.0,0.0,0.0,2.3333333333333335
247,weekly_hurdle_12w,5,611,611,30,0.0,0.0,0.0,2.210526315789474
247,weekly_hurdle_12w,6,641,641,30,0.0,0.0,0.0,2.1
247,weekly_hurdle_12w,7,671,671,30,0.0,0.0,0.0,2.0
247,weekly_hurdle_12w,8,701,701,30,0.0,0.0,0.0,1.9090909090909092
247,weekly_hurdle_12w,9,731,731,30,0.0,0.0,0.0,1.826086956521739
247,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,1.75
247,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,1.68
250,weekly_hurdle_12w,0,461,461,30,0.0,0.0,0.0,7.714285714285714
250,weekly_hurdle_12w,1,491,491,30,0.0,0.0,0.0,7.2
250,weekly_hurdle_12w,2,521,521,30,0.0,0.0,0.0,6.75
250,weekly_hurdle_12w,3,551,551,30,0.0,0.0,0.0,6.352941176470588
250,weekly_hurdle_12w,4,581,581,30,0.0,0.0,0.0,6.0
250,weekly_hurdle_12w,5,611,611,30,0.0,0.0,0.0,5.684210526315789
250,weekly_hurdle_12w,6,641,641,30,0.0,0.0,0.0,5.4
250,weekly_hurdle_12w,7,671,671,30,0.0,0.0,0.0,5.142857142857143
250,weekly_hurdle_12w,8,701,701,30,0.0,0.0,0.0,4.909090909090909
250,weekly_hurdle_12w,9,731,731,30,0.0,0.0,0.0,4.695652173913044
250,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,4.5
250,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,4.32
251,weekly_hurdle_12w,0,461,461,30,25.0,149.2857142857143,124.2857142857143,31.785714285714285
251,weekly_hurdle_12w,1,491,491,30,34.0,46.78571428571429,12.785714285714292,30.466666666666665
251,weekly_hurdle_12w,2,521,521,30,60.0,25.357142857142854,34.642857142857146,29.125
251,weekly_hurdle_12w,3,551,551,30,0.0,40.357142857142854,40.357142857142854,28.941176470588236
251,weekly_hurdle_12w,4,581,581,30,0.0,31.42857142857143,31.42857142857143,30.666666666666668
251,weekly_hurdle_12w,5,611,611,30,0.0,15.714285714285715,15.714285714285715,29.05263157894737
251,weekly_hurdle_12w,6,641,641,30,0.0,0.0,0.0,27.6
251,weekly_hurdle_12w,7,671,671,30,0.0,0.0,0.0,26.285714285714285
251,weekly_hurdle_12w,8,701,701,30,0.0,0.0,0.0,25.09090909090909
251,weekly_hurdle_12w,9,731,731,30,0.0,0.0,0.0,24.0
251,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,23.0
251,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,22.08
252,weekly_hurdle_12w,0,461,461,30,0.0,0.0,0.0,13.285714285714286
252,weekly_hurdle_12w,1,491,491,30,0.0,0.0,0.0,12.4
252,weekly_hurdle_12w,2,521,521,30,0.0,0.0,0.0,11.625
252,weekly_hurdle_12w,3,551,551,30,0.0,0.0,0.0,10.941176470588236
252,weekly_hurdle_12w,4,581,581,30,0.0,0.0,0.0,10.333333333333334
252,weekly_hurdle_12w,5,611,611,30,0.0,0.0,0.0,9.789473684210526
252,weekly_hurdle_12w,6,641,641,30,0.0,0.0,0.0,9.3
252,weekly_hurdle_12w,7,671,671,30,0.0,0.0,0.0,8.857142857142858
252,weekly_hurdle_12w,8,701,701,30,0.0,0.0,0.0,8.454545454545455
252,weekly_hurdle_12w,9,731,731,30,0.0,0.0,0.0,8.08695652173913
252,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,7.75
252,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,7.44
253,weekly_hurdle_12w,0,461,461,30,23.0,73.57142857142854,50.57142857142854,18.571428571428573
253,weekly_hurdle_12w,1,491,491,30,24.0,45.71428571428573,21.71428571428573,17.533333333333335
253,weekly_hurdle_12w,2,521,521,30,26.0,23.928571428571427,2.071428571428573,16.5
253,weekly_hurdle_12w,3,551,551,30,0.0,22.85714285714286,22.85714285714286,15.647058823529411
253,weekly_hurdle_12w,4,581,581,30,0.0,17.5,17.5,16.22222222222222
253,weekly_hurdle_12w,5,611,611,30,0.0,6.7857142857142865,6.7857142857142865,15.368421052631579
253,weekly_hurdle_12w,6,641,641,30,0.0,0.0,0.0,14.6
253,weekly_hurdle_12w,7,671,671,30,0.0,0.0,0.0,13.904761904761905
253,weekly_hurdle_12w,8,701,701,30,0.0,0.0,0.0,13.272727272727273
253,weekly_hurdle_12w,9,731,731,30,0.0,0.0,0.0,12.695652173913043
253,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,12.166666666666666
253,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,11.68
254,weekly_hurdle_12w,0,461,461,30,0.0,0.0,0.0,0.0
254,weekly_hurdle_12w,1,491,491,30,0.0,0.0,0.0,0.0
254,weekly_hurdle_12w,2,521,521,30,0.0,0.0,0.0,0.0
254,weekly_hurdle_12w,3,551,551,30,0.0,0.0,0.0,0.0
254,weekly_hurdle_12w,4,581,581,30,0.0,0.0,0.0,0.0
254,weekly_hurdle_12w,5,611,611,30,0.0,0.0,0.0,0.0
254,weekly_hurdle_12w,6,641,641,30,0.0,0.0,0.0,0.0
254,weekly_hurdle_12w,7,671,671,30,0.0,0.0,0.0,0.0
254,weekly_hurdle_12w,8,701,701,30,4.0,0.0,4.0,0.0
254,weekly_hurdle_12w,9,731,731,30,30.0,1.4285714285714288,28.57142857142857,0.17391304347826086
254,weekly_hurdle_12w,10,761,761,30,25.0,12.142857142857146,12.857142857142854,1.25
254,weekly_hurdle_12w,11,791,791,30,4.0,21.07142857142857,17.07142857142857,1.4
261,weekly_hurdle_12w,0,461,461,30,165.0,33.57142857142858,131.42857142857142,36.0
261,weekly_hurdle_12w,1,491,491,30,3.0,82.85714285714283,79.85714285714283,42.46666666666667
261,weekly_hurdle_12w,2,521,521,30,49.0,71.42857142857142,22.428571428571416,49.9375
261,weekly_hurdle_12w,3,551,551,30,175.0,76.78571428571429,98.21428571428571,49.705882352941174
261,weekly_hurdle_12w,4,581,581,30,35.0,80.71428571428571,45.71428571428571,53.94444444444444
261,weekly_hurdle_12w,5,611,611,30,66.0,92.49999999999997,26.49999999999997,58.473684210526315
261,weekly_hurdle_12w,6,641,641,30,44.0,97.85714285714283,53.85714285714283,57.1
261,weekly_hurdle_12w,7,671,671,30,133.0,51.78571428571428,81.21428571428572,55.42857142857143
261,weekly_hurdle_12w,8,701,701,30,1.0,85.3571428571429,84.3571428571429,56.95454545454545
261,weekly_hurdle_12w,9,731,731,30,78.0,59.64285714285717,18.357142857142833,60.21739130434783
261,weekly_hurdle_12w,10,761,761,30,0.0,75.35714285714285,75.35714285714285,60.916666666666664
261,weekly_hurdle_12w,11,791,791,30,0.0,27.857142857142847,27.857142857142847,61.6
266,weekly_hurdle_12w,0,461,461,30,0.0,0.3571428571428572,0.3571428571428572,0.5
266,weekly_hurdle_12w,1,491,491,30,0.0,0.3571428571428572,0.3571428571428572,0.4666666666666667
266,weekly_hurdle_12w,2,521,521,30,0.0,0.0,0.0,0.4375
266,weekly_hurdle_12w,3,551,551,30,0.0,0.0,0.0,0.4117647058823529
266,weekly_hurdle_12w,4,581,581,30,0.0,0.0,0.0,0.3888888888888889
266,weekly_hurdle_12w,5,611,611,30,0.0,0.0,0.0,0.3684210526315789
266,weekly_hurdle_12w,6,641,641,30,0.0,0.0,0.0,0.35
266,weekly_hurdle_12w,7,671,671,30,0.0,0.0,0.0,0.3333333333333333
266,weekly_hurdle_12w,8,701,701,30,0.0,0.0,0.0,0.3181818181818182
266,weekly_hurdle_12w,9,731,731,30,0.0,0.0,0.0,0.30434782608695654
266,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,0.2916666666666667
266,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,0.28
267,weekly_hurdle_12w,0,461,461,30,0.0,0.0,0.0,0.0
267,weekly_hurdle_12w,1,491,491,30,21.0,0.0,21.0,0.0
267,weekly_hurdle_12w,2,521,521,30,23.0,7.5,15.5,1.3125
267,weekly_hurdle_12w,3,551,551,30,30.0,15.714285714285715,14.285714285714285,1.3529411764705883
267,weekly_hurdle_12w,4,581,581,30,57.0,26.428571428571423,30.571428571428577,1.6666666666666667
267,weekly_hurdle_12w,5,611,611,30,104.0,38.21428571428572,65.78571428571428,3.0
267,weekly_hurdle_12w,6,641,641,30,17.0,66.07142857142856,49.071428571428555,5.2
267,weekly_hurdle_12w,7,671,671,30,0.0,53.21428571428573,53.21428571428573,9.095238095238095
267,weekly_hurdle_12w,8,701,701,30,0.0,41.785714285714306,41.785714285714306,9.454545454545455
267,weekly_hurdle_12w,9,731,731,30,0.0,5.000000000000002,5.000000000000002,9.043478260869565
267,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,8.666666666666666
267,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,8.32
268,weekly_hurdle_12w,0,461,461,30,14.0,2.142857142857143,11.857142857142858,0.42857142857142855
268,weekly_hurdle_12w,1,491,491,30,0.0,7.142857142857143,7.142857142857143,0.9333333333333333
268,weekly_hurdle_12w,2,521,521,30,0.0,7.142857142857142,7.142857142857142,1.75
268,weekly_hurdle_12w,3,551,551,30,0.0,5.000000000000002,5.000000000000002,1.6470588235294117
268,weekly_hurdle_12w,4,581,581,30,0.0,0.0,0.0,1.5555555555555556
268,weekly_hurdle_12w,5,611,611,30,0.0,0.0,0.0,1.4736842105263157
268,weekly_hurdle_12w,6,641,641,30,0.0,0.0,0.0,1.4
268,weekly_hurdle_12w,7,671,671,30,0.0,0.0,0.0,1.3333333333333333
268,weekly_hurdle_12w,8,701,701,30,0.0,0.0,0.0,1.2727272727272727
268,weekly_hurdle_12w,9,731,731,30,0.0,0.0,0.0,1.2173913043478262
268,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,1.1666666666666667
268,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,1.12
269,weekly_hurdle_12w,0,461,461,30,1.0,1.0714285714285714,0.0714285714285714,0.21428571428571427
269,weekly_hurdle_12w,1,491,491,30,0.0,1.4285714285714288,1.4285714285714288,0.3333333333333333
269,weekly_hurdle_12w,2,521,521,30,0.0,1.4285714285714288,1.4285714285714288,0.375
269,weekly_hurdle_12w,3,551,551,30,0.0,0.3571428571428572,0.3571428571428572,0.35294117647058826
269,weekly_hurdle_12w,4,581,581,30,0.0,0.0,0.0,0.3333333333333333
269,weekly_hurdle_12w,5,611,611,30,0.0,0.0,0.0,0.3157894736842105
269,weekly_hurdle_12w,6,641,641,30,0.0,0.0,0.0,0.3
269,weekly_hurdle_12w,7,671,671,30,0.0,0.0,0.0,0.2857142857142857
269,weekly_hurdle_12w,8,701,701,30,0.0,0.0,0.0,0.2727272727272727
269,weekly_hurdle_12w,9,731,731,30,0.0,0.0,0.0,0.2608695652173913
269,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,0.25
269,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,0.24
270,weekly_hurdle_12w,0,461,461,30,0.0,0.0,0.0,0.0
270,weekly_hurdle_12w,1,491,491,30,5.0,0.0,5.0,0.0
270,weekly_hurdle_12w,2,521,521,30,0.0,1.7857142857142858,1.7857142857142858,0.3125
270,weekly_hurdle_12w,3,551,551,30,0.0,1.7857142857142858,1.7857142857142858,0.5882352941176471
270,weekly_hurdle_12w,4,581,581,30,0.0,0.7142857142857144,0.7142857142857144,0.5555555555555556
270,weekly_hurdle_12w,5,611,611,30,0.0,0.0,0.0,0.5263157894736842
270,weekly_hurdle_12w,6,641,641,30,0.0,0.0,0.0,0.5
270,weekly_hurdle_12w,7,671,671,30,0.0,0.0,0.0,0.47619047619047616
270,weekly_hurdle_12w,8,701,701,30,0.0,0.0,0.0,0.45454545454545453
270,weekly_hurdle_12w,9,731,731,30,0.0,0.0,0.0,0.43478260869565216
270,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,0.4166666666666667
270,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,0.4
271,weekly_hurdle_12w,0,461,461,30,0.0,0.0,0.0,0.0
271,weekly_hurdle_12w,1,491,491,30,1.0,0.0,1.0,0.0
271,weekly_hurdle_12w,2,521,521,30,0.0,0.3571428571428572,0.3571428571428572,0.0625
271,weekly_hurdle_12w,3,551,551,30,0.0,0.3571428571428572,0.3571428571428572,0.11764705882352941
271,weekly_hurdle_12w,4,581,581,30,0.0,0.3571428571428572,0.3571428571428572,0.1111111111111111
271,weekly_hurdle_12w,5,611,611,30,0.0,0.0,0.0,0.10526315789473684
271,weekly_hurdle_12w,6,641,641,30,0.0,0.0,0.0,0.1
271,weekly_hurdle_12w,7,671,671,30,0.0,0.0,0.0,0.09523809523809523
271,weekly_hurdle_12w,8,701,701,30,0.0,0.0,0.0,0.09090909090909091
271,weekly_hurdle_12w,9,731,731,30,0.0,0.0,0.0,0.08695652173913043
271,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,0.08333333333333333
271,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,0.08
272,weekly_hurdle_12w,0,461,461,30,0.0,3.5714285714285716,3.5714285714285716,0.8571428571428571
272,weekly_hurdle_12w,1,491,491,30,0.0,1.7857142857142856,1.7857142857142856,0.8
272,weekly_hurdle_12w,2,521,521,30,0.0,0.0,0.0,0.75
272,weekly_hurdle_12w,3,551,551,30,0.0,0.0,0.0,0.7058823529411765
272,weekly_hurdle_12w,4,581,581,30,0.0,0.0,0.0,0.6666666666666666
272,weekly_hurdle_12w,5,611,611,30,0.0,0.0,0.0,0.631578947368421
272,weekly_hurdle_12w,6,641,641,30,0.0,0.0,0.0,0.6
272,weekly_hurdle_12w,7,671,671,30,0.0,0.0,0.0,0.5714285714285714
272,weekly_hurdle_12w,8,701,701,30,0.0,0.0,0.0,0.5454545454545454
272,weekly_hurdle_12w,9,731,731,30,0.0,0.0,0.0,0.5217391304347826
272,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,0.5
272,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,0.48
274,weekly_hurdle_12w,0,461,461,30,0.0,0.0,0.0,0.7142857142857143
274,weekly_hurdle_12w,1,491,491,30,0.0,0.0,0.0,0.6666666666666666
274,weekly_hurdle_12w,2,521,521,30,0.0,0.0,0.0,0.625
274,weekly_hurdle_12w,3,551,551,30,0.0,0.0,0.0,0.5882352941176471
274,weekly_hurdle_12w,4,581,581,30,0.0,0.0,0.0,0.5555555555555556
274,weekly_hurdle_12w,5,611,611,30,0.0,0.0,0.0,0.5263157894736842
274,weekly_hurdle_12w,6,641,641,30,0.0,0.0,0.0,0.5
274,weekly_hurdle_12w,7,671,671,30,0.0,0.0,0.0,0.47619047619047616
274,weekly_hurdle_12w,8,701,701,30,0.0,0.0,0.0,0.45454545454545453
274,weekly_hurdle_12w,9,731,731,30,0.0,0.0,0.0,0.43478260869565216
274,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,0.4166666666666667
274,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,0.4
276,weekly_hurdle_12w,0,461,461,30,0.0,0.0,0.0,44.857142857142854
276,weekly_hurdle_12w,1,491,491,30,0.0,0.0,0.0,41.86666666666667
276,weekly_hurdle_12w,2,521,521,30,0.0,0.0,0.0,39.25
276,weekly_hurdle_12w,3,551,551,30,0.0,0.0,0.0,36.94117647058823
276,weekly_hurdle_12w,4,581,581,30,0.0,0.0,0.0,34.888888888888886
276,weekly_hurdle_12w,5,611,611,30,0.0,0.0,0.0,33.05263157894737
276,weekly_hurdle_12w,6,641,641,30,0.0,0.0,0.0,31.4
276,weekly_hurdle_12w,7,671,671,30,0.0,0.0,0.0,29.904761904761905
276,weekly_hurdle_12w,8,701,701,30,0.0,0.0,0.0,28.545454545454547
276,weekly_hurdle_12w,9,731,731,30,0.0,0.0,0.0,27.304347826086957
276,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,26.166666666666668
276,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,25.12
277,weekly_hurdle_12w,0,461,461,30,25.0,60.35714285714284,35.35714285714284,57.642857142857146
277,weekly_hurdle_12w,1,491,491,30,36.0,34.642857142857146,1.357142857142854,55.0
277,weekly_hurdle_12w,2,521,521,30,92.0,24.28571428571429,67.71428571428571,52.25
277,weekly_hurdle_12w,3,551,551,30,55.0,52.14285714285715,2.857142857142847,52.470588235294116
277,weekly_hurdle_12w,4,581,581,30,100.0,62.85714285714286,37.14285714285714,51.611111111111114
277,weekly_hurdle_12w,5,611,611,30,109.0,84.64285714285714,24.35714285714286,51.26315789473684
277,weekly_hurdle_12w,6,641,641,30,50.0,91.07142857142861,41.07142857142861,49.15
277,weekly_hurdle_12w,7,671,671,30,89.0,83.57142857142861,5.428571428571388,49.61904761904762
277,weekly_hurdle_12w,8,701,701,30,8.0,88.57142857142856,80.57142857142856,49.13636363636363
277,weekly_hurdle_12w,9,731,731,30,0.0,51.78571428571427,51.78571428571427,50.52173913043478
277,weekly_hurdle_12w,10,761,761,30,0.0,29.285714285714274,29.285714285714274,48.75
277,weekly_hurdle_12w,11,791,791,30,0.0,2.8571428571428577,2.8571428571428577,46.8
278,weekly_hurdle_12w,0,461,461,30,0.0,0.0,0.0,0.0
278,weekly_hurdle_12w,1,491,491,30,0.0,0.0,0.0,0.0
278,weekly_hurdle_12w,2,521,521,30,0.0,0.0,0.0,0.0
278,weekly_hurdle_12w,3,551,551,30,8.0,0.0,8.0,0.0
278,weekly_hurdle_12w,4,581,581,30,0.0,2.8571428571428577,2.8571428571428577,0.4444444444444444
278,weekly_hurdle_12w,5,611,611,30,1.0,2.8571428571428577,1.8571428571428577,0.8421052631578947
278,weekly_hurdle_12w,6,641,641,30,0.0,1.4285714285714288,1.4285714285714288,0.85
278,weekly_hurdle_12w,7,671,671,30,0.0,0.3571428571428572,0.3571428571428572,0.8571428571428571
278,weekly_hurdle_12w,8,701,701,30,0.0,0.3571428571428572,0.3571428571428572,0.8181818181818182
278,weekly_hurdle_12w,9,731,731,30,0.0,0.0,0.0,0.782608695652174
278,weekly_hurdle_12w,10,761,761,30,0.0,0.0,0.0,0.75
278,weekly_hurdle_12w,11,791,791,30,0.0,0.0,0.0,0.72
279,weekly_hurdle_12w,0,461,461,30,0.0,1.7857142857142856,1.7857142857142856,24.571428571428573
279,weekly_hurdle_12w,1,491,491,30,11.0,0.0,11.0,22.933333333333334
279,weekly_hurdle_12w,2,521,521,30,9.0,3.928571428571429,5.071428571428571,22.1875
279,weekly_hurdle_12w,3,551,551,30,36.0,7.142857142857143,28.857142857142858,21.0
