Category,Date,No,Item,Size,Location,Classification,Price,Quantity,OPEX,Notes,canonical_item_name
APPAREL,2024-11-13,21.0,Black Oat Shirt,Large,OUTSIDE,,375.0,6.0,,,Black Oat Shirt
APPAREL,2024-11-13,21.0,Black Oat Shirt,Large,INSIDE,,375.0,4.0,,,Black Oat Shirt
APPAREL,2024-11-13,21.0,Black Oat Shirt,XL,OUTSIDE,,375.0,2.0,,,Black Oat Shirt
APPAREL,2024-11-13,21.0,Black Oat Shirt,XL,INSIDE,,375.0,9.0,,,Black Oat Shirt
APPAREL,2024-11-13,21.0,Black Oat Shirt,2XL,OUTSIDE,,375.0,1.0,,,Black Oat Shirt
APPAREL,2024-11-13,21.0,Black Oat Shirt,2XL,INSIDE,,375.0,23.0,,,Black Oat Shirt
APPAREL,2024-11-13,21.0,Black Oat Shirt,3XL,OUTSIDE,,375.0,9.0,,,Black Oat Shirt
APPAREL,2024-11-13,22.0,Yellow Oat Shirt,XS,INSIDE,,375.0,14.0,,,Yellow Oat Shirt
APPAREL,2024-11-13,22.0,Yellow Oat Shirt,Small,INSIDE,,375.0,30.0,,,Yellow Oat Shirt
APPAREL,2024-11-13,22.0,Yellow Oat Shirt,Small,OUTSIDE,,375.0,4.0,,,Yellow Oat Shirt
APPAREL,2024-11-13,22.0,Yellow Oat Shirt,Medium,INSIDE,,375.0,12.0,,,Yellow Oat Shirt
APPAREL,2024-11-13,22.0,Yellow Oat Shirt,Medium,OUTSIDE,,375.0,9.0,,,Yellow Oat Shirt
APPAREL,2024-11-13,22.0,Yellow Oat Shirt,Large,INSIDE,,375.0,20.0,,,Yellow Oat Shirt
APPAREL,2024-11-13,22.0,Yellow Oat Shirt,Large,OUTSIDE,,375.0,9.0,,,Yellow Oat Shirt
APPAREL,2024-11-13,22.0,Yellow Oat Shirt,XL,INSIDE,,375.0,66.0,,,Yellow Oat Shirt
APPAREL,2024-11-13,22.0,Yellow Oat Shirt,XL,OUTSIDE,,375.0,2.0,,,Yellow Oat Shirt
APPAREL,2024-11-13,22.0,Yellow Oat Shirt,2XL,INSIDE,,375.0,46.0,,,Yellow Oat Shirt
APPAREL,2024-11-13,22.0,Yellow Oat Shirt,2XL,OUTSIDE,,375.0,3.0,,,Yellow Oat Shirt
APPAREL,2024-11-13,23.0,Black Sporty Shirt,Small,OUTSIDE,,450.0,10.0,,,Black Sporty Shirt
APPAREL,2024-11-13,23.0,Black Sporty Shirt,Medium,OUTSIDE,,450.0,5.0,,,Black Sporty Shirt
APPAREL,2024-11-13,23.0,Black Sporty Shirt,Large,OUTSIDE,,450.0,2.0,,,Black Sporty Shirt
APPAREL,2024-11-13,23.0,Black Sporty Shirt,XL,INSIDE,,450.0,15.0,,,Black Sporty Shirt
APPAREL,2024-11-13,23.0,Black Sporty Shirt,XL,OUTSIDE,,450.0,4.0,,,Black Sporty Shirt
APPAREL,2024-11-13,23.0,Black Sporty Shirt,2Xl,INSIDE,,450.0,31.0,,,Black Sporty Shirt
APPAREL,2024-11-13,23.0,Black Sporty Shirt,2XL,OUTSIDE,,450.0,3.0,,,Black Sporty Shirt
APPAREL,2024-11-13,23.0,Black Sporty Shirt,3XL,INSIDE,,450.0,6.0,,,Black Sporty Shirt
APPAREL,2024-11-13,23.0,Black Sporty Shirt,3XL,OUTSIDE,,450.0,1.0,,,Black Sporty Shirt
APPAREL,2024-11-13,24.0,Yellow Sporty Shirt,XS,INSIDE,,450.0,46.0,,,Yellow Sporty Shirt
APPAREL,2024-11-13,24.0,Yellow Sporty Shirt,XS,OUTSIDE,,450.0,12.0,,,Yellow Sporty Shirt
APPAREL,2024-11-13,24.0,Yellow Sporty Shirt,Small,INSIDE,,450.0,2.0,,,Yellow Sporty Shirt
APPAREL,2024-11-13,24.0,Yellow Sporty Shirt,Medium,INSIDE,,450.0,32.0,,,Yellow Sporty Shirt
APPAREL,2024-11-13,24.0,Yellow Sporty Shirt,Medium,OUTSIDE,,450.0,4.0,,,Yellow Sporty Shirt
APPAREL,2024-11-13,24.0,Yellow Sporty Shirt,Large,INSIDE,,450.0,15.0,,,Yellow Sporty Shirt
APPAREL,2024-11-13,24.0,Yellow Sporty Shirt,Large,OUTSIDE,,450.0,2.0,,,Yellow Sporty Shirt
APPAREL,2024-11-13,24.0,Yellow Sporty Shirt,XL,INSIDE,,450.0,25.0,,,Yellow Sporty Shirt
APPAREL,2024-11-13,24.0,Yellow Sporty Shirt,XL,OUTSIDE,,450.0,4.0,,,Yellow Sporty Shirt
APPAREL,2024-11-13,24.0,Yellow Sporty Shirt,2XL,INSIDE,,450.0,1.0,,,Yellow Sporty Shirt
APPAREL,2024-11-13,24.0,Yellow Sporty Shirt,2XL,OUTSIDE,,450.0,9.0,,,Yellow Sporty Shirt
APPAREL,2024-11-13,25.0,Yelow Tiger Pattern,XS,INSIDE,,450.0,20.0,,,Yelow Tiger Pattern
APPAREL,2024-11-13,25.0,Yelow Tiger Pattern,XS,OUTSIDE,,450.0,8.0,,,Yelow Tiger Pattern
APPAREL,2024-11-13,25.0,Yelow Tiger Pattern,Small,INSIDE,,450.0,56.0,,,Yelow Tiger Pattern
APPAREL,2024-11-13,25.0,Yelow Tiger Pattern,Small,OUTSIDE,,450.0,7.0,,,Yelow Tiger Pattern
APPAREL,2024-11-13,25.0,Yelow Tiger Pattern,Medium,INSIDE,,450.0,18.0,,,Yelow Tiger Pattern
APPAREL,2024-11-13,25.0,Yelow Tiger Pattern,Medium,OUTSIDE,,450.0,9.0,,,Yelow Tiger Pattern
APPAREL,2024-11-13,25.0,Yelow Tiger Pattern,Large,INSIDE,,450.0,28.0,,,Yelow Tiger Pattern
APPAREL,2024-11-13,25.0,Yelow Tiger Pattern,Large,OUTSIDE,,450.0,5.0,,,Yelow Tiger Pattern
APPAREL,2024-11-13,25.0,Yelow Tiger Pattern,XL,INSIDE,,450.0,38.0,,,Yelow Tiger Pattern
APPAREL,2024-11-13,25.0,Yelow Tiger Pattern,XL,OUTSIDE,,450.0,3.0,,,Yelow Tiger Pattern
APPAREL,2024-11-13,25.0,Yelow Tiger Pattern,2XL,INSIDE,,450.0,45.0,,,Yelow Tiger Pattern
APPAREL,2024-11-13,25.0,Yelow Tiger Pattern,2XL,OUTSIDE,,450.0,4.0,,,Yelow Tiger Pattern
APPAREL,2024-11-13,26.0,White Blaze Polo Shirt,Small,INSIDE,,800.0,2.0,,,White Blaze Polo Shirt
APPAREL,2024-11-13,26.0,White Blaze Polo Shirt,Medium,INSIDE,,800.0,2.0,,,White Blaze Polo Shirt
APPAREL,2024-11-13,26.0,White Blaze Polo Shirt,Medium,OUTSIDE,,800.0,4.0,,,White Blaze Polo Shirt
APPAREL,2024-11-13,26.0,White Blaze Polo Shirt,XL,INSIDE,,800.0,8.0,,,White Blaze Polo Shirt
APPAREL,2024-11-13,26.0,White Blaze Polo Shirt,XL,OUTSIDE,,800.0,5.0,,,White Blaze Polo Shirt
APPAREL,2024-11-13,26.0,White Blaze Polo Shirt,2XL,INSIDE,,800.0,5.0,,,White Blaze Polo Shirt
APPAREL,2024-11-13,26.0,White Blaze Polo Shirt,2XL,OUTSIDE,,800.0,3.0,,,White Blaze Polo Shirt
APPAREL,2024-11-13,26.0,White Blaze Polo Shirt,3XL,INSIDE,,800.0,4.0,,,White Blaze Polo Shirt
APPAREL,2024-11-13,26.0,White Blaze Polo Shirt,3XL,OUTSIDE,,800.0,2.0,,,White Blaze Polo Shirt
APPAREL,2024-11-13,27.0,Black Blaze Polo Shirt,XL,INSIDE,,800.0,2.0,,,Black Blaze Polo Shirt
APPAREL,2024-11-13,27.0,Black Blaze Polo Shirt,2Xl,INSIDE,,800.0,1.0,,,Black Blaze Polo Shirt
APPAREL,2024-11-13,27.0,Black Blaze Polo Shirt,3Xl,INSIDE,,800.0,2.0,,,Black Blaze Polo Shirt
APPAREL,2024-11-13,28.0,Yellow Script Shirt,XS,INSIDE,,450.0,10.0,,,Yellow Script Shirt
APPAREL,2024-11-13,28.0,Yellow Script Shirt,XS,OUTSIDE,,450.0,22.0,,,Yellow Script Shirt
APPAREL,2024-11-13,28.0,Yellow Script Shirt,Small,INSIDE,,450.0,20.0,,,Yellow Script Shirt
APPAREL,2024-11-13,28.0,Yellow Script Shirt,Small,OUTSIDE,,450.0,19.0,,,Yellow Script Shirt
APPAREL,2024-11-13,28.0,Yellow Script Shirt,Medium,INSIDE,,450.0,10.0,,,Yellow Script Shirt
APPAREL,2024-11-13,28.0,Yellow Script Shirt,Medium,OUTSIDE,,450.0,12.0,,,Yellow Script Shirt
APPAREL,2024-11-13,28.0,Yellow Script Shirt,Large,OUTSIDE,,450.0,10.0,,,Yellow Script Shirt
APPAREL,2024-11-13,28.0,Yellow Script Shirt,XL,OUTSIDE,,450.0,8.0,,,Yellow Script Shirt
APPAREL,2024-11-13,28.0,Yellow Script Shirt,2XL,OUTSIDE,,450.0,8.0,,,Yellow Script Shirt
APPAREL,2024-11-13,30.0,White Baseball Shirt,Small,OUTSIDE,,800.0,3.0,,,White Baseball Shirt
APPAREL,2024-11-13,30.0,White Baseball Shirt,Medium,INSIDE,,800.0,18.0,,,White Baseball Shirt
APPAREL,2024-11-13,30.0,White Baseball Shirt,Medium,OUTSIDE,,800.0,2.0,,,White Baseball Shirt
APPAREL,2024-11-13,30.0,White Baseball Shirt,Large,INSIDE,,800.0,9.0,,,White Baseball Shirt
APPAREL,2024-11-13,30.0,White Baseball Shirt,XL,OUTSIDE,,800.0,11.0,,,White Baseball Shirt
APPAREL,2024-11-13,30.0,White Baseball Shirt,XL,INSIDE,,800.0,35.0,,,White Baseball Shirt
APPAREL,2024-11-13,30.0,White Baseball Shirt,2XL,OUTSIDE,,800.0,4.0,,,White Baseball Shirt
APPAREL,2024-11-13,31.0,Gold Baseball Shirt,Small,OUTSIDE,,800.0,5.0,,,Gold Baseball Shirt
APPAREL,2024-11-13,31.0,Gold Baseball Shirt,Medium,INSIDE,,800.0,9.0,,,Gold Baseball Shirt
APPAREL,2024-11-13,31.0,Gold Baseball Shirt,Medium,OUTSIDE,,800.0,4.0,,,Gold Baseball Shirt
APPAREL,2024-11-13,31.0,Gold Baseball Shirt,Large,INSIDE,,800.0,7.0,,,Gold Baseball Shirt
APPAREL,2024-11-13,31.0,Gold Baseball Shirt,Large,OUTSIDE,,800.0,6.0,,,Gold Baseball Shirt
APPAREL,2024-11-13,31.0,Gold Baseball Shirt,XL,INSIDE,,800.0,4.0,,,Gold Baseball Shirt
APPAREL,2024-11-13,31.0,Gold Baseball Shirt,XL,OUTSIDE,,800.0,11.0,,,Gold Baseball Shirt
APPAREL,2024-11-13,31.0,Gold Baseball Shirt,2XL,INSIDE,,800.0,3.0,,,Gold Baseball Shirt
APPAREL,2024-11-13,31.0,Gold Baseball Shirt,2Xl,OUTSIDE,,800.0,5.0,,,Gold Baseball Shirt
APPAREL,2024-11-13,32.0,College of Science Shirt (blue/yellow),Small,INSIDE,,375.0,12.0,,,College of Science Shirt (blue/yellow)
APPAREL,2024-11-13,32.0,College of Science Shirt (blue/yellow),Medium,INSIDE,,375.0,12.0,,,College of Science Shirt (blue/yellow)
APPAREL,2024-11-13,32.0,College of Science Shirt (blue/yellow),Medium,OUTSIDE,,375.0,1.0,,,College of Science Shirt (blue/yellow)
APPAREL,2024-11-13,32.0,College of Science Shirt (blue/yellow),Large,INSIDE,,375.0,8.0,,,College of Science Shirt (blue/yellow)
APPAREL,2024-11-13,32.0,College of Science Shirt (blue/yellow),Large,OUTSIDE,,375.0,1.0,,,College of Science Shirt (blue/yellow)
APPAREL,2024-11-13,32.0,College of Science Shirt (blue/yellow),XL,INSIDE,,375.0,12.0,,,College of Science Shirt (blue/yellow)
APPAREL,2024-11-13,32.0,College of Science Shirt (blue/yellow),XL,OUTSIDE,,375.0,1.0,,,College of Science Shirt (blue/yellow)
APPAREL,2024-11-13,32.0,College of Science Shirt (blue/yellow),2XL,INSIDE,,375.0,7.0,,,College of Science Shirt (blue/yellow)
APPAREL,2024-11-13,32.0,College of Science Shirt (blue/yellow),2XL,OUTSIDE,,375.0,3.0,,,College of Science Shirt (blue/yellow)
APPAREL,2024-11-13,33.0,Tourism Shirt (green/blue),XS,INSIDE,,375.0,2.0,,,Tourism Shirt (green/blue)
APPAREL,2024-11-13,33.0,Tourism Shirt (green/blue),Small,INSIDE,,375.0,7.0,,,Tourism Shirt (green/blue)
APPAREL,2024-11-13,33.0,Tourism Shirt (green/blue),Small,OUTSIDE,,375.0,1.0,,,Tourism Shirt (green/blue)
APPAREL,2024-11-13,33.0,Tourism Shirt (green/blue),Medium,OUTSIDE,,375.0,1.0,,,Tourism Shirt (green/blue)
APPAREL,2024-11-13,33.0,Tourism Shirt (green/blue),Large,OUTSIDE,,375.0,3.0,,,Tourism Shirt (green/blue)
APPAREL,2024-11-13,33.0,Tourism Shirt (green/blue),XL,INSIDE,,375.0,6.0,,,Tourism Shirt (green/blue)
APPAREL,2024-11-13,33.0,Tourism Shirt (green/blue),XL,OUTSIDE,,375.0,2.0,,,Tourism Shirt (green/blue)
APPAREL,2024-11-13,33.0,Tourism Shirt (green/blue),2XL,INSIDE,,375.0,2.0,,,Tourism Shirt (green/blue)
APPAREL,2024-11-13,33.0,Tourism Shirt (green/blue),2XL,OUTSIDE,,375.0,1.0,,,Tourism Shirt (green/blue)
APPAREL,2024-11-13,34.0,CICS Shirt (red/gray),XS,INSIDE,,375.0,2.0,,,CICS Shirt (red/gray)
APPAREL,2024-11-13,34.0,CICS Shirt (red/gray),XS,OUTSIDE,,375.0,3.0,,,CICS Shirt (red/gray)
APPAREL,2024-11-13,34.0,CICS Shirt (red/gray),Small,INSIDE,,375.0,6.0,,,CICS Shirt (red/gray)
APPAREL,2024-11-13,34.0,CICS Shirt (red/gray),Medium,INSIDE,,375.0,7.0,,,CICS Shirt (red/gray)
APPAREL,2024-11-13,34.0,CICS Shirt (red/gray),Medium,OUTSIDE,,375.0,1.0,,,CICS Shirt (red/gray)
APPAREL,2024-11-13,34.0,CICS Shirt (red/gray),Large,INSIDE,,375.0,7.0,,,CICS Shirt (red/gray)
APPAREL,2024-11-13,34.0,CICS Shirt (red/gray),Large,OUTSIDE,,375.0,2.0,,,CICS Shirt (red/gray)
APPAREL,2024-11-13,34.0,CICS Shirt (red/gray),XL,INSIDE,,375.0,7.0,,,CICS Shirt (red/gray)
APPAREL,2024-11-13,34.0,CICS Shirt (red/gray),XL,OUTSIDE,,375.0,1.0,,,CICS Shirt (red/gray)
APPAREL,2024-11-13,34.0,CICS Shirt (red/gray),2XL,INSIDE,,375.0,2.0,,,CICS Shirt (red/gray)
APPAREL,2024-11-13,34.0,CICS Shirt (red/gray),2XL,OUTSIDE,,375.0,3.0,,,CICS Shirt (red/gray)
APPAREL,2024-11-13,35.0,Engineering Shirt (black/gray),XS,INSIDE,,375.0,2.0,,,Engineering Shirt (black/gray)
APPAREL,2024-11-13,35.0,Engineering Shirt (black/gray),XS,OUTSIDE,,375.0,2.0,,,Engineering Shirt (black/gray)
APPAREL,2024-11-13,35.0,Engineering Shirt (black/gray),Small,INSIDE,,375.0,12.0,,,Engineering Shirt (black/gray)
APPAREL,2024-11-13,35.0,Engineering Shirt (black/gray),Medium,INSIDE,,375.0,8.0,,,Engineering Shirt (black/gray)
APPAREL,2024-11-13,35.0,Engineering Shirt (black/gray),Large,INSIDE,,375.0,4.0,,,Engineering Shirt (black/gray)
APPAREL,2024-11-13,35.0,Engineering Shirt (black/gray),XL,INSIDE,,375.0,8.0,,,Engineering Shirt (black/gray)
APPAREL,2024-11-13,35.0,Engineering Shirt (black/gray),2XL,INSIDE,,375.0,6.0,,,Engineering Shirt (black/gray)
APPAREL,2024-11-13,36.0,Arts & Letters Shirt (blue/gray),Small,INSIDE,,375.0,10.0,,,Arts & Letters Shirt (blue/gray)
APPAREL,2024-11-13,36.0,Arts & Letters Shirt (blue/gray),Small,OUTSIDE,,375.0,2.0,,,Arts & Letters Shirt (blue/gray)
APPAREL,2024-11-13,36.0,Arts & Letters Shirt (blue/gray),Medium,INSIDE,,375.0,10.0,,,Arts & Letters Shirt (blue/gray)
APPAREL,2024-11-13,36.0,Arts & Letters Shirt (blue/gray),Medium,OUTSIDE,,375.0,1.0,,,Arts & Letters Shirt (blue/gray)
APPAREL,2024-11-13,36.0,Arts & Letters Shirt (blue/gray),Large,INSIDE,,375.0,9.0,,,Arts & Letters Shirt (blue/gray)
APPAREL,2024-11-13,36.0,Arts & Letters Shirt (blue/gray),Large,OUTSIDE,,375.0,1.0,,,Arts & Letters Shirt (blue/gray)
APPAREL,2024-11-13,36.0,Arts & Letters Shirt (blue/gray),XL,INSIDE,,375.0,9.0,,,Arts & Letters Shirt (blue/gray)
APPAREL,2024-11-13,36.0,Arts & Letters Shirt (blue/gray),XL,OUTSIDE,,375.0,1.0,,,Arts & Letters Shirt (blue/gray)
APPAREL,2024-11-13,36.0,Arts & Letters Shirt (blue/gray),2XL,INSIDE,,375.0,3.0,,,Arts & Letters Shirt (blue/gray)
APPAREL,2024-11-13,36.0,Arts & Letters Shirt (blue/gray),2XL,OUTSIDE,,375.0,4.0,,,Arts & Letters Shirt (blue/gray)
APPAREL,2024-11-13,37.0,Architecture (maroon/yellow),XS,INSIDE,,375.0,3.0,,,Architecture (maroon/yellow)
APPAREL,2024-11-13,37.0,Architecture (maroon/yellow),XS,OUTSIDE,,375.0,4.0,,,Architecture (maroon/yellow)
APPAREL,2024-11-13,37.0,Architecture (maroon/yellow),Small,INSIDE,,375.0,13.0,,,Architecture (maroon/yellow)
APPAREL,2024-11-13,37.0,Architecture (maroon/yellow),Small,OUTSIDE,,375.0,5.0,,,Architecture (maroon/yellow)
APPAREL,2024-11-13,37.0,Architecture (maroon/yellow),Medium,INSIDE,,375.0,13.0,,,Architecture (maroon/yellow)
APPAREL,2024-11-13,37.0,Architecture (maroon/yellow),Large,INSIDE,,375.0,13.0,,,Architecture (maroon/yellow)
APPAREL,2024-11-13,37.0,Architecture (maroon/yellow),Large,OUTSIDE,,375.0,2.0,,,Architecture (maroon/yellow)
APPAREL,2024-11-13,37.0,Architecture (maroon/yellow),XL,INSIDE,,375.0,14.0,,,Architecture (maroon/yellow)
APPAREL,2024-11-13,37.0,Architecture (maroon/yellow),XL,OUTSIDE,,375.0,2.0,,,Architecture (maroon/yellow)
APPAREL,2024-11-13,37.0,Architecture (maroon/yellow),2XL,INSIDE,,375.0,3.0,,,Architecture (maroon/yellow)
APPAREL,2024-11-13,37.0,Architecture (maroon/yellow),2XL,OUTSIDE,,375.0,2.0,,,Architecture (maroon/yellow)
APPAREL,2024-11-13,38.0,Commerce Shirt (black /yellow),XS,INSIDE,,375.0,2.0,,,Commerce Shirt (black /yellow)
APPAREL,2024-11-13,38.0,Commerce Shirt (black /yellow),XS,OUTSIDE,,375.0,1.0,,,Commerce Shirt (black /yellow)
APPAREL,2024-11-13,38.0,Commerce Shirt (black /yellow),Small,INSIDE,,375.0,5.0,,,Commerce Shirt (black /yellow)
APPAREL,2024-11-13,38.0,Commerce Shirt (black /yellow),Medium,INSIDE,,375.0,5.0,,,Commerce Shirt (black /yellow)
APPAREL,2024-11-13,38.0,Commerce Shirt (black /yellow),Large,INSIDE,,375.0,3.0,,,Commerce Shirt (black /yellow)
APPAREL,2024-11-13,38.0,Commerce Shirt (black /yellow),Large,OUTSIDE,,375.0,1.0,,,Commerce Shirt (black /yellow)
APPAREL,2024-11-13,38.0,Commerce Shirt (black /yellow),XL,INSIDE,,375.0,7.0,,,Commerce Shirt (black /yellow)
APPAREL,2024-11-13,38.0,Commerce Shirt (black /yellow),2XL,INSIDE,,375.0,1.0,,,Commerce Shirt (black /yellow)
APPAREL,2024-11-13,39.0,Pharmacy Shirt (vilolet/yellow),XS,INSIDE,,375.0,2.0,,,Pharmacy Shirt (vilolet/yellow)
APPAREL,2024-11-13,39.0,Pharmacy Shirt (vilolet/yellow),Small,INSIDE,,375.0,11.0,,,Pharmacy Shirt (vilolet/yellow)
APPAREL,2024-11-13,39.0,Pharmacy Shirt (vilolet/yellow),Small,OUTSIDE,,375.0,1.0,,,Pharmacy Shirt (vilolet/yellow)
APPAREL,2024-11-13,39.0,Pharmacy Shirt (vilolet/yellow),Medium,INSIDE,,375.0,5.0,,,Pharmacy Shirt (vilolet/yellow)
APPAREL,2024-11-13,39.0,Pharmacy Shirt (vilolet/yellow),Medium,OUTSIDE,,375.0,1.0,,,Pharmacy Shirt (vilolet/yellow)
APPAREL,2024-11-13,39.0,Pharmacy Shirt (vilolet/yellow),Large,INSIDE,,375.0,6.0,,,Pharmacy Shirt (vilolet/yellow)
APPAREL,2024-11-13,39.0,Pharmacy Shirt (vilolet/yellow),Large,OUTSIDE,,375.0,5.0,,,Pharmacy Shirt (vilolet/yellow)
APPAREL,2024-11-13,39.0,Pharmacy Shirt (vilolet/yellow),XL,INSIDE,,375.0,10.0,,,Pharmacy Shirt (vilolet/yellow)
APPAREL,2024-11-13,39.0,Pharmacy Shirt (vilolet/yellow),XL,OUTSIDE,,375.0,1.0,,,Pharmacy Shirt (vilolet/yellow)
APPAREL,2024-11-13,39.0,Pharmacy Shirt (vilolet/yellow),2XL,INSIDE,,375.0,6.0,,,Pharmacy Shirt (vilolet/yellow)
APPAREL,2024-11-13,39.0,Pharmacy Shirt (vilolet/yellow),2XL,OUTSIDE,,375.0,2.0,,,Pharmacy Shirt (vilolet/yellow)
APPAREL,2024-11-13,40.0,Fine Arts Shirt (maroon/green),Small,OUTSIDE,,375.0,3.0,,,Fine Arts Shirt (maroon/green)
APPAREL,2024-11-13,40.0,Fine Arts Shirt (maroon/green),Medium,OUTSIDE,,375.0,1.0,,,Fine Arts Shirt (maroon/green)
APPAREL,2024-11-13,40.0,Fine Arts Shirt (maroon/green),XL,OUTSIDE,,375.0,7.0,,,Fine Arts Shirt (maroon/green)
APPAREL,2024-11-13,40.0,Fine Arts Shirt (maroon/green),2XL,OUTSIDE,,375.0,3.0,,,Fine Arts Shirt (maroon/green)
APPAREL,2024-11-13,41.0,3 Color Polo Shirt,Small,INSIDE,,800.0,13.0,,,3 Color Polo Shirt
APPAREL,2024-11-13,41.0,3 Color Polo Shirt,Medium,INSIDE,,800.0,24.0,,,3 Color Polo Shirt
APPAREL,2024-11-13,41.0,3 Color Polo Shirt,Large,INSIDE,,800.0,7.0,,,3 Color Polo Shirt
APPAREL,2024-11-13,41.0,3 Color Polo Shirt,XL,INSIDE,,800.0,18.0,,,3 Color Polo Shirt
APPAREL,2024-11-13,41.0,3 Color Polo Shirt,2XL,INSIDE,,800.0,1.0,,,3 Color Polo Shirt
APPAREL,2024-11-13,42.0,2 Color Polo Shirt (white w/black sleeves),Small,INSIDE,,800.0,20.0,,,2 Color Polo Shirt (white w/black sleeves)
APPAREL,2024-11-13,42.0,2 Color Polo Shirt (white w/black sleeves),Medium,INSIDE,,800.0,17.0,,,2 Color Polo Shirt (white w/black sleeves)
APPAREL,2024-11-13,42.0,2 Color Polo Shirt (white w/black sleeves),Large,INSIDE,,800.0,7.0,,,2 Color Polo Shirt (white w/black sleeves)
APPAREL,2024-11-13,42.0,2 Color Polo Shirt (white w/black sleeves),XL,INSIDE,,800.0,14.0,,,2 Color Polo Shirt (white w/black sleeves)
APPAREL,2024-11-13,42.0,2 Color Polo Shirt (white w/black sleeves),2XL,INSIDE,,800.0,30.0,,,2 Color Polo Shirt (white w/black sleeves)
APPAREL,2024-11-13,43.0,2 Color Polo Shirt (white w/yellow sleeves),Small,INSIDE,,800.0,13.0,,,2 Color Polo Shirt (white w/yellow sleeves)
APPAREL,2024-11-13,43.0,2 Color Polo Shirt (white w/yellow sleeves),Medium,INSIDE,,800.0,10.0,,,2 Color Polo Shirt (white w/yellow sleeves)
APPAREL,2024-11-13,43.0,2 Color Polo Shirt (white w/yellow sleeves),Large,INSIDE,,800.0,4.0,,,2 Color Polo Shirt (white w/yellow sleeves)
APPAREL,2024-11-13,43.0,2 Color Polo Shirt (white w/yellow sleeves),XL,INSIDE,,800.0,50.0,,,2 Color Polo Shirt (white w/yellow sleeves)
APPAREL,2024-11-13,43.0,2 Color Polo Shirt (white w/yellow sleeves),2XL,INSIDE,,800.0,28.0,,,2 Color Polo Shirt (white w/yellow sleeves)
APPAREL,2024-11-13,44.0,2 Color Polo Shirt (white w/yellow collar),Small,INSIDE,,800.0,16.0,,,2 Color Polo Shirt (white w/yellow collar)
APPAREL,2024-11-13,44.0,2 Color Polo Shirt (white w/yellow collar),Large,INSIDE,,800.0,45.0,,,2 Color Polo Shirt (white w/yellow collar)
APPAREL,2024-11-13,44.0,2 Color Polo Shirt (white w/yellow collar),XL,INSIDE,,800.0,49.0,,,2 Color Polo Shirt (white w/yellow collar)
APPAREL,2024-11-13,44.0,2 Color Polo Shirt (white w/yellow collar),2XL,INSIDE,,800.0,28.0,,,2 Color Polo Shirt (white w/yellow collar)
APPAREL,2024-11-13,45.0,2  Color Polo Shirt (white w/black collar),Small,INSIDE,,800.0,20.0,,,2 Color Polo Shirt (white w/black collar)
APPAREL,2024-11-13,45.0,2  Color Polo Shirt (white w/black collar),Medium,INSIDE,,800.0,7.0,,,2 Color Polo Shirt (white w/black collar)
APPAREL,2024-11-13,45.0,2  Color Polo Shirt (white w/black collar),Large,INSIDE,,800.0,13.0,,,2 Color Polo Shirt (white w/black collar)
APPAREL,2024-11-13,45.0,2  Color Polo Shirt (white w/black collar),XL,INSIDE,,800.0,49.0,,,2 Color Polo Shirt (white w/black collar)
APPAREL,2024-11-13,45.0,2  Color Polo Shirt (white w/black collar),2XL,INSIDE,,800.0,30.0,,,2 Color Polo Shirt (white w/black collar)
APPAREL,2024-11-13,46.0,2 Color Polo Shirt (white w/black top w/yellow line),Small,INSIDE,,800.0,20.0,,,2 Color Polo Shirt (white w/black top w/yellow line)
APPAREL,2024-11-13,46.0,2 Color Polo Shirt (white w/black top w/yellow line),Medium,INSIDE,,800.0,11.0,,,2 Color Polo Shirt (white w/black top w/yellow line)
APPAREL,2024-11-13,46.0,2 Color Polo Shirt (white w/black top w/yellow line),Large,INSIDE,,800.0,10.0,,,2 Color Polo Shirt (white w/black top w/yellow line)
APPAREL,2024-11-13,46.0,2 Color Polo Shirt (white w/black top w/yellow line),XL,INSIDE,,800.0,8.0,,,2 Color Polo Shirt (white w/black top w/yellow line)
APPAREL,2024-11-13,46.0,2 Color Polo Shirt (white w/black top w/yellow line),2XL,INSIDE,,800.0,29.0,,,2 Color Polo Shirt (white w/black top w/yellow line)
APPAREL,2024-11-13,47.0,2 Color Polo Shirt (yellow w/black collar),Small,INSIDE,,800.0,17.0,,,2 Color Polo Shirt (yellow w/black collar)
APPAREL,2024-11-13,47.0,2 Color Polo Shirt (yellow w/black collar),Medium,INSIDE,,800.0,19.0,,,2 Color Polo Shirt (yellow w/black collar)
APPAREL,2024-11-13,47.0,2 Color Polo Shirt (yellow w/black collar),Large,INSIDE,,800.0,13.0,,,2 Color Polo Shirt (yellow w/black collar)
APPAREL,2024-11-13,47.0,2 Color Polo Shirt (yellow w/black collar),XL,INSIDE,,800.0,11.0,,,2 Color Polo Shirt (yellow w/black collar)
APPAREL,2024-11-13,47.0,2 Color Polo Shirt (yellow w/black collar),2XL,INSIDE,,800.0,30.0,,,2 Color Polo Shirt (yellow w/black collar)
APPAREL,2024-11-13,48.0,2 Color Polo Shirt (tiger pattern color),Small,OUTSIDE,,800.0,1.0,,,2 Color Polo Shirt (tiger pattern color)
APPAREL,2024-11-13,48.0,2 Color Polo Shirt (tiger pattern color),Medium,OUTSIDE,,800.0,9.0,,,2 Color Polo Shirt (tiger pattern color)
